"Timestamp","What is your current graduation year?","How would you describe your race and ethnicity? Check all that apply.","What is your intended concentration area(s)?","How would you describe your gender identity? Check all that apply.","Do you identify as LGBTQ+?","Overall, how would you describe your political views relative to those of your parents? ","Have you ever been evaluated by Brown EMS (Emergency Medical Services)? Select all that apply.","How old was your mother when she had you? Enter -1 if unsure.","Were you allowed to watch SpongeBob SquarePants as a kid?","How did you meet your most recent significant other? Pick the option that best applies.","What percentage of Brown students do you think come from a family in the top 1% of household incomes?","What is the minimum salary you would require to work in a role that directly conflicts with your morals? 

Enter -1 if you would not do this for any amount of money.","Which of the following substances have you used recreationally in the past six months?","Do you change with your blinds open?"
"2025/03/06 3:44:15 PM EST","2028","Asian","Physical Sciences","Woman","No","My views are somewhat more liberal","No","31","No","Party/social event","25","250000","Alcohol","Yes, and I do think people can see me"
"2025/03/06 3:44:30 PM EST","2026","White","Social Sciences","Woman","Yes","My views are somewhat more liberal","No","42","Yes","Class","20","-1","Alcohol;Inhalants (Poppers/Whip-its);Ketamine;Marijuana;Nicotine;Unprescribed use of prescription stimulants (Adderall)","Yes, and I do think people can see me"
"2025/03/06 3:44:51 PM EST","2027","Asian;Hispanic or Latino;White","Physical Sciences","Man","Yes","My views are similar to those of my parents","No","33","Unsure","Mutual friends/met as friends","50","300000","None of the above","Yes, and I do think people can see me"
"2025/03/06 3:45:09 PM EST","2026","White","Physical Sciences;Social Sciences","Man;Non-binary;Questioning","Yes","My views are similar to those of my parents","Yes, for a different reason","33","Yes","Class","30","-1","Alcohol;Ketamine;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:46:59 PM EST","2027","Asian;Black","Physical Sciences","Man","No","My views are somewhat more liberal","No","-1","No","High school","65","250","None of the above","Yes, and I do think people can see me"
"2025/03/06 3:48:55 PM EST","2028","Asian","Humanities/ Arts;Social Sciences","Woman","Yes","My views are much more liberal","No","31","Yes","I have not had a significant other","37","250000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:52:01 PM EST","2025","Asian;White","Physical Sciences","Man","No","My views are somewhat more liberal","No","-1","Yes","Party/social event","95","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 3:52:38 PM EST","2028","Asian","Humanities/ Arts;Life Sciences","Woman","Yes","My views are much more liberal","Yes, for an incident involving drugs and/or alcohol","33","Yes","I have not had a significant other","30","500000000","Alcohol","No"
"2025/03/06 3:53:06 PM EST","2026","White","Physical Sciences","Woman","Yes","My views are somewhat more liberal","No","32","No","Dating app","5","1500000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 3:53:36 PM EST","2025","White","Social Sciences","Woman","No","My views are similar to those of my parents","No","35","No","Mutual friends/met as friends","20","-1","Alcohol;Inhalants (Poppers/Whip-its);Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:54:35 PM EST","2026","Asian","Physical Sciences","Man","No","Unsure","No","-1","Unsure","Prefer not to answer","50","-1","None of the above","No"
"2025/03/06 3:54:41 PM EST","2027","Asian","Social Sciences","Woman","No","My views are much more conservative","No","31","No","Mutual friends/met as friends","70","250000","Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Unprescribed use of prescription stimulants (Adderall)","Yes, but I don't think people can see me"
"2025/03/06 3:55:16 PM EST","2026","Asian","Physical Sciences","Man","No","My parents have significantly different political views from each other","No","34","Yes","Dorm","15","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 3:56:47 PM EST","2028","Asian","Physical Sciences","Woman","No","My views are much more liberal","No","28","Unsure","I have not had a significant other","30","-1","Alcohol","No"
"2025/03/06 3:58:02 PM EST","2028","Asian","Life Sciences","Woman","No","My views are somewhat more liberal","No","36","Yes","I have not had a significant other","20","-1","Alcohol","No"
"2025/03/06 3:58:03 PM EST","2025","White","Physical Sciences;Social Sciences","Woman","Yes","My views are much more liberal","Yes, for a different reason","33","No","I have not had a significant other","60","250000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:58:06 PM EST","2028","Native American or Alaska Native;White","Social Sciences","Man","No","Unsure","Yes, for a different reason","38","Yes","I randomly approached her on the sidewallk","90","6942000","Alcohol","No"
"2025/03/06 3:58:29 PM EST","2027","Asian","Humanities/ Arts","Man","Yes","My views are somewhat more liberal","No","32","Yes","Mutual friends/met as friends","5","200000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/06 4:00:27 PM EST","2028","Asian","Humanities/ Arts;Physical Sciences","Man","Yes","My views are much more liberal","No","40","Yes","Prefer not to answer","10","150000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 4:00:57 PM EST","2027","Asian","Physical Sciences;Social Sciences","Man","No","My views are similar to those of my parents","No","30","Unsure","I have not had a significant other","30","150000","None of the above","No"
"2025/03/06 4:01:05 PM EST","2025","White","Humanities/ Arts","Woman","Yes","My views are somewhat more liberal","Yes, for a different reason","34","Yes","Class","10","-1","Alcohol;Ketamine;Marijuana;Nicotine","No"
"2025/03/06 4:02:09 PM EST","2027","White","Humanities/ Arts;Physical Sciences","Man","No","My views are similar to those of my parents","No","29","No","Mutual friends/met as friends","40","1000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 4:02:12 PM EST","2026","Hispanic or Latino","Humanities/ Arts","Man","No","My views are somewhat more liberal","No","27","Yes","Mutual friends/met as friends","20","1","Alcohol","No"
"2025/03/06 4:34:23 PM EST","2027","White","Humanities/ Arts;Social Sciences","Man","No","My views are much more conservative","No","45","No","Mutual friends/met as friends","30","-1","Alcohol","Prefer not to answer"
"2025/03/07 10:26:47 AM EST","2026","Asian","Humanities/ Arts;Physical Sciences","Man","No","My views are much more liberal","No","31","Yes","I have not had a significant other","20","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 10:28:17 AM EST","2028","Asian","Social Sciences","Woman","No","My views are somewhat more liberal","No","-1","No","High school","30","400000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 10:31:02 AM EST","2027","White","Social Sciences","Man","No","My views are similar to those of my parents","No","35","Yes","Class","45","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 10:32:21 AM EST","2027","Asian","Humanities/ Arts;Life Sciences","Woman","No","My views are similar to those of my parents","Yes, for a different reason","30","Yes","I have not had a significant other","30","-1","None of the above","Yes, but I don't think people can see me"
"2025/03/07 10:37:38 AM EST","2027","Asian;White","Physical Sciences;Social Sciences","Man","No","My views are similar to those of my parents","No","32","No","Party/social event","20","500","Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/07 10:37:38 AM EST","2028","White","Physical Sciences","Man","No","My views are similar to those of my parents","No","-1","Yes","Mutual friends/met as friends","20","2500000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 10:37:51 AM EST","2027","Hispanic or Latino","Humanities/ Arts","Woman","No","My views are somewhat more liberal","No","39","Yes","Party/social event","60","250000","Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/07 10:40:41 AM EST","2027","Asian","Physical Sciences","Woman","No","My views are much more liberal","No","30","Yes","High school","70","500000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 10:43:16 AM EST","2026","Asian;White","Physical Sciences","Man","No","My views are somewhat more liberal","No","34","No","Mutual friends/met as friends","5","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 10:43:18 AM EST","2026","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","No","29","Yes","Social media","10","-1","Alcohol","No"
"2025/03/07 10:44:58 AM EST","2028","Asian","Physical Sciences","Woman","No","My views are somewhat more liberal","No","-1","Yes","Job/internship","40","500000","Alcohol","No"
"2025/03/07 10:50:38 AM EST","2028","Asian","Life Sciences","Man","No","My views are somewhat more liberal","No","36","Yes","I have not had a significant other","30","-1","None of the above","No"
"2025/03/07 10:51:45 AM EST","2027","White","Physical Sciences","Man","No","My views are somewhat more liberal","No","47","Yes","High school","18","-1","Alcohol","No"
"2025/03/07 10:52:04 AM EST","2027","Hispanic or Latino","Physical Sciences","Man","No","My views are similar to those of my parents","No","30","Yes","Mutual friends/met as friends","30","300000","Alcohol;Marijuana","No"
"2025/03/07 10:52:05 AM EST","2027","Asian;Black;Hispanic or Latino","Physical Sciences","Man","No","My views are somewhat more liberal","No","35","Yes","Dating app","30","-1","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 10:53:26 AM EST","2027","White","Physical Sciences","Woman","No","My views are somewhat more liberal","No","33","No","Mutual friends/met as friends","20","-1","None of the above","No"
"2025/03/07 10:54:08 AM EST","2028","White","Prefer not to answer","Man","No","My parents have significantly different political views from each other","No","-1","No","High school","30","-1","Alcohol;Cocaine;Ketamine;LSD/Acid;Marijuana;Nicotine","Yes, and I do think people can see me"
"2025/03/07 10:54:28 AM EST","2028","Middle Eastern or North African","Prefer not to answer","Woman","No","My views are similar to those of my parents","No","32","No","Party/social event","35","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 10:54:45 AM EST","2025","Asian","Physical Sciences;Social Sciences","Woman","No","My views are much more liberal","No","32","Yes","Dating app"," 30","1000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 10:55:00 AM EST","2027","Middle Eastern or North African","Physical Sciences","Man","Yes","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol;Yes, for a different reason","34","Yes","Dorm","18","250000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 10:56:12 AM EST","2028","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","No","30","Yes","Class","50","250000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 10:56:15 AM EST","2028","White","Physical Sciences","Man","No","My views are somewhat more liberal","No","-1","Yes","I have not had a significant other","80","1000000","None of the above","No"
"2025/03/07 10:56:17 AM EST","2025","White","Humanities/ Arts","Man","No","My views are somewhat more liberal","No","33","No","I have not had a significant other","20","1000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 10:57:50 AM EST","2028","Asian;White","Social Sciences","Man","No","My views are somewhat more conservative","No","25","Yes","Class","20","-1","None of the above","Yes, but I don't think people can see me"
"2025/03/07 10:58:05 AM EST","2028","Asian","Physical Sciences","Man","No","My views are somewhat more conservative","No","-1","Yes","I have not had a significant other","20","-1","None of the above","No"
"2025/03/07 10:58:41 AM EST","2028","Asian","Humanities/ Arts","Man","Unsure","My views are somewhat more liberal","No","29","Unsure","Class","20","5000000","Prefer not to answer","No"
"2025/03/07 10:59:55 AM EST","2028","Hispanic or Latino","Humanities/ Arts;Social Sciences","Man","No","My views are somewhat more liberal","No","30","Yes","I have not had a significant other","27","200000","None of the above","No"
"2025/03/07 11:02:57 AM EST","2028","White","Physical Sciences","Man","No","My views are much more conservative","No","23","Yes","Dating app","50","75000","LSD/Acid;Marijuana","No"
"2025/03/07 11:03:03 AM EST","2026","White","Social Sciences","Man","No","My views are similar to those of my parents","No","32","No","Party/social event","20","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 11:03:07 AM EST","2026","White","Humanities/ Arts;Social Sciences","Non-binary","Yes","My views are much more liberal","No","-1","No","High school","44","240000","None of the above","No"
"2025/03/07 11:04:16 AM EST","2026","Asian","Life Sciences","Man","No","My views are somewhat more liberal","No","-1","Yes","I have not had a significant other","20","-1","Alcohol","No"
"2025/03/07 11:04:21 AM EST","2025","White","Physical Sciences","Woman","Yes","My views are somewhat more liberal","No","36","Yes","Dating app","20","-1","Alcohol;Inhalants (Poppers/Whip-its);Marijuana","No"
"2025/03/07 11:11:27 AM EST","2025","White","Humanities/ Arts","Woman","Yes","My views are similar to those of my parents","No","29","No","High school","20","-1","Alcohol;Marijuana;Nicotine","No"
"2025/03/07 11:15:22 AM EST","2025","Hispanic or Latino;White","Physical Sciences","Man","No","My views are much more conservative","Yes, for a different reason","22","Yes","Job/internship","30","500000","Sugar, Porn, Television, Video Games","Yes, but I don't think people can see me"
"2025/03/07 11:16:59 AM EST","2027","Black","Life Sciences","Man","No","My views are similar to those of my parents","No","1","Yes","Class","60","1","Alcohol","No"
"2025/03/07 11:19:24 AM EST","2026","White","Humanities/ Arts;Physical Sciences","Man","No","My views are somewhat more liberal","No","40","Yes","I have not had a significant other","40","-1","Alcohol","No"
"2025/03/07 11:19:51 AM EST","2025","White","Physical Sciences","Man","No","My views are similar to those of my parents","No","35","No","Class","25","-1","Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/07 11:24:16 AM EST","2025","White","Physical Sciences","Man","No","Unsure","No","27","Unsure","Class","0","0","None of the above","Yes, and I do think people can see me"
"2025/03/07 11:25:46 AM EST","2026","White","Physical Sciences","Man","No","My views are somewhat more liberal","No","24","Yes","Mutual friends/met as friends","25","1000000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 11:26:16 AM EST","2026","White","Social Sciences","Woman","No","My views are similar to those of my parents","No","31","No","Mutual friends/met as friends","30","-1","None of the above","Yes, and I do think people can see me"
"2025/03/07 11:29:22 AM EST","2028","White","Physical Sciences","Man","No","My views are similar to those of my parents","No","42","Yes","I have not had a significant other","19","1000000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 11:37:50 AM EST","2026","Black","Life Sciences","Woman","No","My views are somewhat more liberal","Yes, for a different reason","31","Yes","I have not had a significant other","60","-1","Alcohol","Yes, and I do think people can see me"
"2025/03/07 11:37:59 AM EST","2026","White","Life Sciences","Woman","Yes","My views are much more liberal","No","30","No","High school","30","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 11:39:28 AM EST","2026","Middle Eastern or North African;White","Physical Sciences","Man","No","My views are somewhat more liberal","No","31","Yes","Mutual friends/met as friends","40","250000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 11:43:08 AM EST","2028","Asian","Physical Sciences","Man","No","My views are similar to those of my parents","No","30","Yes","Mutual friends/met as friends","15","1000000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 11:43:20 AM EST","2028","Asian","Life Sciences","Man","No","My views are somewhat more liberal","No","32","Yes","Party/social event","69","1000000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 11:44:05 AM EST","2027.5","White","Social Sciences","Man","No","My views are similar to those of my parents","No","37","Yes","Class","20","200000","Alcohol","No"
"2025/03/07 11:45:47 AM EST","2025","Asian","Humanities/ Arts;Physical Sciences;Social Sciences","Woman","No","My views are much more liberal","No","34","Yes","Dorm","30","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 11:47:35 AM EST","2026","Asian","Life Sciences","Man","No","My views are much more liberal","Yes, for a different reason","-1","Yes","High school","60","-1","Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms)","Yes, and I do think people can see me"
"2025/03/07 11:49:09 AM EST","2027","Asian","Physical Sciences","Man","No","My views are somewhat more conservative","No","26","Yes","High school","40","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 11:49:28 AM EST","2027","Hispanic or Latino","Physical Sciences","Man","No","My views are somewhat more liberal","No","31","No","Mutual friends/met as friends","20","-1","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 11:51:23 AM EST","2027","Asian","Social Sciences","Man","No","My views are similar to those of my parents","No","35","Unsure","Party/social event","30","300000","Alcohol;Marijuana","No"
"2025/03/07 11:52:22 AM EST","2028","Asian;White","Physical Sciences","Man","No","My views are similar to those of my parents","No","37","No","Extracurricular activities (athletics, clubs, other campus organizations)","50","100000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 11:53:09 AM EST","2028","Asian","Life Sciences;Social Sciences","Man","No","My views are somewhat more liberal","Yes, for a different reason","29","Yes","I have not had a significant other","40","-1","None of the above","No"
"2025/03/07 11:53:51 AM EST","2028","Asian","Physical Sciences;Social Sciences","Man","No","My views are similar to those of my parents","No","41","Yes","I have not had a significant other","30","150000","Alcohol;Marijuana","No"
"2025/03/07 11:54:31 AM EST","2028","Asian","Humanities/ Arts;Physical Sciences","Woman","Yes","Unsure","No","30","Yes","I have not had a significant other","60","80000","Alcohol","Yes, and I do think people can see me"
"2025/03/07 11:54:39 AM EST","2028","Asian","Humanities/ Arts;Life Sciences","Woman","No","My views are somewhat more liberal","No","34","Yes","Party/social event","35","300000","Alcohol","No"
"2025/03/07 11:55:43 AM EST","2028","Asian","Humanities/ Arts","Man","No","My views are much more liberal","No","30","Yes","I have not had a significant other","25","500000","Alcohol","No"
"2025/03/07 11:56:56 AM EST","2028","Asian","Physical Sciences","Man","No","My views are similar to those of my parents","No","30","Yes","High school","19","220000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 11:57:11 AM EST","2028","White","Humanities/ Arts;Social Sciences","Man","No","My views are similar to those of my parents","No","39","No","High school","35","1000000000","Alcohol","No"
"2025/03/07 11:57:26 AM EST","2028","Middle Eastern or North African","Physical Sciences","Man","No","Unsure","No","31","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","20","-1","Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/07 11:58:17 AM EST","2027","White","Life Sciences","Man","No","My views are somewhat more liberal","No","33","Yes","Class","17","250000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 11:59:32 AM EST","2025","Asian","Social Sciences","Woman","No","My views are somewhat more liberal","No","38","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","30","200000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 11:59:48 AM EST","2025","White","Social Sciences","Woman","Unsure","My views are somewhat more liberal","Yes, for a different reason","34","No","Prefer not to answer","30","3000000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 12:01:56 PM EST","2026","Asian","Social Sciences","Man","No","My views are somewhat more liberal","No","36","Yes","I have not had a significant other","40","300000","Alcohol;Marijuana","No"
"2025/03/07 12:05:41 PM EST","2028","Asian","Life Sciences","Woman","No","My views are much more liberal","No","28","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","30","500000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 12:07:37 PM EST","2027","White","Social Sciences","Man","No","My views are somewhat more liberal","No","38","Yes","Class","30","-1","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 12:08:22 PM EST","2027","Black;White","Social Sciences","Man","No","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol","38","Yes","Mutual friends/met as friends","2","1","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 12:08:50 PM EST","2028","Asian","Social Sciences","Woman","No","My views are much more liberal","No","30","Yes","Mutual friends/met as friends","5","150009","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 12:09:33 PM EST","2028","White","Social Sciences","Woman","Unsure","My views are somewhat more liberal","No","39","No","Class","30","250000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 12:11:18 PM EST","2028","Middle Eastern or North African;White","Social Sciences","Woman","Yes","My views are somewhat more liberal","No","31","Yes","Party/social event","15","150000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 12:13:30 PM EST","2025","Black","Social Sciences","Man","Yes","My views are much more liberal","No","30","Yes","Dating app","19","100000","Alcohol;Cocaine;LSD/Acid;Marijuana;MDMA (Ecstasy/Molly);Nicotine;Psilocybin (Psychedelic mushrooms);Unprescribed use of prescription stimulants (Adderall)","Yes, and I do think people can see me"
"2025/03/07 12:20:38 PM EST","2027","Black;White","Physical Sciences","Man","No","My views are somewhat more conservative","No","30","Yes","I have not had a significant other","20","100000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 12:21:19 PM EST","2028","Asian","Physical Sciences","Woman","No","Unsure","No","39","Yes","I have not had a significant other","20","-1","Alcohol","Yes, and I do think people can see me"
"2025/03/07 12:25:57 PM EST","2027","White","Physical Sciences","Man","No","Unsure","No","41","No","Dating app","30","2000000","Alcohol;LSD/Acid;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/07 12:29:24 PM EST","2027","White","Humanities/ Arts;Life Sciences;Social Sciences","Man","No","My views are somewhat more liberal","No","31","Yes","Class","30","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 12:29:41 PM EST","2027","Hispanic or Latino","Social Sciences","Woman","Yes","My views are somewhat more liberal","No","32","No","Mutual friends/met as friends","30","1","Alcohol","No"
"2025/03/07 12:33:37 PM EST","2028","Black","Social Sciences","Woman","No","My views are somewhat more liberal","No","42","Yes","I have not had a significant other","10","500000","Alcohol","No"
"2025/03/07 12:34:44 PM EST","2028","Black","Social Sciences","Man","No","My views are similar to those of my parents","No","24","Yes","Party/social event","30","500","Alcohol;Cocaine;Marijuana;Nicotine","No"
"2025/03/07 12:37:13 PM EST","2026","White","Physical Sciences","Man","No","My views are somewhat more liberal","No","33","Unsure","Extracurricular activities (athletics, clubs, other campus organizations)","10","100000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 12:38:12 PM EST","2025","Hispanic or Latino;White","Humanities/ Arts;Life Sciences","Non-binary","Yes","My views are much more liberal","Yes, for a different reason","34","No","Extracurricular activities (athletics, clubs, other campus organizations)","50","-1","Alcohol;Marijuana;Nicotine","Yes, and I do think people can see me"
"2025/03/07 12:38:24 PM EST","2026","White","Humanities/ Arts","Woman","Unsure","My views are similar to those of my parents","Yes, for a different reason","30","No","I have not had a significant other","25","-1","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 12:44:01 PM EST","2028","White","Social Sciences","Man","No","My views are similar to those of my parents","No","37","Yes","High school","25","500000","Alcohol;Cocaine;Marijuana;Nicotine","No"
"2025/03/07 12:46:40 PM EST","2027","Hispanic or Latino","Life Sciences","Woman","Yes","My views are similar to those of my parents","No","40","Yes","Dorm","40","-1","Alcohol;Cocaine;Marijuana;MDMA (Ecstasy/Molly);Nicotine;Psilocybin (Psychedelic mushrooms)","No"
"2025/03/07 12:48:26 PM EST","2028","Middle Eastern or North African","Life Sciences;Social Sciences","Man","No","My views are somewhat more liberal","No","32","Yes","I have not had a significant other","40","-1","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 12:50:03 PM EST","2028","White","Social Sciences","Woman","No","My views are similar to those of my parents","No","27","Yes","High school","35","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 12:52:44 PM EST","2028","Asian;White","Physical Sciences","Woman","No","My views are similar to those of my parents","No","25","No","Extracurricular activities (athletics, clubs, other campus organizations)","15","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 12:53:09 PM EST","2028","Asian","Life Sciences","Woman","Yes","My views are somewhat more liberal","No","30","Yes","Mutual friends/met as friends","8","300000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 12:54:39 PM EST","2027","White","Physical Sciences","Man","Yes","My views are much more liberal","No","35","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","40","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 12:54:56 PM EST","2027","Hispanic or Latino;White","Social Sciences","Man","Yes","My views are similar to those of my parents","No","32","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","10","2000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 12:56:37 PM EST","2028","White","Physical Sciences","Woman","Unsure","My views are much more liberal","Yes, for a different reason","40","No","High school","70","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 12:57:10 PM EST","2028","White","Humanities/ Arts","Man","No","My views are much more liberal","No","-1","Yes","I have not had a significant other","40","400000","Alcohol;Marijuana","No"
"2025/03/07 12:57:20 PM EST","2028","White","Humanities/ Arts","Man","No","My views are somewhat more liberal","No","22","Yes","Marriage Pact","35","-1","Alcohol;Marijuana;Nicotine","No"
"2025/03/07 12:58:15 PM EST","2028","White","Life Sciences;Physical Sciences","Man","No","My views are somewhat more liberal","No","33","Yes","Mutual friends/met as friends","35","10000000","Alcohol;Marijuana;Poop","No"
"2025/03/07 12:58:47 PM EST","2028","Black","Social Sciences","Woman","Yes","My views are much more liberal","No","29","Yes","I have not had a significant other","40","1000000","Alcohol","Prefer not to answer"
"2025/03/07 12:59:59 PM EST","2027","White","Social Sciences","Woman","Yes","My views are somewhat more liberal","No","30","No","Mutual friends/met as friends","10","380000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 1:00:19 PM EST","2028","White","Physical Sciences","Man","No","My views are somewhat more liberal","No","33","No","Dating app","12","500000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 1:01:22 PM EST","2025","White","Physical Sciences","Man","No","My views are somewhat more liberal","No","32","Yes","Mutual friends/met as friends","20","500000","Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/07 1:02:53 PM EST","2027","White","Life Sciences","Man","No","My views are similar to those of my parents","No","42","Yes","Party/social event","25","1000000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 1:04:22 PM EST","2025","White","Physical Sciences;Social Sciences","Man","No","Unsure","No","28","Yes","Class","25","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 1:05:33 PM EST","2027","White","Social Sciences","Woman","No","My views are somewhat more liberal","Yes, for a different reason","35","No","Party/social event","25","-1","Alcohol;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 1:05:35 PM EST","2026","Black;White","Life Sciences","Woman","Yes","My views are much more liberal","No","38","Yes","Job/internship","40","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 1:14:52 PM EST","2026","Asian;White","Humanities/ Arts;Physical Sciences","Woman","Yes","My views are somewhat more liberal","No","37","Yes","High school","40","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 1:17:09 PM EST","2028","White","Physical Sciences","Non-binary","Yes","My views are much more liberal","No","32","Yes","Dating app","20","35000","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 1:21:41 PM EST","2025","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol","-1","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","35","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 1:32:45 PM EST","2028","White","Physical Sciences","Woman","No","My views are somewhat more liberal","No","36","No","High school","30","300000","Alcohol","No"
"2025/03/07 1:32:50 PM EST","2028","White","Life Sciences;Physical Sciences","Man","Yes","My views are similar to those of my parents","No","28","No","I have not had a significant other","20","4000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 1:33:56 PM EST","2025","Asian","Humanities/ Arts;Life Sciences","Woman","Yes","My parents have significantly different political views from each other","No","27","No","Mutual friends/met as friends","30","200000","Alcohol","No"
"2025/03/07 1:34:51 PM EST","2028","Asian;White","Prefer not to answer","Man","No","My views are similar to those of my parents","No","39","Yes","Mutual friends/met as friends","20","700000","Alcohol;Marijuana","No"
"2025/03/07 1:36:27 PM EST","2028","White","Humanities/ Arts","Man","Yes","My views are much more liberal","No","35","Yes","Mutual friends/met as friends","18","500000","Alcohol;LSD/Acid;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/07 1:36:51 PM EST","2027","Asian;White","Life Sciences","Man","No","My views are somewhat more conservative","No","36","No","Class","60","1000000","Alcohol;Marijuana","No"
"2025/03/07 1:38:00 PM EST","2028","Asian","Physical Sciences;Social Sciences","Man","No","My views are similar to those of my parents","No","34","No","Prefer not to answer","10","-1","Alcohol","No"
