"Timestamp","What gender do you identify with?","What race do you identify with?","What graduation class are you?","What is the maximum size of an indoor social gathering (without masking) that you would feel comfortable attending right now?","Which Covid-19 restrictions do you think should be in place right now? (check all that apply)","Which Covid-19 restrictions would you support if Brown were to see a rise in cases similar to the increase in early September of this year? (check all that apply)","How worried are you about getting seriously sick from Covid-19?","How would you describe your political views?","Do you think you are more liberal, more conservative, or about the same as the median Brown student?"," Do you approve or disapprove of the way Joe Biden is handling his job as President?","How happy are you that you go to Brown?","Which of the following do you check on a regular basis? (check all that apply)","How satisfied are you with the overall experience of Brown dining at the moment?"
"2021/10/14 3:12:42 PM AST","Female","Black","2022","No maximum","Mandatory Covid-19 testing","Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Strongly disapprove","Somewhat happy","Brown meme pages","Very satisfied"
"2021/10/14 3:14:59 PM AST","Female","White","2024","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat disapprove","Somewhat happy","The College Hill Independent website;Brown meme pages","Unsatisfied"
"2021/10/14 3:17:09 PM AST","Non-binary","Asian","2025","5 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Moderate","About the same","Unsure/no opinion","Very happy","Brown meme pages","Satisfied"
"2021/10/14 3:17:09 PM AST","Female","White","2022","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More conservative","Neither approve nor disapprove","Very happy","Brown meme pages;Class Facebook page","Unsatisfied"
"2021/10/14 3:17:39 PM AST","Female","Asian","2023","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Somewhat happy","Dear Blueno","Very unsatisfied"
"2021/10/14 3:19:32 PM AST","Female","White","2025","25 people","Required masking in class;Required masking in libraries","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Official Brown website and social media pages;Brown meme pages","Neutral"
"2021/10/14 3:20:11 PM AST","Female","White","2022","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat disapprove","Very happy","","I am not on meal plan"
"2021/10/14 3:21:30 PM AST","Male","White","2024","No maximum","None","None","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Somewhat disapprove","Somewhat happy","Dear Blueno;Brown meme pages","Very unsatisfied"
"2021/10/14 3:24:52 PM AST","Male","White","2025","No maximum","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat disapprove","Very happy","Brown meme pages","Satisfied"
"2021/10/14 3:26:01 PM AST","Male","White","2023","10 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More liberal","Somewhat disapprove","Somewhat happy","","I am not on meal plan"
"2021/10/14 3:26:49 PM AST","","Asian","2024","15 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Somewhat happy","Official Brown website and social media pages;Dear Blueno;Brown meme pages;Class Facebook page","Satisfied"
"2021/10/14 3:27:28 PM AST","Female","Asian","2024","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","","Unsatisfied"
"2021/10/14 3:29:08 PM AST","Male","White","2022","No maximum","Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Conservative","More conservative","Strongly disapprove","Somewhat happy","Dear Blueno","I am not on meal plan"
"2021/10/14 3:29:31 PM AST","Non-binary","Non-white Hispanic","2025","5 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat disapprove","Very happy","The Brown Daily Herald website;Official Brown website and social media pages;Brown meme pages","Neutral"
"2021/10/14 3:30:41 PM AST","Female","Black","2022","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More liberal","Unsure/no opinion","Very happy","Official Brown website and social media pages;Brown meme pages","I am not on meal plan"
"2021/10/14 3:32:29 PM AST","Male","White","2025","15 people","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Unsure/prefer not to answer","More conservative","Prefer not to answer","Very happy","","Satisfied"
"2021/10/14 3:35:00 PM AST","Female","White","2025","50 people","Mandatory Covid-19 testing","Required masking in class;Mandatory Covid-19 testing","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","","Neutral"
"2021/10/14 3:35:31 PM AST","Female","White","2023","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","Dear Blueno;Brown meme pages;Class Facebook page","Unsatisfied"
"2021/10/14 3:36:09 PM AST","Prefer not to answer","Prefer not to answer","2024","50 people","Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","Dear Blueno;Brown meme pages;Class Facebook page","Unsatisfied"
"2021/10/14 3:38:12 PM AST","Female","Asian","2023","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Neither approve nor disapprove","Somewhat happy","Dear Blueno","I am not on meal plan"
"2021/10/14 3:38:34 PM AST","Female","White","2025","100 people","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","","Neutral"
"2021/10/14 3:40:01 PM AST","Male","Asian","2024","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.)","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat disapprove","Somewhat unhappy","Dear Blueno;Brown meme pages","Very unsatisfied"
"2021/10/14 3:42:27 PM AST","Female","Asian","2022","5 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Unsure/prefer not to answer","About the same","Unsure/no opinion","Somewhat happy","The Brown Daily Herald website;Dear Blueno","I am not on meal plan"
"2021/10/14 3:44:46 PM AST","Male","","2024","100 people","Required masking in class;Mandatory Covid-19 testing;Gathering size limits","Required masking in libraries;Suspended indoor dining","I am not at all worried about getting seriously sick from Covid-19","Unsure/prefer not to answer","More conservative","Unsure/no opinion","Very happy","","Neutral"
"2021/10/14 3:44:46 PM AST","Female","White","2022","No maximum","None","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat approve","Very unhappy","The Brown Daily Herald website;Dear Blueno;Brown meme pages;Class Facebook page","I am not on meal plan"
"2021/10/14 3:45:13 PM AST","Male","Asian","2025","15 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Prefer not to answer","I am not at all worried about getting seriously sick from Covid-19","Unsure/prefer not to answer","Unsure/prefer not to answer","Prefer not to answer","Somewhat happy","Brown meme pages","Unsatisfied"
"2021/10/14 3:47:01 PM AST","Male","Black","2025","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","","Neutral"
"2021/10/14 3:47:03 PM AST","Female","Asian","2025","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","The Brown Daily Herald website;Official Brown website and social media pages;Brown meme pages","Very unsatisfied"
"2021/10/14 3:49:32 PM AST","Female","White","2022","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Brown meme pages;Class Facebook page","I am not on meal plan"
"2021/10/14 3:49:34 PM AST","Male","White","2024","No maximum","Required masking in libraries;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Neither approve nor disapprove","Very happy","","Satisfied"
"2021/10/14 3:49:58 PM AST","Female","Asian","2024","50 people","Required masking in class;Mandatory Covid-19 testing","Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Neither approve nor disapprove","Somewhat happy","","Unsatisfied"
"2021/10/14 3:51:19 PM AST","Male","White","2023","No maximum","Mandatory Covid-19 testing","Required masking in class","I am not at all worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat disapprove","Very happy","","Neutral"
"2021/10/14 3:51:30 PM AST","Male","Black","2024","100 people","None","None","I am not very worried about getting seriously sick from Covid-19","Unsure/prefer not to answer","Unsure/prefer not to answer","Somewhat disapprove","Somewhat happy","The College Hill Independent website","Satisfied"
"2021/10/14 3:51:53 PM AST","Male","Non-white Hispanic","2025","100 people","Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Very happy","Official Brown website and social media pages;Brown meme pages","Neutral"
"2021/10/14 3:54:27 PM AST","Female","White","2024","100 people","Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","The Brown Daily Herald website;Official Brown website and social media pages;Dear Blueno;Brown meme pages","Satisfied"
"2021/10/14 3:55:13 PM AST","Female","White","2025","No maximum","None","None","I am not at all worried about getting seriously sick from Covid-19","Moderate","About the same","Neither approve nor disapprove","Very happy","Official Brown website and social media pages;Brown meme pages","Very unsatisfied"
"2021/10/14 3:55:36 PM AST","Male","Non-white Hispanic","2025","25 people","Required masking in class","Required masking in class","I am somewhat worried about getting seriously sick from Covid-19","Liberal","More liberal","Strongly approve","Very happy","The Brown Daily Herald website;The College Hill Independent website","Very satisfied"
"2021/10/14 3:57:55 PM AST","Male","Black","2024","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat approve","Somewhat happy","Official Brown website and social media pages;Dear Blueno","Neutral"
"2021/10/14 3:58:31 PM AST","Female","Black","2022.5","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat approve","Somewhat happy","Brown meme pages","I am not on meal plan"
"2021/10/14 3:59:19 PM AST","Female","Black","2024","50 people","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Moderate","Unsure/prefer not to answer","Unsure/no opinion","Very happy","Brown meme pages","Satisfied"
"2021/10/14 4:00:06 PM AST","Female","Asian","2023","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","More liberal","Neither approve nor disapprove","Very happy","Official Brown website and social media pages;Dear Blueno;Brown meme pages;Class Facebook page","I am not on meal plan"
"2021/10/14 4:00:12 PM AST","Male","Asian","2025","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Moderate","More conservative","Neither approve nor disapprove","Very happy","Class Facebook page","Neutral"
"2021/10/14 4:00:17 PM AST","Female","Asian","2023","50 people","Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat approve","Somewhat happy","","Unsatisfied"
"2021/10/14 4:01:22 PM AST","Female","White","2025","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 4:02:01 PM AST","Male","White","2025","No maximum","Prefer not to answer","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Unsure/no opinion","Very happy","","Neutral"
"2021/10/14 4:02:12 PM AST","Male","middle eastern ","2023","No maximum","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Strongly disapprove","Very happy","The Brown Daily Herald website","Very unsatisfied"
"2021/10/14 4:03:42 PM AST","Female","Asian","2025","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Conservative","More conservative","Neither approve nor disapprove","Somewhat happy","The Brown Daily Herald website;Dear Blueno;Brown meme pages","Neutral"
"2021/10/14 4:04:51 PM AST","Male","White","2024","No maximum","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","Brown meme pages","Satisfied"
"2021/10/14 4:05:19 PM AST","Male","Black","2023","15 people","Required masking in class;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Very happy","","Unsatisfied"
"2021/10/14 4:05:24 PM AST","Male","Non-white Hispanic","2025","50 people","Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Very happy","Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 4:05:37 PM AST","Female","Black","2024","No maximum","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat disapprove","Very happy","Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 4:06:46 PM AST","Female","White","2024","No maximum","Required masking in class;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat approve","Very happy","Dear Blueno;Brown meme pages","Unsatisfied"
"2021/10/14 4:07:05 PM AST","Male","Asian","2025","No maximum","None","None","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Somewhat disapprove","Somewhat happy","","Neutral"
"2021/10/14 4:07:23 PM AST","Male","Asian","2025","No maximum","Required masking in class;Required masking in libraries","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Very happy","Brown meme pages","Neutral"
"2021/10/14 4:07:35 PM AST","Male","White","2023.5","15 people","Mandatory Covid-19 testing","Required masking in class;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Very liberal","More liberal","Strongly disapprove","Somewhat happy","","Satisfied"
"2021/10/14 4:08:49 PM AST","Male","Black","2023","25 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Dear Blueno","Very unsatisfied"
"2021/10/14 4:11:11 PM AST","Female","White","2023","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Brown meme pages","Neutral"
"2021/10/14 4:14:23 PM AST","Male","Asian","2025","No maximum","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am extremely worried about getting seriously sick from Covid-19","Moderate","More conservative","Unsure/no opinion","Very happy","","Satisfied"
"2021/10/14 4:14:36 PM AST","Female","White","2024","50 people","Mandatory Covid-19 testing","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat approve","Very happy","Dear Blueno;Brown meme pages","Unsatisfied"
"2021/10/14 4:14:40 PM AST","Female","Asian","2024","25 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries","I am somewhat worried about getting seriously sick from Covid-19","Moderate","Unsure/prefer not to answer","Prefer not to answer","Very unhappy","Dear Blueno;Brown meme pages;Class Facebook page","Unsatisfied"
"2021/10/14 4:16:24 PM AST","Female","White","2024","10 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Official Brown website and social media pages","Satisfied"
"2021/10/14 4:16:36 PM AST","Female","White","2024","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","The Brown Daily Herald website;Dear Blueno;Brown meme pages","Neutral"
"2021/10/14 4:19:20 PM AST","Male","Asian","2023","10 people","Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More conservative","Neither approve nor disapprove","Somewhat happy","","Unsatisfied"
"2021/10/14 4:20:26 PM AST","Female","White","2024","No maximum","None","Required masking in class;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Unsure/no opinion","Somewhat happy","Official Brown website and social media pages","Unsatisfied"
"2021/10/14 4:21:17 PM AST","Female","Asian","2022","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am somewhat worried about getting seriously sick from Covid-19","Liberal","More liberal","Somewhat approve","Very happy","Dear Blueno","I am not on meal plan"
"2021/10/14 4:22:30 PM AST","Male","White","2022","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","The Brown Daily Herald website;Dear Blueno;Brown meme pages;Class Facebook page","Neutral"
"2021/10/14 4:24:47 PM AST","Male","Asian","2025","No maximum","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Somewhat approve","Somewhat happy","Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 4:26:02 PM AST","Female","White","2025","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","","Neutral"
"2021/10/14 4:27:07 PM AST","Male","White","2023","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Unsure/prefer not to answer","About the same","Unsure/no opinion","Somewhat unhappy","","Satisfied"
"2021/10/14 4:27:41 PM AST","Male","Asian","2025","10 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Moderate","Unsure/prefer not to answer","Unsure/no opinion","Very happy","Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 4:29:05 PM AST","Male","Asian","2023","5 people","Required masking in class","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am extremely worried about getting seriously sick from Covid-19","Moderate","More conservative","Somewhat approve","Somewhat happy","Dear Blueno","I am not on meal plan"
"2021/10/14 4:29:49 PM AST","Female","White","2024","No maximum","Mandatory Covid-19 testing","Required masking in class;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","The Brown Daily Herald website;Official Brown website and social media pages","Unsatisfied"
