"Timestamp","What is your current graduation year?","How would you describe your race and ethnicity? Check all that apply.","What is your intended concentration area(s)?","How would you describe your gender identity? Check all that apply.","Do you identify as LGBTQ+?","Have you ever taken piano lessons?","Do you have a driver's license?","Do you believe that President Donald Trump is a threat to democracy?","Do you take any prescription medications to treat depression or anxiety?","Should Brown require applicants to submit a standardized test score? (SAT/ACT)","Do you credit Brown career services, at least in part, with helping you secure an internship or full-time job?","Do any of your parent(s) or guardian(s) own a gun?","In a romantic context, would you rather be rejected because of your looks or personality?","Have you ever undergone a procedure for primarily cosmetic purposes?","What is the capital of Canada?"
"2025/04/17 11:39:39 AM AST","2025","White","Life Sciences","Woman","Unsure","Yes","Yes","Yes","No, but I have in the past","Unsure","No","No","I would rather be rejected because of my personality","No","Montreal"
"2025/04/17 11:40:38 AM AST","2027","White","Social Sciences","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 11:47:29 AM AST","2026","Asian;Black;White","Social Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Outawa"
"2025/04/17 11:47:32 AM AST","2028","Asian","Humanities/ Arts;Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","Prefer not to answer","No","Ottawa"
"2025/04/17 11:49:34 AM AST","2026","Asian;White","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/17 11:50:41 AM AST","2025","Asian","Humanities/ Arts;Physical Sciences;Social Sciences","Woman","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Ottowa"
"2025/04/17 11:52:04 AM AST","2025","Asian;White","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Alberta"
"2025/04/17 11:52:06 AM AST","2027","Hispanic or Latino;White","Humanities/ Arts","Woman","No","No","Yes","Yes","No, I never have","Unsure","No","No","Prefer not to answer","No","qubec"
"2025/04/17 11:53:34 AM AST","2025","Asian;Black","Life Sciences","Man","Yes","No","Yes","Yes","No, I never have","Unsure","No","Yes","I would rather be rejected because of my looks","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.);Unsure","Ottawa"
"2025/04/17 11:53:51 AM AST","2027","White","Life Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/17 11:55:44 AM AST","2027","Asian;White","Physical Sciences;Social Sciences","Man","No","No","Yes","Prefer not to answer","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Quebec"
"2025/04/17 11:56:15 AM AST","2027","Hispanic or Latino;White","Physical Sciences;Social Sciences","Woman","Yes","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/17 11:56:52 AM AST","2026","White","Humanities/ Arts","Man","Yes","No","Yes","Yes","No, but I have in the past","No","No","Yes","I would rather be rejected because of my looks","No","Toronto....Quebec City?,......ummmmm Montreal?"
"2025/04/17 11:57:24 AM AST","2026","Asian","Social Sciences","Woman","No","Yes","No","Yes","No, I never have","Unsure","Yes","No","I would rather be rejected because of my looks","No","idk"
"2025/04/17 11:58:22 AM AST","2027","Asian","Humanities/ Arts;Social Sciences","Woman","No","Yes","No","Yes","No, I never have","Yes","Yes","No","Prefer not to answer","No","Ottawa"
"2025/04/17 12:00:15 PM AST","2027","Asian","Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/17 12:01:10 PM AST","2027","Asian","Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my personality","No","Ontario "
"2025/04/17 12:07:48 PM AST","2028","White","Humanities/ Arts","Man","No","No","Yes","No","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/17 12:07:55 PM AST","2028","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","idk"
"2025/04/17 12:11:12 PM AST","2028","Asian;White","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/17 12:12:27 PM AST","2028","Black","Life Sciences;Prefer not to answer","Non-binary","Yes","Yes","Prefer not to answer","Unsure","Yes, I currently have a prescription","Yes","No","Unsure","I would rather be rejected because of my personality","No","america "
"2025/04/17 12:13:36 PM AST","2028","Black","Prefer not to answer","Man","Prefer not to answer","No","Yes","Prefer not to answer","No, I never have","Prefer not answer","Prefer not to answer","Yes","I would rather be rejected because of my personality","Unsure","idk"
"2025/04/17 12:14:56 PM AST","2028","Middle Eastern or North African","Humanities/ Arts","Woman","Prefer not to answer","No","Yes","Unsure","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 12:14:59 PM AST","2027","White","Life Sciences","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","quebec"
"2025/04/17 12:20:19 PM AST","2028","White","Social Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","idk"
"2025/04/17 12:20:51 PM AST","2026","White","Life Sciences","Woman","No","No","Yes","Yes","Yes, I currently have a prescription","No","Unsure","No","I would rather be rejected because of my personality","No","montreal?"
"2025/04/17 12:21:27 PM AST","2028","Asian","Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Unsure","Unsure","Yes","I would rather be rejected because of my looks","No","Canberra "
"2025/04/17 12:21:47 PM AST","2028","Asian","Physical Sciences;Social Sciences","Woman","Unsure","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Quebec"
"2025/04/17 12:22:50 PM AST","2025","Asian;Black;White","Humanities/ Arts;Social Sciences","Woman","No","Yes","Yes","No","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/17 12:23:47 PM AST","2026","White","Physical Sciences","Man","Yes","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/17 12:24:24 PM AST","2025","White","Life Sciences","Woman;Non-binary","Yes","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/17 12:26:44 PM AST","2026","Asian","Life Sciences","Man","No","Yes","Yes","Prefer not to answer","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/17 12:27:35 PM AST","2027","Asian;Black","Humanities/ Arts;Life Sciences","Man","Yes","No","No","No","Yes, I currently have a prescription","Yes","Yes","Yes","I would rather be rejected because of my looks","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Canada city"
"2025/04/17 12:28:42 PM AST","2028","White","Life Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Calgary (?)"
"2025/04/17 12:33:27 PM AST","2027","Asian;White","Physical Sciences","Man","No","Yes","Yes","Unsure","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 12:40:12 PM AST","2026","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 12:43:27 PM AST","2028","Asian;White","Life Sciences;Social Sciences","Woman","No","Yes","No","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my personality","Yes, a non-surgical procedure (injectables, fillers, botox, etc.)","Ottowa"
"2025/04/17 12:46:10 PM AST","2028","Asian","Social Sciences","Man","Yes","No","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 12:46:27 PM AST","2028","White","Humanities/ Arts","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottowa?"
"2025/04/17 12:46:33 PM AST","2028","White","Humanities/ Arts;Social Sciences","Man","No","Yes","Yes","Yes","Yes, I currently have a prescription","Unsure","Unsure","No","I would rather be rejected because of my personality","No","Quebec"
"2025/04/17 12:47:42 PM AST","2027","Asian;White","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","vancouver"
"2025/04/17 12:48:58 PM AST","2027","Hispanic or Latino;White","Humanities/ Arts","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","Yes","Yes","I would rather be rejected because of my personality","No","Toronto ?? "
"2025/04/17 12:49:30 PM AST","2026","White","Physical Sciences","Woman","Yes","No","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/17 12:49:39 PM AST","2026","White","Humanities/ Arts","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 12:50:26 PM AST","2026","Black","Social Sciences","Woman","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/17 12:54:08 PM AST","2027","Hispanic or Latino;White","Social Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/17 12:54:22 PM AST","2028","White","Social Sciences","Woman","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/17 12:57:17 PM AST","2028","Asian","Life Sciences;Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/17 1:00:35 PM AST","2026.5","White","Physical Sciences;Social Sciences","Man","No","No","Yes","No","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","ottowa"
"2025/04/17 2:03:50 PM AST","2025","White","Humanities/ Arts","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:05:59 PM AST","2028","White","Life Sciences","Man","No","No","Yes","Yes","Yes, I currently have a prescription","Yes","No","Yes","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/17 2:12:48 PM AST","2025","Asian;Black;Hispanic or Latino","Physical Sciences","Man;Non-binary;Questioning","Unsure","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/17 2:13:52 PM AST","2025","White","Humanities/ Arts","Woman","Yes","No","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 2:18:02 PM AST","2026","Black","Humanities/ Arts;Physical Sciences","Woman","No","Yes","No","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/17 2:20:51 PM AST","2026","Asian","Humanities/ Arts;Life Sciences","Woman","No","No","Yes","Yes","No, I never have","Yes","No","No","Prefer not to answer","No","Montreal"
"2025/04/17 2:21:03 PM AST","2028","White","Life Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","No idea"
"2025/04/17 2:22:23 PM AST","2028","Asian","Humanities/ Arts","Woman","Yes","No","Yes","Yes","No, I never have","Yes","Unsure","Yes","I would rather be rejected because of my personality","No","Ottowa "
"2025/04/17 2:24:07 PM AST","2028","White","Physical Sciences;Social Sciences","Woman","No","No","Yes","Yes","No, I never have","No","No","Yes","Prefer not to answer","No","Toronto"
"2025/04/17 2:24:08 PM AST","2028","White","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 2:25:11 PM AST","2025","Middle Eastern or North African","Life Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:26:50 PM AST","2028","Asian","Social Sciences","Non-binary","Yes","Yes","No","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Not Montreal"
"2025/04/17 2:27:28 PM AST","2025","White","Humanities/ Arts;Social Sciences","Woman","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:27:29 PM AST","2028","Black","Life Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:29:03 PM AST","2025","White","Humanities/ Arts;Social Sciences","Woman","No","No","Yes","Yes","No, I never have","Unsure","Yes","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/17 2:29:13 PM AST","2028","Hispanic or Latino;White","Humanities/ Arts;Social Sciences","Woman","Unsure","No","No","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 2:30:33 PM AST","2028","White","Physical Sciences","Non-binary","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/17 2:31:15 PM AST","2026","Asian","Life Sciences","Non-binary","No","Yes","No","Unsure","Yes, I currently have a prescription","Prefer not answer","Yes","Yes","I would rather be rejected because of my personality","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","idk"
"2025/04/17 2:32:54 PM AST","2028","Middle Eastern or North African","Physical Sciences","Man","Yes","No","No","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","ottowa"
"2025/04/17 2:33:49 PM AST","2025","White","Humanities/ Arts","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/17 2:33:52 PM AST","2027","White","Physical Sciences;Social Sciences","Man","Prefer not to answer","Yes","Yes","Unsure","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/17 2:35:48 PM AST","2025","Black;White","Social Sciences","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:36:55 PM AST","2025","White","Humanities/ Arts","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 2:37:36 PM AST","2027","Asian","Life Sciences","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/17 2:39:10 PM AST","2026","White","Physical Sciences","Man","No","No","No","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/17 2:41:25 PM AST","2025","Middle Eastern or North African;Prefer not to answer","Humanities/ Arts","Non-binary","Yes","Yes","No","Yes","Yes, I currently have a prescription","No","Yes","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:42:34 PM AST","2026","Asian","Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:48:37 PM AST","2028","Asian","Life Sciences","Man","Unsure","Yes","Yes","Yes","No, I never have","No","Prefer not to answer","Yes","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:52:52 PM AST","2025","Hispanic or Latino;White","Social Sciences","Woman","Yes","Yes","No","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 2:53:46 PM AST","2028","Black","Humanities/ Arts;Life Sciences","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","Yes","No","I would rather be rejected because of my personality","No","I forgot :("
"2025/04/17 2:55:01 PM AST","2028","Asian","Life Sciences;Social Sciences","Woman","Yes","Yes","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/17 2:58:03 PM AST","2028","Asian","Humanities/ Arts;Social Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","Yes","Yes","I would rather be rejected because of my looks","No","Quebec?"
"2025/04/17 3:07:02 PM AST","2026","Hispanic or Latino;White","Humanities/ Arts;Life Sciences","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","Unsure","Yes","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/17 3:07:28 PM AST","2027","Prefer not to answer","Physical Sciences","Prefer not to answer","Prefer not to answer","Prefer not to answer","Yes","Yes","No, I never have","Unsure","Yes","Yes","I would rather be rejected because of my personality","No","Montreal"
"2025/04/17 3:09:52 PM AST","2027","Asian","Physical Sciences","Woman","No","Yes","Yes","Unsure","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 3:12:26 PM AST","2026","Hispanic or Latino","Physical Sciences","Man","No","No","No","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/17 3:13:32 PM AST","2027","Black","Physical Sciences","Woman","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 3:22:34 PM AST","2028","Black","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Canadia"
"2025/04/17 3:22:34 PM AST","2028","Black","Humanities/ Arts;Physical Sciences","Non-binary","Yes","No","Yes","Yes","Unsure","Prefer not answer","Yes","No","I would rather be rejected because of my personality","No","."
"2025/04/17 3:23:44 PM AST","2025","White","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 3:23:51 PM AST","2028","Black","Physical Sciences","Man","No","No","No","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","montreal"
"2025/04/17 3:27:29 PM AST","2026","White","Social Sciences","Woman","Unsure","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 3:28:40 PM AST","2026","Asian","Life Sciences","Woman","No","No","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","No","Ontario "
"2025/04/17 3:28:43 PM AST","2028","White","Life Sciences","Woman","Yes","Yes","No","Yes","No, but I have in the past","No","Unsure","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 3:31:05 PM AST","2027","White","Humanities/ Arts;Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my personality","No","Ottowa (I learned this this morning though)"
"2025/04/17 3:31:25 PM AST","2027","Asian","Life Sciences","Woman","Yes","Yes","No","Yes","Yes, I currently have a prescription","Unsure","No","No","I would rather be rejected because of my looks","Yes, a non-surgical procedure (injectables, fillers, botox, etc.)","Ottowa"
"2025/04/17 3:32:25 PM AST","2027","Asian","Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/17 3:33:19 PM AST","2025","White","Humanities/ Arts","Woman","Yes","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/17 3:33:34 PM AST","2025","Hispanic or Latino","Physical Sciences","Woman","No","No","No","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","No clue lol"
"2025/04/17 3:34:18 PM AST","2025","White","Life Sciences","Man","Yes","No","Yes","Unsure","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","idk lol"
"2025/04/17 3:37:10 PM AST","2027","Asian","Physical Sciences","Man","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Unsure","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/17 3:37:21 PM AST","2028","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","No","Yes","Prefer not to answer","No","i forget"
"2025/04/17 3:39:29 PM AST","2025","Asian;Middle Eastern or North African;White","Social Sciences","Woman","Unsure","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 3:40:43 PM AST","2025","Black;Hispanic or Latino","Physical Sciences","Woman","No","No","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","No","Alberta?"
"2025/04/17 3:44:34 PM AST","2027","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","No","Yes","Yes","I would rather be rejected because of my personality","No","Toronto"
"2025/04/17 3:46:57 PM AST","2025","Hispanic or Latino","Social Sciences","Woman","Yes","No","Yes","Yes","No, but I have in the past","No","No","No","I would rather be rejected because of my looks","No","toronto"
"2025/04/17 3:48:33 PM AST","2025","White","Physical Sciences","Man","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","Yes","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 3:48:51 PM AST","2025","White","Physical Sciences;Social Sciences","Man","No","Yes","Yes","Unsure","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 3:49:46 PM AST","2027","White","Humanities/ Arts","Woman","Yes","No","No","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/17 3:53:02 PM AST","2025","Hispanic or Latino;White","Humanities/ Arts","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","Yes","Yes","I would rather be rejected because of my personality","No","Alberta idk"
"2025/04/18 12:37:17 PM AST","2025","White","Social Sciences","Man","No","No","Yes","Yes","No, but I have in the past","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/18 12:38:45 PM AST","2025","White","Humanities/ Arts;Social Sciences","Man","Yes","Yes","No","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/18 2:12:01 PM AST","2025","White","Humanities/ Arts","Man","No","Yes","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","ottawa"
"2025/04/18 2:12:29 PM AST","2025","White","Social Sciences","Man","No","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my personality","No","I forget, not Toronto but I don't have a better answer"
"2025/04/18 2:15:07 PM AST","2025","Black","Social Sciences","Woman","No","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Alberta"
"2025/04/18 2:15:10 PM AST","2027","Middle Eastern or North African","Physical Sciences","Man","Yes","No","Yes","Yes","No, but I have in the past","Yes","Yes","Yes","I would rather be rejected because of my personality","No","Toronto"
"2025/04/18 2:16:02 PM AST","2028","Asian","Life Sciences","Woman","No","Yes","Yes","Unsure","No, I never have","Unsure","Yes","No","I would rather be rejected because of my looks","No","ottowa"
"2025/04/18 2:17:20 PM AST","2025.5","White","Social Sciences","Man","Yes","No","Yes","Yes","Yes, I currently have a prescription","No","No","Yes","I would rather be rejected because of my personality","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.);Yes, a non-surgical procedure (injectables, fillers, botox, etc.)","Toronto"
"2025/04/18 2:17:28 PM AST","2026","Asian","Prefer not to answer","Man","No","No","Yes","No","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","ottowa"
"2025/04/18 2:18:48 PM AST","2025","White","Physical Sciences","Man","No","No","Yes","Yes","Yes, I currently have a prescription","Unsure","No","No","I would rather be rejected because of my personality","No","ottowa"
"2025/04/18 2:18:59 PM AST","2025","White","Humanities/ Arts","Man","No","Yes","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/18 2:19:06 PM AST","2025","Asian","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/18 2:21:18 PM AST","2027","Asian","Life Sciences","Man","No","Yes","No","Unsure","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/18 2:21:21 PM AST","2025","White","Humanities/ Arts","Woman","Yes","No","Yes","Yes","No, I never have","No","Yes","Yes","I would rather be rejected because of my personality","No","toronto"
"2025/04/18 2:22:21 PM AST","2028","Asian","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","mane i dont know"
"2025/04/18 2:23:03 PM AST","2028","White","Humanities/ Arts","Woman","Unsure","Yes","No","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ottowa !!!!"
"2025/04/18 2:23:08 PM AST","2028","Asian","Social Sciences","Man","No","Yes","Yes","No","No, I never have","Yes","No","Yes","I would rather be rejected because of my personality","Yes, a non-surgical procedure (injectables, fillers, botox, etc.)","Vancouver????"
"2025/04/18 2:26:34 PM AST","2027","White","Physical Sciences;Social Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/18 2:27:28 PM AST","2027","Asian","Life Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","toronto"
"2025/04/18 2:28:15 PM AST","2025","Asian","Life Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/18 2:30:11 PM AST","2028","Asian;White","Humanities/ Arts;Social Sciences","Woman","No","Yes","Yes","Yes","No, but I have in the past","Yes","No","No","Prefer not to answer","No","Oh God... Toronto? I feel like I should know this and I'm ashamed I don't EEK"
"2025/04/18 2:30:38 PM AST","2028","White","Life Sciences","Man","No","Yes","No","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/18 2:33:03 PM AST","2027","Asian","Life Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","Yes","Yes","I would rather be rejected because of my looks","No","alberta?"
"2025/04/18 2:33:41 PM AST","2025","Asian","Life Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/18 2:36:22 PM AST","2026","Asian","Physical Sciences;Social Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/18 2:37:19 PM AST","2025","White","Physical Sciences","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/18 2:37:48 PM AST","2028","White","Social Sciences","Woman","Yes","No","No","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","n/a"
"2025/04/18 2:38:16 PM AST","2027","Asian;White","Social Sciences","Woman","Yes","No","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my personality","No","ottawa"
"2025/04/18 2:39:24 PM AST","2028","Asian","Humanities/ Arts","Man","No","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","yikes idk"
"2025/04/18 2:39:53 PM AST","2027","Black;White","Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Unsure","No","Yes","I would rather be rejected because of my personality","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Quebec"
"2025/04/18 2:40:23 PM AST","2027","Hispanic or Latino","Social Sciences","Man","No","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/18 2:40:39 PM AST","2027","Asian","Physical Sciences","Woman","No","Yes","Yes","Prefer not to answer","Prefer not answer","Yes","Prefer not to answer","No","I would rather be rejected because of my personality","No"," "
"2025/04/18 2:42:07 PM AST","2026","Asian","Humanities/ Arts;Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/18 2:42:46 PM AST","2025","Asian","Humanities/ Arts;Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","Prefer not to answer","No","Quebec"
