"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my political opinions on Brown’s campus.","Have you attended a protest in your time at Brown?","To what extent do you agree with the following statement: It is possible for Israel and an independent Palestinian state to coexist peacefully.","Should the 20 members of BrownU Jews for Ceasefire Now who staged a sit-in at University Hall face disciplinary action from the University?","To what extent do you agree or disagree with recent calls for Brown University to divest its endowment from weapons manufacturers supplying the Israeli army?","Have you been to therapy (psychological or emotional counseling) before?","On average, how many class meetings (including lectures, seminars, labs, conference sections, etc.) do you skip per week?","Do you think your concentration/double-concentration is harder or easier than the majority of other concentrations at Brown?","Do you think humans are inherently monogamous (are inclined to commit to only one person at a time)?","When was the last time you masturbated?"
"2023/11/30 11:53:11 AM EST","2025","Man","Asian","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Yes","Today"
"2023/11/30 11:53:11 AM EST","2027","Woman","Black","Physical Sciences (including math, computer science)","Somewhat agree","No","Unsure","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","No","I have never masturbated"
"2023/11/30 11:53:32 AM EST","2027","Non-binary","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Strongly disagree","No","Strongly agree","I am currently going to therapy","0","Unsure","No","Yesterday"
"2023/11/30 11:53:33 AM EST","2027","Woman","Black","Life Sciences;Physical Sciences (including math, computer science)","Somewhat disagree","Unsure","Somewhat agree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","I have never masturbated"
"2023/11/30 11:55:06 AM EST","2024","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat agree","Yes","Unsure","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is harder than the majority of other concentrations","Unsure","Yesterday"
"2023/11/30 11:55:11 AM EST","2025","Man","White","Life Sciences","Somewhat agree","No","Unsure","No","Unsure","I have never been to therapy","0","Prefer not to answer","Unsure","In the last month"
"2023/11/30 11:57:38 AM EST","2024","Woman","White","Life Sciences","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","3","Unsure","No","In the last month"
"2023/11/30 11:59:22 AM EST","2025","Man","Asian","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Somewhat agree","No","Somewhat agree","I am currently going to therapy","4","Unsure","Yes","Prefer not to answer"
"2023/11/30 12:00:32 PM EST","2027","Man","Asian","Social Sciences (including economics, CLPS)","Unsure","No","Unsure","No","Strongly agree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Unsure","Yesterday"
"2023/11/30 12:00:47 PM EST","2025","Man","White","Life Sciences;Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","No","Somewhat agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","In the last year"
"2023/11/30 12:00:50 PM EST","2027","Man","Black","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","1","Unsure","Yes","Unsure"
"2023/11/30 12:01:44 PM EST","2027","Man","Middle Eastern or North African;White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat disagree","Unsure","Strongly agree","Unsure","Somewhat disagree","I have never been to therapy","0","Unsure","Yes","Yesterday"
"2023/11/30 12:02:24 PM EST","2025","Woman","Asian;Black;White","Humanities/Arts;Life Sciences","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","Prefer not to answer"
"2023/11/30 12:04:50 PM EST","2025","Man","Black","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","2","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/30 12:05:12 PM EST","2024","Woman","Black","Physical Sciences (including math, computer science)","Somewhat agree","No","Strongly disagree","No","Somewhat agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","In the last year"
"2023/11/30 12:05:30 PM EST","2024","Man","White","Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Strongly disagree","No","Somewhat agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/30 12:08:33 PM EST","2025","Man","Asian","Physical Sciences (including math, computer science)","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Unsure","In the last month"
"2023/11/30 12:09:50 PM EST","2024","Man","Black","Physical Sciences (including math, computer science)","Somewhat agree","No","Unsure","No","Somewhat agree","I have never been to therapy","2","My concentration is easier than the majority of other concentrations","No","Prefer not to answer"
"2023/11/30 12:12:57 PM EST","2026","Woman","Asian;White","Humanities/Arts","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","0","Unsure","No","In the last week"
"2023/11/30 12:14:24 PM EST","2026","Woman","Black","Life Sciences","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","2","Unsure","Unsure","I have never masturbated"
"2023/11/30 12:14:56 PM EST","2024","Man","White","Life Sciences;Physical Sciences (including math, computer science)","Somewhat agree","Yes","Somewhat agree","No","Unsure","I have never been to therapy","1","Unsure","Unsure","In the last week"
"2023/11/30 12:15:25 PM EST","2026","Man","Middle Eastern or North African","Physical Sciences (including math, computer science)","Strongly disagree","No","Somewhat agree","Unsure","Prefer not to answer","I have never been to therapy","Unsure","Unsure","No","In the last month"
"2023/11/30 12:16:51 PM EST","2024","Man","Prefer not to answer","Social Sciences (including economics, CLPS)","Somewhat agree","Prefer not to answer","Somewhat agree","Yes","Strongly disagree","Prefer not to answer","0","Prefer not to answer","No","Unsure"
"2023/11/30 12:23:04 PM EST","2026","Man","Black","Humanities/Arts;Life Sciences;Social Sciences (including economics, CLPS)","Somewhat agree","No","Unsure","No","Somewhat agree","I have never been to therapy","0","Unsure","Yes","In the last year"
"2023/11/30 12:26:35 PM EST","2024","Man","White","Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat agree","No","Strongly agree","I am currently going to therapy","2","Unsure","Unsure","Yesterday"
"2023/11/30 12:26:52 PM EST","2026","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat agree","Unsure","Somewhat disagree","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 12:32:35 PM EST","2027","Woman","Asian","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","Unsure","Somewhat disagree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Yes","Prefer not to answer"
"2023/11/30 12:32:44 PM EST","2025","Man","Asian","Humanities/Arts","Strongly disagree","No","Somewhat agree","No","Prefer not to answer","I have never been to therapy","1","My concentration is easier than the majority of other concentrations","Unsure","Prefer not to answer"
"2023/11/30 12:32:58 PM EST","2027","Woman","White","Social Sciences (including economics, CLPS)","Somewhat agree","No","Unsure","No","Somewhat agree","I am currently going to therapy","0","My concentration is easier than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/30 12:33:18 PM EST","2025","Woman","White","Physical Sciences (including math, computer science)","Somewhat agree","No","Strongly agree","No","Somewhat agree","I am currently going to therapy","2","Unsure","Yes","In the last month"
"2023/11/30 12:38:32 PM EST","2025","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat disagree","No","Somewhat disagree","I have never been to therapy","1","Unsure","Yes","Yesterday"
"2023/11/30 12:38:51 PM EST","2025","Woman","White","Humanities/Arts","Somewhat agree","Yes","Somewhat agree","No","Somewhat agree","I am currently going to therapy","0","Unsure","No","In the last month"
"2023/11/30 12:40:07 PM EST","2027","Man","Asian","Life Sciences","Somewhat agree","No","Somewhat agree","No","Somewhat agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 12:40:19 PM EST","2025.5","Non-binary","White","Physical Sciences (including math, computer science)","Strongly agree","Yes","Unsure","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","No","Yesterday"
"2023/11/30 12:41:09 PM EST","2025","Man","White","Humanities/Arts","Strongly agree","Yes","Strongly disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","Unsure","Yes","Yesterday"
"2023/11/30 12:41:29 PM EST","2025","Woman","White","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat agree","No","Somewhat agree","I am currently going to therapy","2","My concentration is easier than the majority of other concentrations","Yes","In the last month"
"2023/11/30 12:43:10 PM EST","2027","Woman","Asian","Social Sciences (including economics, CLPS)","Somewhat agree","No","Unsure","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not answer","Prefer not to answer"
"2023/11/30 12:43:15 PM EST","2024","Man","Black;White","Physical Sciences (including math, computer science)","Strongly disagree","Unsure","Unsure","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","2","Unsure","Yes","Yesterday"
"2023/11/30 12:43:48 PM EST","2026","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Strongly agree","No","Somewhat agree","No","Somewhat agree","I have never been to therapy","4","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/30 12:46:40 PM EST","2027","Woman","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","No","Strongly agree","No","Strongly agree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Unsure","Prefer not to answer"
"2023/11/30 12:49:05 PM EST","2026","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","No","Strongly agree","I have never been to therapy","0","Unsure","No","Yesterday"
"2023/11/30 12:50:18 PM EST","2027","Man","White","Humanities/Arts;Life Sciences","Somewhat agree","No","Somewhat agree","No","Unsure","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/30 12:50:28 PM EST","2024","Woman","Asian","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Strongly disagree","No","Strongly agree","I am currently going to therapy","0","Unsure","Unsure","In the last week"
"2023/11/30 12:50:29 PM EST","2027","Woman","Hispanic or Latino;Middle Eastern or North African","Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Somewhat agree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Unsure","Prefer not to answer"
"2023/11/30 12:51:35 PM EST","2024","Woman","White","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Strongly disagree","No","Strongly agree","I am currently going to therapy","0","Unsure","No","In the last month"
"2023/11/30 12:51:49 PM EST","2027","Man","White","Physical Sciences (including math, computer science)","Somewhat agree","No","Unsure","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","No","Unsure"
"2023/11/30 12:53:28 PM EST","2025","Man","Middle Eastern or North African","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat disagree","Unsure","Somewhat agree","Yes","Somewhat agree","I have never been to therapy","3","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/30 12:53:44 PM EST","2027","Woman","Asian","Life Sciences","Somewhat agree","No","Unsure","No","Strongly agree","I have never been to therapy","3","My concentration is harder than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/30 12:53:58 PM EST","2027","Woman","Asian","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Strongly agree","No","Unsure","Unsure","Unsure","I have never been to therapy","1","Unsure","Yes","Unsure"
"2023/11/30 12:54:01 PM EST","2027","Prefer not to answer","White","Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Somewhat agree","Unsure","Strongly disagree","I am currently going to therapy","3","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/30 12:55:26 PM EST","2025","Man","Middle Eastern or North African","Life Sciences;Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","Unsure","3","Unsure","Unsure","Prefer not to answer"
"2023/11/30 12:55:39 PM EST","2024","Woman","Asian","Humanities/Arts;Life Sciences","Somewhat agree","No","Somewhat disagree","Yes","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is harder than the majority of other concentrations","Unsure","In the last year"
"2023/11/30 12:55:47 PM EST","2025","Man","White","Physical Sciences (including math, computer science)","Somewhat disagree","No","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not answer","Prefer not to answer"
"2023/11/30 12:56:14 PM EST","2026","Woman","Asian","Physical Sciences (including math, computer science)","Strongly agree","No","Strongly disagree","No","Strongly agree","I have never been to therapy","3","My concentration is harder than the majority of other concentrations","Yes","In the last year"
"2023/11/30 12:56:45 PM EST","2027","Man","Black","Life Sciences","Somewhat disagree","No","Prefer not to answer","Yes","Unsure","I have never been to therapy","1","Unsure","No","I have never masturbated"
"2023/11/30 12:57:07 PM EST","2026","Woman","White","Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Somewhat agree","Yes","Strongly disagree","I have never been to therapy","5+","My concentration is harder than the majority of other concentrations","Yes","Prefer not to answer"
"2023/11/30 12:57:45 PM EST","2024","Woman","Middle Eastern or North African","Humanities/Arts;Life Sciences","Somewhat disagree","Yes","Somewhat agree","No","Strongly agree","I am currently going to therapy","2","Unsure","Yes","Yesterday"
"2023/11/30 12:58:33 PM EST","2026","Prefer not to answer","White","Humanities/Arts","Strongly agree","Yes","Unsure","No","Strongly agree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","No","In the last month"
"2023/11/30 1:00:27 PM EST","2026","Man","Middle Eastern or North African;White","Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Strongly agree","Yes","Strongly disagree","I am currently going to therapy","0","Unsure","Yes","Yesterday"
"2023/11/30 1:02:02 PM EST","2026","Woman","Asian","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","No","Strongly agree","I have never been to therapy","1","Unsure","Yes","In the last week"
"2023/11/30 1:02:12 PM EST","2024","Man","Asian;White","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","No","Strongly disagree","I have never been to therapy","4","My concentration is harder than the majority of other concentrations","Yes","Yesterday"
"2023/11/30 1:03:08 PM EST","2027","Woman","White","Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat agree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","3","My concentration is easier than the majority of other concentrations","Yes","Today"
"2023/11/30 1:05:02 PM EST","2025","Woman","Asian","Life Sciences;Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","3","My concentration is easier than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 1:05:09 PM EST","2026","Woman","Black","Life Sciences;Physical Sciences (including math, computer science)","Prefer not to answer","No","Unsure","No","Prefer not to answer","I am currently going to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","Prefer not to answer"
"2023/11/30 1:07:37 PM EST","2024","Woman","White","Humanities/Arts","Somewhat agree","No","Unsure","No","Somewhat agree","I am currently going to therapy","1","My concentration is easier than the majority of other concentrations","Unsure","I have never masturbated"
"2023/11/30 1:08:06 PM EST","2024","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat disagree","Yes","Strongly disagree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Yes","In the last year"
"2023/11/30 1:09:27 PM EST","2026","Man","Asian","Physical Sciences (including math, computer science)","Somewhat disagree","No","Unsure","Unsure","Unsure","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/30 1:10:39 PM EST","2026","Man","Asian;White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat agree","No","Somewhat disagree","I have never been to therapy","1","Unsure","Yes","In the last month"
"2023/11/30 1:11:22 PM EST","2025","Man","Asian","Physical Sciences (including math, computer science)","Somewhat agree","No","Prefer not to answer","No","Strongly agree","I am currently going to therapy","2","My concentration is harder than the majority of other concentrations","Unsure","Prefer not to answer"
"2023/11/30 1:14:01 PM EST","2027","Man","Black;White","Humanities/Arts","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","0","Unsure","No","In the last week"
"2023/11/30 1:19:50 PM EST","2027","Prefer not to answer","Prefer not to answer","Social Sciences (including economics, CLPS)","Somewhat disagree","Unsure","Somewhat agree","Yes","Somewhat disagree","Unsure","Unsure","Unsure","Unsure","Today"
"2023/11/30 1:22:32 PM EST","2024","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat disagree","No","Strongly disagree","No","Strongly disagree","I am currently going to therapy","3","My concentration is harder than the majority of other concentrations","Yes","Yesterday"
"2023/11/30 1:23:21 PM EST","2027","Woman","White","Humanities/Arts;Life Sciences","Strongly agree","No","Somewhat agree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","2","Unsure","No","Prefer not to answer"
"2023/11/30 1:26:13 PM EST","2027","Man","White","Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Strongly agree","Yes","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","2","My concentration is easier than the majority of other concentrations","Yes","In the last week"
"2023/11/30 1:26:23 PM EST","2024","Man","White","Social Sciences (including economics, CLPS)","Somewhat disagree","No","Strongly agree","Yes","Strongly disagree","I am currently going to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 1:27:15 PM EST","2025","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","Unsure","Unsure","I have never been to therapy","2","Unsure","Unsure","Unsure"
"2023/11/30 1:28:41 PM EST","2025","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","No","Unsure","I have never been to therapy","2","My concentration is easier than the majority of other concentrations","Yes","In the last week"
"2023/11/30 1:30:12 PM EST","2024","Woman","White","Humanities/Arts","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","Unsure","Yes","In the last month"
"2023/11/30 1:30:39 PM EST","2024","Woman","White","Humanities/Arts","Somewhat agree","Yes","Somewhat agree","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","Unsure","Prefer not to answer"
"2023/11/30 1:31:01 PM EST","2024","Man;Non-binary","Hispanic or Latino;White","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","3","Unsure","Unsure","Today"
"2023/11/30 1:33:42 PM EST","2026","Woman","Black","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Strongly agree","No","Strongly agree","I have never been to therapy","3","Unsure","No","Prefer not to answer"
"2023/11/30 1:37:21 PM EST","2024","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","1","Unsure","Yes","In the last week"
"2023/11/30 1:37:23 PM EST","2027","Man","White","Humanities/Arts","Somewhat disagree","Yes","Somewhat agree","Unsure","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","Yes","In the last month"
"2023/11/30 1:39:03 PM EST","2025","Man","White","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Unsure","No","Somewhat agree","I have never been to therapy","3","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/30 1:39:13 PM EST","2025","Woman","White","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat disagree","No","Somewhat agree","I have never been to therapy","4","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/30 1:39:53 PM EST","2027","Man","White","Social Sciences (including economics, CLPS)","Strongly disagree","Yes","Somewhat agree","Yes","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","3","My concentration is easier than the majority of other concentrations","No","In the last month"
"2023/11/30 1:41:37 PM EST","2025","Man","White","Social Sciences (including economics, CLPS)","Strongly disagree","No","Prefer not to answer","Prefer not to answer","Prefer not to answer","I have never been to therapy","1","Prefer not to answer","Yes","Prefer not to answer"
"2023/11/30 1:44:27 PM EST","2025","Woman","Asian","Humanities/Arts","Somewhat agree","No","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","No","Yesterday"
"2023/11/30 1:44:33 PM EST","2024","Man","Hispanic or Latino","Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Strongly agree","No","Somewhat agree","I have never been to therapy","1","My concentration is easier than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/30 1:50:33 PM EST","2024","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","No","Somewhat disagree","I am currently going to therapy","0","My concentration is easier than the majority of other concentrations","No","Yesterday"
"2023/11/30 1:52:59 PM EST","2024","Woman","Middle Eastern or North African","Humanities/Arts","Strongly disagree","Yes","Strongly disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Yes","I have never masturbated"
"2023/11/30 1:57:00 PM EST","2026","Woman","Asian","Life Sciences;Physical Sciences (including math, computer science)","Somewhat agree","No","Unsure","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is harder than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/30 1:59:49 PM EST","2025","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat agree","No","Unsure","No","Somewhat agree","I have never been to therapy","4","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/30 2:01:15 PM EST","2024","Woman","Asian","Humanities/Arts","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","No","Yesterday"
"2023/11/30 2:01:31 PM EST","2024","Woman","White","Life Sciences","Somewhat agree","No","Unsure","No","Strongly agree","I have never been to therapy","3","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/30 2:01:55 PM EST","2026","Woman","Black","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/30 2:02:41 PM EST","2024","Man","White","Humanities/Arts","Strongly agree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Unsure","Yesterday"
"2023/11/30 2:02:52 PM EST","2024","Woman","White","Humanities/Arts","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","0","Unsure","Unsure","In the last week"
"2023/11/30 2:05:28 PM EST","2026","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat disagree","No","Somewhat disagree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","Yesterday"
"2023/11/30 2:05:36 PM EST","2025","Man","White","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat agree","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","0","Unsure","Unsure","In the last week"
"2023/11/30 2:07:23 PM EST","2025","Man","Hispanic or Latino","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat agree","No","Somewhat agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","Yesterday"
"2023/11/30 2:08:10 PM EST","2027","Woman","Hispanic or Latino","Physical Sciences (including math, computer science)","Strongly agree","Yes","Prefer not to answer","Prefer not to answer","Prefer not to answer","I have never been to therapy","3","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/30 2:10:00 PM EST","2027","Man","White","Life Sciences","Strongly agree","Yes","Strongly agree","Yes","Somewhat agree","Prefer not to answer","4","Unsure","Yes","Today"
"2023/11/30 2:10:09 PM EST","2023.5","Woman","White","Life Sciences","Somewhat disagree","No","Unsure","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","Yes","In the last week"
"2023/11/30 2:11:12 PM EST","2024","Woman","Black","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","No","Yesterday"
"2023/11/30 2:11:34 PM EST","2027","Woman","White","Physical Sciences (including math, computer science)","Unsure","No","Unsure","Prefer not to answer","Prefer not to answer","I am currently going to therapy","1","My concentration is harder than the majority of other concentrations","Yes","Prefer not to answer"
"2023/11/30 2:14:15 PM EST","2026","Woman","Asian;Hispanic or Latino;Native Hawaiian or Pacific Islander;White","Life Sciences;Social Sciences (including economics, CLPS)","Somewhat agree","No","Strongly agree","Unsure","Prefer not to answer","I have been to therapy in the past but do not currently go to therapy","3","My concentration is harder than the majority of other concentrations","Yes","Prefer not to answer"
"2023/11/30 2:15:34 PM EST","2026","Man","Middle Eastern or North African","Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Strongly agree","Yes","Strongly disagree","I am currently going to therapy","0","Unsure","Yes","Yesterday"
"2023/11/30 2:15:43 PM EST","2026","Man","Asian","Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat disagree","No","Somewhat agree","I am currently going to therapy","2","My concentration is harder than the majority of other concentrations","Unsure","Yesterday"
"2023/11/30 2:21:25 PM EST","2026","Woman","Hispanic or Latino","Humanities/Arts","Somewhat disagree","Yes","Unsure","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","Unsure","In the last month"
"2023/11/30 2:22:41 PM EST","2024.5","Man","Asian;Hispanic or Latino;White","Humanities/Arts","Somewhat agree","Yes","Somewhat agree","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","Unsure","Yesterday"
"2023/11/30 2:24:27 PM EST","2026.5","Woman","Asian;White","Life Sciences","Somewhat agree","No","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Unsure","Prefer not to answer"
"2023/11/30 2:25:03 PM EST","2025","Man","Asian;White","Humanities/Arts","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","No","Today"
"2023/11/30 2:25:42 PM EST","2025","Man","White","Physical Sciences (including math, computer science)","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 2:26:10 PM EST","2026","Man","White","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat disagree","Unsure","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is harder than the majority of other concentrations","No","Yesterday"
"2023/11/30 2:27:35 PM EST","2025","Woman","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly disagree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/30 2:28:06 PM EST","2025","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Strongly agree","No","Somewhat disagree","Unsure","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/30 2:28:34 PM EST","2025","Man","Black","Humanities/Arts","Somewhat agree","Yes","Somewhat disagree","No","Somewhat agree","I have never been to therapy","2","My concentration is easier than the majority of other concentrations","No","I have never masturbated"
