"Timestamp","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","How would you describe your sexual orientation? Check all that apply.","What is your current graduation year?","What is your (intended) concentration area(s)?","Do you have a parent, grandparent, or sibling who attended Brown? (Check all that apply)","How concerned are you about the spread of COVID-19 on campus?","Have you ever had a fake ID?","Do you approve or disapprove of the way President Christina Paxson is handling her job?","Are you generally happy?","Are you planning to vote in the November elections?","Agree or disagree: Brown should reduce grade inflation. ","Have you attended a protest in your time at Brown?","Which of the following best describes your current relationship status?","Have you ever cheated on/been cheated on by your significant other? (check all that apply)","Have you had an appointment at Counseling and Psychological Services (CAPS) this semester?","Have you benefited from a program or service provided by the Undergraduate Council of Students (UCS) in your time at Brown?"
"2022/10/12 4:24:24 PM AST","Female","Asian","Pansexual;Queer","2023.5","Humanities/Arts","No","Slightly concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:25:39 PM AST","Male","White","Queer","2023","Social Sciences","No","Not concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","No"
"2022/10/12 4:25:56 PM AST","Male","Hispanic","Straight","2024","Physical Sciences (including math, computer science);Social Sciences","No","Not concerned","Yes","Somewhat approve","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Hooking up with multiple people","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 4:27:06 PM AST","Male","White","Straight;Questioning or unsure;Like I think I’m straight????","2026","Humanities/Arts","No","Somewhat concerned","Yes","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","Yes, more than one week after requesting it","Unsure"
"2022/10/12 4:30:17 PM AST","Female","White","Bisexual","2024","Physical Sciences (including math, computer science)","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","In a long-term relationship","I have been cheated on by my significant other;I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","Yes"
"2022/10/12 4:30:29 PM AST","Questioning or unsure","Black","Gay","2025","Social Sciences","No","Somewhat concerned","No","Somewhat approve","Yes, very happy","No","Unsure","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/12 4:30:34 PM AST","Male","Black","Straight;Questioning or unsure","2026","Social Sciences","No","Slightly concerned","No","Somewhat approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Prefer not to answer","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:32:31 PM AST","Male","Black","Straight","2024","Physical Sciences (including math, computer science)","No","Not concerned","Yes","Neither approve nor disapprove","No, very unhappy","No","Somewhat agree","No","Hooking up with multiple people","Unsure","No, and I did not try to make an appointment","Yes"
"2022/10/12 4:33:16 PM AST","Female","Black;Middle Eastern or North African;White","Lesbian","2025","Humanities/Arts","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","No"
"2022/10/12 4:34:42 PM AST","Female","Asian","Bisexual","2026","Social Sciences","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","I am not eligible to vote","Neutral","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, more than one week after requesting it","No"
"2022/10/12 4:36:17 PM AST","Female","Hispanic;Native American/Alaska Native","Lesbian","2023","Physical Sciences (including math, computer science)","Yes, sibling","Not concerned","No","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","Single and looking for a relationship","I have been cheated on by my significant other","No, I wanted to but was unable to make an appointment","No"
"2022/10/12 4:36:19 PM AST","Male","Middle Eastern or North African;White","Straight","2024.5","Unsure","No","Slightly concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Strongly disagree","No","In a long-term relationship","I have cheated on my significant other;I have been cheated on by my significant other","No, and I did not try to make an appointment","No"
"2022/10/12 4:36:37 PM AST","Female","Black","Bisexual","2026","Humanities/Arts","No","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","No","Strongly disagree","No","Single and looking for something casual","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/12 4:37:21 PM AST","Female","White","Bisexual","2026","Humanities/Arts;Social Sciences","Yes, parent","Somewhat concerned","Yes","Neither approve nor disapprove","Neither happy nor unhappy","I am not eligible to vote","Neutral","No","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/12 4:37:24 PM AST","Male","White","Gay","2026","Physical Sciences (including math, computer science)","No","Not concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","Yes, on campus","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/12 4:38:37 PM AST","Male;Nonbinary","White;Jewish","Bisexual;Pansexual","2025","Humanities/Arts;Life Sciences;Social Sciences","No","Not concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Somewhat agree","Yes, in Providence","Single and looking for something casual","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","Unsure"
"2022/10/12 4:38:57 PM AST","Female","Asian","Bisexual","2025","Life Sciences;Social Sciences","No","Somewhat concerned","No","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 4:39:04 PM AST","Male","Asian","Straight","2025","Life Sciences","No","Very concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in Rhode Island (which is my home state)","Somewhat disagree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/12 4:39:21 PM AST","Male","White","Straight","2023.5","Social Sciences","Yes, sibling","Not concerned","Yes","Somewhat approve","Yes, somewhat happy","No","Strongly disagree","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/12 4:40:12 PM AST","Nonbinary","White","Bisexual","2023","Humanities/Arts","No","Somewhat concerned","No","Strongly disapprove","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Somewhat agree","Yes, on campus and in Providence","Hooking up with multiple people","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","No"
"2022/10/12 4:40:36 PM AST","Male","White","Bisexual;Straight","2026","Humanities/Arts;Life Sciences","No","Not concerned","No","Neither approve nor disapprove","No, somewhat unhappy","I am not eligible to vote","Strongly disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:42:20 PM AST","Female","Hispanic","Bisexual","2024","Humanities/Arts;Social Sciences","No","Somewhat concerned","No","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:42:22 PM AST","Male","Hispanic","Straight","2025","Physical Sciences (including math, computer science)","No","Slightly concerned","No","Neither approve nor disapprove","Yes, very happy","No","Neutral","Yes, on campus","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","No"
"2022/10/12 4:42:51 PM AST","Female","Asian","Bisexual;Pansexual;Queer","2026","Life Sciences;Social Sciences;Unsure","No","Somewhat concerned","No","Neither approve nor disapprove","No, somewhat unhappy","I am not eligible to vote","Neutral","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 4:44:55 PM AST","Male","Asian","Straight","2024","Life Sciences;Physical Sciences (including math, computer science)","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Single and looking for something casual","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/12 4:46:32 PM AST","Male","White","Bisexual","2024","Humanities/Arts","Yes, grandparent","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat agree","No","Single and looking for a relationship","I have cheated on my significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:46:43 PM AST","Female","White","Questioning or unsure","2024","Physical Sciences (including math, computer science)","Yes, parent","Not concerned","No","Somewhat approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Unsure","Yes, in Providence","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:47:36 PM AST","Female","Asian","Pansexual","2026","Life Sciences","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in Rhode Island (which is not my home state)","Somewhat disagree","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:49:55 PM AST","Female","White","Bisexual","2024","Humanities/Arts;Life Sciences","No","Slightly concerned","No","Somewhat disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Unsure","Yes, on campus and in Providence","Hooking up with multiple people","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 4:50:55 PM AST","Female","Asian","Straight","2025","Humanities/Arts;Social Sciences","No","Slightly concerned","Prefer not to answer","Prefer not to answer","Yes, very happy","Yes, in a state other than Rhode Island","Strongly agree","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 4:51:13 PM AST","Nonbinary;genderfluid","White","Lesbian;Queer","2026","Life Sciences","No","Not concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Somewhat disagree","No","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 4:51:46 PM AST","Female","Hispanic","Bisexual","2024","Physical Sciences (including math, computer science)","No","Not concerned","Yes","Strongly disapprove","Neither happy nor unhappy","No","Strongly disagree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:52:40 PM AST","Male","White","Straight","2024","Humanities/Arts","No","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","Prefer not to answer","Single and looking for a relationship","I have been cheated on by my significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:53:17 PM AST","Female","White","Straight","2025","Life Sciences","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:53:59 PM AST","Male","White","Straight","2026","Life Sciences;Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Prefer not to answer","Prefer not to answer","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:54:33 PM AST","Male","White","Straight","2026","Unsure","No","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","Hooking up with multiple people","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","No"
"2022/10/12 4:54:44 PM AST","Female","White","Queer","2026","Physical Sciences (including math, computer science)","Yes, parent","Slightly concerned","No","Prefer not to answer","Yes, somewhat happy","Yes, in a state other than Rhode Island","Unsure","Yes, on campus","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/12 4:55:28 PM AST","Male","White","Bisexual","2025","Social Sciences","No","Not concerned","Yes","Somewhat approve","Yes, very happy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Single and looking for something casual","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 4:55:54 PM AST","Female","White","Straight","2024","Humanities/Arts;Life Sciences","Yes, parent;Yes, grandparent;Yes, sibling","Slightly concerned","No","Somewhat disapprove","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Neutral","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","Unsure"
"2022/10/12 4:56:14 PM AST","Male","Asian","Straight","2025","Humanities/Arts","No","Slightly concerned","No","Strongly approve","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","Prefer not to answer","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 4:57:19 PM AST","Female","White","Bisexual","2026","Life Sciences","Yes, parent","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/12 5:19:50 PM AST","Male","White","Gay","2025","Humanities/Arts;Social Sciences","No","Somewhat concerned","Yes","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Somewhat agree","No","Single and looking for something casual","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/13 9:11:01 AM AST","Female;Nonbinary","Hispanic;White","Pansexual","2024","Humanities/Arts;Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Neutral","No","Single and looking for something casual","I have never had a significant other","Yes, within one week of requesting it","No"
"2022/10/13 9:12:41 AM AST","Male","Asian","Gay","2026","Physical Sciences (including math, computer science)","No","Not concerned","Yes","Strongly approve","Yes, very happy","Yes, in a state other than Rhode Island","Strongly agree","Yes, on campus","In a casual relationship","I have never had a significant other","Yes, more than one week after requesting it","No"
"2022/10/13 9:19:30 AM AST","Female","Asian","Straight","2025","Social Sciences","No","Somewhat concerned","No","Somewhat approve","Yes, somewhat happy","Yes, in Rhode Island (which is not my home state)","Strongly disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","No"
"2022/10/13 9:31:54 AM AST","Male","Hispanic;White","Straight","2023","Chemical Engineering","No","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 9:36:32 AM AST","Female","White","Lesbian","2025","Humanities/Arts","Yes, parent","Very concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat agree","Yes, in Providence","Single and looking for a relationship","Unsure","Yes, within one week of requesting it","Yes"
"2022/10/13 9:39:34 AM AST","Female","Asian","Straight","2025","Humanities/Arts;Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Neutral","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 9:39:41 AM AST","Female","Asian","Straight","2026","Life Sciences;Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/13 9:42:03 AM AST","Female","Asian","Straight","2025","Social Sciences","No","Slightly concerned","Yes","Somewhat disapprove","Neither happy nor unhappy","No","Somewhat disagree","Prefer not to answer","Single and looking for a relationship","I have never had a significant other","Yes, more than one week after requesting it","Unsure"
"2022/10/13 9:42:34 AM AST","Female","White","Straight","2024","Physical Sciences (including math, computer science)","No","Somewhat concerned","Yes","Prefer not to answer","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Prefer not to answer","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/13 9:48:27 AM AST","Male","Middle Eastern or North African","Straight","2022.5","Physical Sciences (including math, computer science)","No","Somewhat concerned","Yes","Strongly approve","Yes, somewhat happy","No","Strongly disagree","No","Single and not looking for anything","I have been cheated on by my significant other;Unsure","Yes, within one week of requesting it","Yes"
"2022/10/13 9:54:25 AM AST","Female","Asian","Questioning or unsure","2025","Life Sciences;Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Somewhat disagree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/13 10:01:59 AM AST","Male","Middle Eastern or North African","Gay","2025","Humanities/Arts;Physical Sciences (including math, computer science)","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Hooking up with multiple people","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 10:08:26 AM AST","Female;Nonbinary","Black;Carribbean","Bisexual;Queer","2025","Humanities/Arts;Social Sciences","No","Very concerned","No","Strongly approve","No, somewhat unhappy","Yes, in a state other than Rhode Island","Strongly disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","Yes"
"2022/10/13 10:14:09 AM AST","Male","White","Straight","2023","Social Sciences","Yes, parent;Yes, sibling","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/13 10:16:42 AM AST","Male","White","Straight","2023","Life Sciences","No","Not concerned","Yes","Somewhat approve","Yes, very happy","Yes, in a state other than Rhode Island","Strongly agree","Yes, on campus","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/13 10:17:11 AM AST","Female","Asian","Straight","2025","Life Sciences;public health","No","Somewhat concerned","No","Strongly disapprove","Yes, somewhat happy","No","Somewhat disagree","No","Single and not looking for anything","I have never had a significant other","No, I wanted to but was unable to make an appointment","Unsure"
"2022/10/13 10:17:30 AM AST","Male","Asian","Gay","2025","Life Sciences","No","Somewhat concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","Single and looking for something casual","I have never had a significant other","No, I wanted to but was unable to make an appointment","Unsure"
"2022/10/13 10:18:38 AM AST","Female","Asian","Straight","2023","Life Sciences","No","Slightly concerned","No","Somewhat approve","Yes, very happy","No","Neutral","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/13 10:19:11 AM AST","Female","Hispanic","Bisexual","2026","Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/13 10:22:15 AM AST","Female","Asian","Straight","2025","Life Sciences","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Somewhat agree","No","Single and looking for something casual","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/13 10:24:13 AM AST","Male","White","Bisexual","2023.5","Social Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, on campus and in Providence","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/13 10:24:49 AM AST","Male","White","Straight","2023.5","Physical Sciences (including math, computer science)","Yes, sibling","Slightly concerned","No","Somewhat approve","Yes, very happy","Yes, in a state other than Rhode Island","Somewhat agree","Yes, on campus and in Providence","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 10:27:36 AM AST","Female","Asian","Straight","2023","Humanities/Arts;Life Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in Rhode Island (which is my home state)","Neutral","No","In a long-term relationship","I have been cheated on by my significant other","Yes, within one week of requesting it","Unsure"
"2022/10/13 10:29:54 AM AST","Male","White","Bisexual;Straight;Questioning or unsure","2024","Social Sciences","Yes, parent","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Hooking up with multiple people","Unsure","No, and I did not try to make an appointment","Unsure"
"2022/10/13 10:36:54 AM AST","Male","Asian;White","Straight","2025","Social Sciences;Unsure","No","Slightly concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","No","Strongly disagree","No","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/13 10:37:15 AM AST","Female","Black","Queer","2023","Humanities/Arts;Social Sciences","No","Somewhat concerned","No","Somewhat disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Neutral","Yes, in Providence","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/13 10:42:55 AM AST","Female","Asian","Straight","2026","Life Sciences;Social Sciences","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Single and not looking for anything","Prefer not to answer","No, and I did not try to make an appointment","No"
"2022/10/13 10:43:09 AM AST","Female","Asian","Bisexual","2026","Humanities/Arts;Life Sciences","No","Very concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Somewhat disagree","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/13 10:44:13 AM AST","Female","Asian","Straight","2026","Physical Sciences (including math, computer science)","No","Very concerned","No","Neither approve nor disapprove","Yes, somewhat happy","I am not eligible to vote","Strongly disagree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/13 10:50:44 AM AST","Male","White","Straight","2023","Physical Sciences (including math, computer science)","No","Somewhat concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 10:52:33 AM AST","Female","Hispanic","Asexual","2023","Humanities/Arts","No","Extremely concerned","No","Somewhat disapprove","Yes, somewhat happy","No","Neutral","Yes, on campus and in Providence","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/13 10:53:25 AM AST","Male","Asian","Straight","2024","Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Neither happy nor unhappy","I am not eligible to vote","Neutral","No","Single and not looking for anything","I have been cheated on by my significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 10:54:46 AM AST","Male","Asian","Bisexual","2023","Life Sciences;Social Sciences","No","Very concerned","No","Somewhat approve","Yes, very happy","Yes, in Rhode Island (which is not my home state)","Strongly disagree","Yes, on campus","Single and looking for something casual","I have had a significant other and never cheated/been cheated on","Yes, more than one week after requesting it","Yes"
"2022/10/13 10:57:14 AM AST","Female","White","Straight","2025","Humanities/Arts;Social Sciences","Yes, parent;Yes, grandparent;Yes, sibling","Not concerned","Yes","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","No"
"2022/10/13 10:59:19 AM AST","Female","White","Bisexual;Gay;Queer","2023","Humanities/Arts","Yes, sibling","Not concerned","No","Somewhat disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, on campus","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, more than one week after requesting it","Unsure"
"2022/10/13 11:05:41 AM AST","Female","White","Straight","2024","Humanities/Arts;Physical Sciences (including math, computer science)","No","Not concerned","No","Prefer not to answer","Yes, somewhat happy","No","Somewhat agree","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2022/10/13 11:13:19 AM AST","Female","White","Straight","2025","Social Sciences","No","Not concerned","No","Somewhat approve","Yes, very happy","I am not eligible to vote","Neutral","Yes, in Providence","Single and looking for a relationship","I have been cheated on by my significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:16:40 AM AST","Female","White","Straight","2026","Life Sciences;Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Somewhat approve","Yes, very happy","I am not eligible to vote","Neutral","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:16:45 AM AST","Female","Asian;Native Hawaiian/Pacific Islander;White","Straight;Questioning or unsure","2025","Humanities/Arts","No","Slightly concerned","Yes","Somewhat approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","Yes, in Providence","In a casual relationship","I have been cheated on by my significant other;I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","No"
"2022/10/13 11:24:41 AM AST","Male","White","Straight","2026","Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly agree","No","In a casual relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","Yes"
"2022/10/13 11:26:59 AM AST","Female","Asian","Straight","2025","Humanities/Arts","No","Somewhat concerned","Yes","Somewhat approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, on campus","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/13 11:27:17 AM AST","Male","Asian;White","Gay","2025","Humanities/Arts;Social Sciences","Yes, sibling","Not concerned","No","Somewhat approve","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, in Providence","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:28:33 AM AST","Male","Asian","Straight","2023","Physical Sciences (including math, computer science)","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat agree","Yes, on campus","In a casual relationship","I have been cheated on by my significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:31:19 AM AST","Female","Asian","Asexual;Bisexual","2026","Humanities/Arts;Life Sciences","No","Somewhat concerned","No","Somewhat disapprove","Yes, somewhat happy","I am not eligible to vote","Somewhat disagree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:31:33 AM AST","Female","Asian;White","Bisexual","2026","Life Sciences","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","I am not eligible to vote","Somewhat disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/13 11:33:05 AM AST","Female","Asian","Straight","2023","Life Sciences","No","Slightly concerned","No","Somewhat approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, in Providence","Single and looking for a relationship","I have been cheated on by my significant other","No, and I did not try to make an appointment","No"
"2022/10/13 11:33:30 AM AST","Female","Black","Straight","2025","Physical Sciences (including math, computer science)","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Somewhat agree","No","Single and not looking for anything","I have never had a significant other","Yes, more than one week after requesting it","Unsure"
