Timestamp,What gender do you identify with?,What race do you identify with?,Did you apply to Brown a domestic or international applicant?,What graduation class are you?,What type of financial aid do you receive from Brown?,What is your intended concentration? ,"If you've declared a second concentration, what is it?",Should Brown require applicants to submit a standardized test score (ACT/SAT)?,Do you believe that Brown should maintain preferential admissions for children of alumni?,Have you ever checked out a physical book from a Brown library?,What do you call the dorms located on Vartan Gregorian Quad?,Which Covid-19 restrictions do you think should be in place right now?, [CW: The following question refers to sexual activity] When was the last time you had sex?,[CW: The following question refers to drug use] Which of the following drugs have you used recreationally in the past six months?,"If economic sanctions do not stop Russian military actions in Ukraine, would you favor or oppose the US taking military action to stop them?"
2022/03/03 3:01:27 PM AST,Male,White,Domestic,2024,None,neuroscience,computer science,Unsure,No,No,Greg,Mandatory Covid-19 testing,Prefer not to answer,Alcohol;Marijuana,Unsure
2022/03/03 3:06:28 PM AST,Male,Asian;White,Domestic,2024,None,Biology,IC Sustainable Food and Agriculture,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Unsure
2022/03/03 3:07:33 PM AST,Female,White,Domestic,2025,None,Undecided,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 3:08:52 PM AST,Male,White,Domestic,2025,None,Environmental studies,,No,No,Yes,Greg,Required masking in class,Less than six months ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/03 3:11:36 PM AST,Female,Non-white Hispanic,International,2024,Grants covering all costs,CS,ECON,Yes,Unsure,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Prefer not to answer,None of the above,Unsure
2022/03/03 3:13:23 PM AST,Female,White,Domestic,2025,None,BIOMEDICAL ENGINEERING,,Unsure,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,More than six months ago,Alcohol;Marijuana,Oppose
2022/03/03 3:14:32 PM AST,Female,Black,Domestic,2025,None,HISTORY OR ENGLISH,,No,No,No,Unsure,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Marijuana,Unsure
2022/03/03 3:16:33 PM AST,Female,Black,Domestic,2024,Grants covering all costs,MCM,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Favor
2022/03/03 3:17:51 PM AST,Female,Black,Domestic,2025,Prefer not to answer,Neuroscience,,Prefer not to answer,Yes,No,Greg,Required masking in class,I’ve never had sex,None of the above,Favor
2022/03/03 3:23:19 PM AST,Female,White,Domestic,2025,None,Philosophy or History or Literary Arts or English,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing;Unsure",Less than one month ago,Alcohol;Marijuana;adderall,Unsure
2022/03/03 3:25:05 PM AST,Male,White,Domestic,2024,None,IAPA Security,,No,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana,Oppose
2022/03/03 3:26:29 PM AST,Female,American Indian/Alaska Native;White,Domestic,2025,Grants covering all costs,history,english on a nonfiction writing track,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than six months ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/03 3:27:54 PM AST,Female,middle eastern,Domestic,2024,Grants covering some costs,infectious epidemiology,,No,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Marijuana;Nicotine,Unsure
2022/03/03 3:29:46 PM AST,Female,Asian,Domestic,2024,Prefer not to answer,Biology ,Contemplative Studies,No,No,Yes,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/03 3:30:16 PM AST,Female,White,Domestic,2024,None,Cognitive Neuroscience,,No,No,Yes,Greg,None of the above,Less than one week ago,Marijuana;Nicotine,Unsure
2022/03/03 3:32:29 PM AST,Female,Asian,Domestic,2024,None,econ,visa,No,No,Yes,Greg,Required masking in class,Less than six months ago,Alcohol;Marijuana,Unsure
2022/03/03 3:38:28 PM AST,Male,White,Domestic,2023,Grants covering some costs,Biology,Public Health,Yes,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,None of the above,Oppose
2022/03/03 3:42:03 PM AST,Prefer not to answer,Asian,Domestic,2023,Grants covering some costs,No,,Yes,Yes,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Cocaine;Marijuana;MDMA (Ecstasy/Molly),Oppose
2022/03/03 3:48:45 PM AST,Female,Asian;White,Domestic,2024,None,ethnic studies & public health,,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol;Marijuana,Unsure
2022/03/03 3:52:35 PM AST,Male,Asian,Domestic,2024,None,computer science,,Yes,No,No,Greg,Required masking in class,I’ve never had sex,Alcohol,Favor
2022/03/03 3:54:33 PM AST,Male,White,Domestic,2024,None,Economics,IAPA,Yes,No,No,Greg,Required masking in class,Less than six months ago,Alcohol;Cocaine;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/03 3:57:39 PM AST,Male,Asian,International,2024,None,Computer Science,Literary Arts,Unsure,No,Yes,Greg,Required masking in class;Mandatory Covid-19 testing,More than six months ago,Alcohol;LSD (Acid);Marijuana;Nicotine,Favor
2022/03/03 4:58:08 PM AST,Female,Asian;White,Domestic,2023,None,Apma-Econ ,,Yes,Unsure,No,New Dorm,None of the above,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 5:00:40 PM AST,Female,Black,Prefer not to answer,2023,None,idk,idk,Unsure,Unsure,No,New Dorm,Required masking in class,I’ve never had sex,Marijuana,Unsure
2022/03/03 5:00:42 PM AST,Female,White,Domestic,2022,None,biology, judaic studies,Yes,Yes,Yes,New Dorm,None of the above,More than six months ago,Alcohol;Marijuana,Favor
2022/03/03 5:03:57 PM AST,Female,White,Domestic,2023.5,None,VISA ,HIAA,Unsure,No,No,New Dorm,None of the above,Less than one week ago,Alcohol;Marijuana,Oppose
2022/03/03 5:04:20 PM AST,Female,White,Domestic,2022,Grants covering some costs,IAPA,,Unsure,Unsure,Yes,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Nicotine,Favor
2022/03/03 5:10:37 PM AST,Female,indigenous ancestry in Mexico ,Domestic,2022,Grants covering all costs,History,,No,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than six months ago,Alcohol,Oppose
2022/03/03 5:10:54 PM AST,Female,Asian;White,Domestic,2025,Prefer not to answer,independent or double concentration in cs,,Unsure,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Prefer not to answer,Unsure
2022/03/03 5:13:43 PM AST,Male,White,Domestic,2024,None,classics,economics,Yes,Unsure,Yes,Greg,None of the above,Less than one week ago,Alcohol;Marijuana;Nicotine,Oppose
2022/03/03 5:14:10 PM AST,Male,White,Domestic,2024,None,comp lit,,Unsure,No,Yes,Greg,Unsure,Prefer not to answer,Alcohol;Marijuana;Nicotine,Unsure
2022/03/03 5:24:48 PM AST,Male,White,Domestic,2025,Grants covering some costs,Computer Engineering,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,None of the above,Unsure
2022/03/03 5:26:52 PM AST,Male,Non-white Hispanic,Domestic,2025,Grants covering some costs,econ,history,No,No,No,Greg,None of the above,I’ve never had sex,Alcohol;Marijuana,Oppose
2022/03/03 5:32:14 PM AST,Female,American Indian/Alaska Native;White,Domestic,2023,Grants covering some costs,Environmental Studies,,Unsure,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",More than six months ago,Alcohol;Marijuana,Unsure
2022/03/03 5:32:21 PM AST,Male,Prefer not to answer,Domestic,2025,None,Computer Science,,No,No,No,Unsure,Unsure,I’ve never had sex,None of the above,Unsure
2022/03/03 5:39:46 PM AST,Non-binary,Asian,International,2024,None,English/VISA,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",I’ve never had sex,None of the above,Unsure
2022/03/03 5:40:05 PM AST,Male,White,Domestic,2023,Grants covering some costs,neuroscience,,No,No,Yes,Unsure,Required masking in class;Mandatory Covid-19 testing,More than six months ago,None of the above,Unsure
2022/03/03 5:43:12 PM AST,Male,Non-white Hispanic,Domestic,2023,Grants covering some costs,Math,Applied Math,No,No,No,New Dorm,Required masking in class,Less than one week ago,Marijuana,Unsure
2022/03/03 5:45:05 PM AST,Female,Asian;Native Hawaiian/Pacific Islander;White;mixed,Domestic,2025,None,iapa,nope,No,No,Yes,Unsure,None of the above,Less than one month ago,None of the above,Unsure
2022/03/03 5:47:42 PM AST,Male,White,Domestic,2024,None,eng,,Yes,Unsure,No,Greg,None of the above,Less than six months ago,Alcohol;Marijuana,Favor
2022/03/03 5:48:18 PM AST,Female,White,Domestic,2024,None,math econ,,Yes,No,No,Greg,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Marijuana;Nicotine,Favor
2022/03/03 5:52:43 PM AST,Male,Asian;White,Domestic,2023,None,Biochem,,Yes,Unsure,No,Greg,Required masking in class,Less than six months ago,Alcohol;Marijuana,Favor
2022/03/03 5:53:35 PM AST,Female,Asian;White,Domestic,2024.5,None,bio,,No,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Prefer not to answer,Alcohol,Favor
2022/03/03 5:56:51 PM AST,Female,Asian;Native Hawaiian/Pacific Islander,Domestic,2025,None,heath and human bio,ethnic studies,Unsure,No,No,New Dorm,Required masking in class,I’ve never had sex,Alcohol,Unsure
2022/03/04 10:47:43 AM AST,Male,Asian,International,2022,None,arch,Econ,Unsure,Unsure,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,None of the above,Prefer not to answer
2022/03/04 10:55:58 AM AST,Male,Asian,International,2022,None,Urban Studies,History,Yes,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Prefer not to answer,None of the above,Oppose
2022/03/04 10:57:23 AM AST,Female,Asian,Domestic,2022.5,None,Computer Science,,Unsure,Unsure,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than six months ago,Alcohol,Oppose
2022/03/04 10:59:13 AM AST,Male,White,Domestic,2022.5,None,Music,Psychology,No,No,No,New Dorm,None of the above,Less than one week ago,Alcohol,Unsure
2022/03/04 11:13:39 AM AST,Non-binary,White,Domestic,2022,Grants covering all costs,Literary Arts,Public Health,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,Marijuana,Unsure
2022/03/04 11:13:53 AM AST,Male,Black,Domestic,2022,Grants covering all costs,public policy,,Yes,No,Yes,New Dorm,None of the above,Less than one month ago,Marijuana;Nicotine,Favor
2022/03/04 11:19:22 AM AST,Male,White,Domestic,2022,None,Mechanical Engineer,,No,Unsure,No,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Inhalants (Poppers/Whip-its),Favor
2022/03/04 11:20:10 AM AST,Female,White,Domestic,2022,None,Biology AB,No,No,Yes,No,Greg,None of the above,Less than six months ago,Alcohol;Marijuana;Nicotine,Oppose
2022/03/04 11:20:23 AM AST,Female,White,Domestic,2022,Grants covering some costs,Mechanical engineering,,Yes,No,No,Greg,Mandatory Covid-19 testing,Less than one week ago,Alcohol,Unsure
2022/03/04 11:26:20 AM AST,Male,Asian,Domestic,2022,Grants covering some costs,Business Economics,,Unsure,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,None of the above,Favor
2022/03/04 11:46:57 AM AST,Female,White,Domestic,2022.5,None,IAPA,,No,No,Yes,New Dorm,Required masking in class,I’ve never had sex,Alcohol,Oppose
2022/03/04 11:49:03 AM AST,Female,Black,Domestic,2022,Grants covering all costs,biology,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",More than six months ago,Alcohol,Unsure
2022/03/04 11:51:09 AM AST,Female,White,Domestic,2022,Grants covering all costs,Public health ,IAPA security track,No,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol;Marijuana,Oppose
2022/03/04 11:51:22 AM AST,Female,White,International,2022,None,Public Health,,Yes,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,Alcohol;Marijuana,Oppose
2022/03/04 12:03:21 PM AST,Male,White,Domestic,2022,Grants covering some costs,Computer Science,Public Policy,No,No,No,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana,Oppose
2022/03/04 12:03:27 PM AST,Female,White,Domestic,2022,None,Cognitive Neuro,Education,No,No,No,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Cocaine;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/04 12:06:59 PM AST,Male,White,Domestic,2022,Grants covering some costs,geology,,No,No,Yes,Vartan Gregorian Quad (A/B),"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;LSD (Acid);Marijuana,Oppose
2022/03/04 12:08:15 PM AST,Female,White,International,2022,None,Computer science ,,No,No,Yes,Unsure,Required masking in class;Mandatory Covid-19 testing,Prefer not to answer,Alcohol;Marijuana,Favor
2022/03/04 12:21:01 PM AST,Female,White,Domestic,2022.5,None,Public Health,Literary Arts,No,No,No,New Dorm,Required masking in class,Less than one week ago,Alcohol;LSD (Acid);Marijuana;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/04 12:41:20 PM AST,Male,Black,Domestic,2022,None,BEO,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,None of the above,Unsure
2022/03/04 12:55:53 PM AST,Female,Black;White,Domestic,2024,Grants covering all costs,Psychology,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Unsure
2022/03/04 12:57:14 PM AST,Male,Non-white Hispanic,Domestic,2025,None,Undecided,,No,No,No,Unsure,Required masking in class;Mandatory Covid-19 testing,Less than six months ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/04 12:58:42 PM AST,Female,Prefer not to answer,Domestic,2023.5,Grants covering some costs,Anthropology,,Yes,Unsure,Yes,Unsure,Unsure,I’ve never had sex,Prefer not to answer,Oppose
2022/03/04 1:01:44 PM AST,Female,Non-white Hispanic;White,Domestic,2023,Grants covering some costs,lit arts,entrepreneurship ,Yes,Yes,No,Greg,None of the above,Less than one week ago,Alcohol;Nicotine,Unsure
2022/03/04 1:04:23 PM AST,Female,Asian,Domestic,2023,None,English,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Marijuana,Favor
2022/03/04 1:05:53 PM AST,Male,Asian,International,2025,None,cs econ,,No,No,No,New Dorm,Required masking in class,I’ve never had sex,Alcohol,Oppose
2022/03/04 1:09:14 PM AST,Female,Asian;White,Domestic,2022,None,Computer Science,,Unsure,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Oppose
2022/03/04 1:12:49 PM AST,Male,White,International,2025,None,APMA-CS,,No,No,No,Vartan Gregorian Quad (A/B),"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Unsure
2022/03/04 1:20:09 PM AST,Female,Asian;White,Domestic,2024,Grants covering some costs,Comparative Literature,Latin American and Caribbean Studies,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol;Marijuana,Unsure
2022/03/04 1:22:11 PM AST,Female,Asian,Domestic,2023,None,Sts,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Oppose
2022/03/04 1:25:23 PM AST,Female,Black,Domestic,2025,Grants covering some costs,health and human bio,,No,No,No,Unsure,Required masking in class,Less than one month ago,Marijuana,Oppose
2022/03/04 1:58:18 PM AST,Female,Asian,Domestic,2022,Grants covering some costs,CS econ,,Unsure,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Prefer not to answer,Alcohol;Marijuana,Unsure
2022/03/04 1:58:33 PM AST,Male,White,Domestic,2022,None,Computer Science-Economics,,Yes,No,No,New Dorm,None of the above,I’ve never had sex,Alcohol;Marijuana,Oppose
2022/03/04 2:33:57 PM AST,Female,White,Domestic,2022.5,None,Materials Engineering,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,Alcohol;Marijuana,Unsure
2022/03/04 2:35:11 PM AST,Female,MENA,Domestic,2023,Grants covering all costs,IAPA,CogSci,Unsure,No,Yes,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);LSD (Acid);Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/04 2:36:38 PM AST,Male,Asian,Domestic,2023,None,CS,,Yes,Unsure,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Prefer not to answer,Alcohol,Unsure
2022/03/04 2:36:55 PM AST,Male,Asian,Domestic,2023,None,CS-Econ,,Yes,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol,Oppose
2022/03/04 2:43:37 PM AST,Female,White,Domestic,2022,None,history ,education studies,No,No,Yes,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol,Favor
2022/03/04 2:47:17 PM AST,Male,White,Domestic,2022,None,Computer Science,Urban Studies,No,No,Yes,New Dorm,None of the above,I’ve never had sex,None of the above,Unsure
2022/03/04 2:49:12 PM AST,Male,Asian;White,Domestic,2023,Grants covering some costs,English,,Unsure,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol,Oppose
2022/03/04 2:50:06 PM AST,Male,White,Domestic,2023,Grants covering some costs,MCM,History,Unsure,No,No,New Dorm,Required masking in class,Less than six months ago,Alcohol,Favor
2022/03/04 2:52:37 PM AST,Female,Black,Domestic,2022,Grants covering all costs,public health ,biology,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Unsure
2022/03/04 2:57:15 PM AST,Male,Asian,International,2022,None,computer science,,Yes,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",More than six months ago,Alcohol;Marijuana;Nicotine,Favor
2022/03/04 2:58:35 PM AST,Female,Asian,Domestic,2022,Grants covering all costs,сomputer science,n/a,Unsure,No,Yes,New Dorm,Required masking in class,Less than one week ago,Alcohol;Marijuana,Favor
2022/03/04 3:01:08 PM AST,Female,White,Domestic,2023,None,visual art,,Unsure,No,Yes,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/04 3:01:18 PM AST,Female,Asian,International,2022.5,None,apma&cs,n/a,Unsure,Unsure,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,Alcohol;Marijuana,Oppose
2022/03/04 3:04:09 PM AST,Female,White,Domestic,2022,Grants covering some costs,Education Studies,IAPA,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,Alcohol,Oppose
2022/03/04 3:04:50 PM AST,Female,White,Domestic,2023,None,Cognitive Science,,Unsure,Yes,No,New Dorm,None of the above,I’ve never had sex,None of the above,Unsure
2022/03/04 3:07:08 PM AST,Female,Black,Domestic,2023,Unsure,business economics,,No,Prefer not to answer,No,New Dorm,Required masking in class,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/04 3:10:59 PM AST,Male,White,Domestic,2022,Grants covering all costs,Economics,History,No,Yes,No,New Dorm,None of the above,I’ve never had sex,None of the above,Oppose
2022/03/04 3:14:06 PM AST,Female,White,Domestic,2023.5,Grants covering some costs,CS,IAPA,Unsure,Unsure,No,New Dorm,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol,Favor
2022/03/04 3:20:16 PM AST,Male,White,Domestic,2022,None,COmputer Science,Math,Unsure,No,No,Unsure,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",I’ve never had sex,Alcohol,Oppose
2022/03/04 3:20:24 PM AST,Male,White,Domestic,2022,None,economics,,Yes,Yes,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Favor
2022/03/04 3:21:31 PM AST,Male,Asian,Domestic,2022,None,Mechanical Engineering,,Yes,Yes,No,New Dorm,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol,Favor
2022/03/04 3:21:40 PM AST,Male,Asian,Domestic,2022,Grants covering some costs,Biochemistry,,Yes,No,No,New Dorm,None of the above,I’ve never had sex,None of the above,Oppose
2022/03/04 3:26:18 PM AST,Male,Asian,Domestic,2023,None,Visual Arts,Literary Arts,Yes,Unsure,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one week ago,None of the above,Favor
2022/03/04 3:28:56 PM AST,Non-binary,White,Domestic,2023,Grants covering some costs,--,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,Alcohol;Marijuana,Prefer not to answer
2022/03/02 10:25:08 AM AST,Female,White,Domestic,2023,None,iapa ,econ,Yes,No,No,New Dorm,Required masking in class,More than six months ago,Alcohol;Marijuana,Unsure
2022/03/02 10:29:55 AM AST,Female,White,International,2022,None,History,,Yes,No,Yes,New Dorm,Required masking in class,Less than one month ago,Alcohol;Nicotine,Oppose
2022/03/02 10:30:44 AM AST,Male,White,Domestic,2023,None,Economics,History,Unsure,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Prefer not to answer,Alcohol;Marijuana,Oppose
2022/03/02 10:32:00 AM AST,Female,White,Domestic,2023,Grants covering some costs,English,Environmental Studies,No,No,No,New Dorm,"Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,Alcohol,Oppose
2022/03/02 10:34:23 AM AST,Male,Prefer not to answer,Domestic,2025,None,English,,Yes,Yes,Yes,Unsure,None of the above,Less than one week ago,Alcohol;Marijuana,Favor
2022/03/02 10:37:34 AM AST,Male,White,Domestic,2022,Grants covering all costs,Neuroscience,,Yes,Unsure,No,New Dorm,Required masking in class,Less than one week ago,Alcohol,Unsure
2022/03/02 10:42:15 AM AST,Female,White,Domestic,2023,Grants covering some costs,chemical engineering,,No,No,No,New Dorm,None of the above,Less than six months ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/02 10:45:20 AM AST,Female,White,Domestic,2023,None,American Studies,History of Art and Architecture,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol;Marijuana,Unsure
2022/03/02 10:48:25 AM AST,Female,White,Domestic,2022,None,Political Science,Economics,Unsure,Unsure,Yes,New Dorm,Mandatory Covid-19 testing,Less than one month ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/02 10:50:10 AM AST,Male,Asian,Domestic,2022,Grants covering all costs,computer science ,economics ,Unsure,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol,Favor
2022/03/02 10:50:55 AM AST,Female,Asian,International,2024.5,None,Econ,CS,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",I’ve never had sex,Alcohol,Unsure
2022/03/02 10:54:09 AM AST,Male,Non-white Hispanic,Domestic,2023,Grants covering some costs,Cognitive Neuroscience,,No,No,No,New Dorm,None of the above,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/02 10:55:32 AM AST,Female,White,Domestic,2023,None,Environmental Engineering,,No,No,Yes,New Dorm,Required masking in class,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/02 10:55:34 AM AST,Male,White,Domestic,2023,Grants covering some costs,Computer science,cognitive neuroscience,No,No,Yes,New Dorm,Unsure,Less than one month ago,Alcohol;Inhalants (Poppers/Whip-its);Marijuana,Unsure
2022/03/02 10:57:14 AM AST,Male,White,Domestic,2023,None,Chemical Biology,,No,No,No,New Dorm,Required masking in class,Less than six months ago,Alcohol;Marijuana,Unsure
2022/03/02 10:57:36 AM AST,Male,White,Domestic,2025,None,Biomedical Engineering or Biochemistry,,Yes,Unsure,No,Unsure,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Oppose
2022/03/02 11:00:50 AM AST,Male,Asian;Black;Non-white Hispanic,Domestic,2025,None,Astrophysics,,No,No,Yes,Unsure,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol;Marijuana,Unsure
2022/03/02 11:03:18 AM AST,Female,White,Domestic,2023,Grants covering some costs,biology,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/02 11:03:22 AM AST,Prefer not to answer,Prefer not to answer,Domestic,2025,Prefer not to answer,iapa,bio,Prefer not to answer,Yes,Yes,Greg,Mandatory Covid-19 testing,Less than six months ago,Prefer not to answer,Favor
2022/03/02 11:05:36 AM AST,Female,Asian;American Indian/Alaska Native,Domestic,2025,Prefer not to answer,Education STS,nah,No,Yes,Yes,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,Alcohol,Favor
2022/03/02 11:05:49 AM AST,Female,White,Domestic,2024,None,English,Philosophy,Yes,Unsure,No,Greg,Required masking in class;Mandatory Covid-19 testing,Prefer not to answer,Alcohol;Nicotine,Unsure
2022/03/02 11:11:16 AM AST,Female,White,International,2025,None,history and education,,No,No,Yes,New Dorm,"Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one month ago,Alcohol;Marijuana;Nicotine,Favor
