"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Did you vote in the November general election?","Do you think you’re more attractive than the average Brown University student?","If you could go to any undergraduate institution of your choosing (excluding Brown) which would it be?","Would you consider yourself more of a cat person or a dog person?","Do you believe President Joe Biden should run for a second term in 2024?","Do you believe colleges should consider race/ethnicity when making decisions about student admissions?","What is your height in feet/inches?","Opinion: Professors, administrators, and community leaders at Brown should regularly make land acknowledgments."
"2022/12/01 12:24:48 PM AST","2023","Female","White","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","No, slightly less attractive","BC","Dog person","No","No","5'8","Somewhat agree"
"2022/12/01 12:25:17 PM AST","2023","Female","Asian;White","Social Sciences (including economics, CLPS)","Yes, in Rhode Island, which is not my home state","No, significantly less attractive","Wash U in St Louis","Cat person","No","Yes","5'6","Somewhat disagree"
"2022/12/01 12:29:36 PM AST","2025","Female","Black","Humanities/Arts;Physical Sciences (including math, computer science)","No","Prefer not to answer","MIT","Dog person","Prefer not to answer","Yes","5'3","Somewhat agree"
"2022/12/01 12:31:59 PM AST","2023","Male","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Prefer not to answer","RISD?","Cat person","No","Yes","5'11","Somewhat agree"
"2022/12/01 12:36:30 PM AST","2026","Female","White","Life Sciences","I am not eligible to vote","No, slightly less attractive","deep springs college sounds cool","Dog person","Yes","No","5'2","Somewhat agree"
"2022/12/01 12:36:39 PM AST","2024","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","No, slightly less attractive","Yale","Dog person","No","No","5'9","Somewhat disagree"
"2022/12/01 12:38:12 PM AST","2026","Male","Asian;White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Northwestern","Cat person","No","Yes","6'0","Unsure"
"2022/12/01 12:39:28 PM AST","2025","Female","Hispanic;White","Physical Sciences (including math, computer science)","No","Yes, slightly more attractive","Duke University","Dog person","No","Yes","5'7","Somewhat agree"
"2022/12/01 12:43:07 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","MIT","Dog person","No","No","5'11","Strongly disagree"
"2022/12/01 12:43:11 PM AST","2026","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Prefer not to answer","Yale","Dog person","Yes","Yes","5'11","Somewhat agree"
"2022/12/01 12:43:47 PM AST","2026","Male","Hispanic","Humanities/Arts;Physical Sciences (including math, computer science)","No","Yes, slightly more attractive","Duke","Dog person","No","Yes","5'9","Strongly agree"
"2022/12/01 12:44:53 PM AST","2023","Male","White","Humanities/Arts","No","No, slightly less attractive","Harvard","Dog person","No","No","5'11","Unsure"
"2022/12/01 12:45:19 PM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Prefer not to answer","Yes, slightly more attractive","MIT","Dog person","No","Yes","6'3","Somewhat agree"
"2022/12/01 12:50:09 PM AST","2024","Female","Asian","Humanities/Arts","No","Yes, slightly more attractive","Georgetown","Dog person","Yes","Yes","5'9","Somewhat agree"
"2022/12/01 12:51:49 PM AST","2024","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Pomona","Dog person","No","Yes","5'9","Somewhat agree"
"2022/12/01 12:52:03 PM AST","2023","Female","Asian","Life Sciences","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Stanford","Dog person","No","Yes","5'0","Strongly agree"
"2022/12/01 12:53:18 PM AST","2025","Male","Black","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Upenn","Dog person","Yes","Yes","5'8","Strongly agree"
"2022/12/01 12:54:06 PM AST","2024","Female","White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Barnard","Prefer not to answer","No","Yes","5'7","Somewhat disagree"
"2022/12/01 12:54:12 PM AST","2023","Female","Asian","Life Sciences","No","No, slightly less attractive","Duke","Dog person","Yes","Yes","5'6","Somewhat agree"
"2022/12/01 12:54:17 PM AST","2023","Female","Asian","Life Sciences;Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","Yale","Dog person","Yes","Yes","5'8","Strongly agree"
"2022/12/01 12:54:43 PM AST","2024","Male","White","Life Sciences;Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","No, slightly less attractive","Yale university","Dog person","No","No","5'10","Somewhat disagree"
"2022/12/01 12:55:23 PM AST","2026","Questioning or unsure","White","Humanities/Arts","Yes, in a state other than Rhode Island","No, slightly less attractive","University of Vermont","Dog person","No","Yes","5'6","Strongly agree"
"2022/12/01 12:58:04 PM AST","2024","Male","White","Life Sciences","No","No, slightly less attractive","Princeton","Dog person","No","Yes","5'9","Strongly disagree"
"2022/12/01 12:58:59 PM AST","2026","Female","Asian","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Harvard","Cat person","No","Yes","5'3","Somewhat disagree"
"2022/12/01 12:59:03 PM AST","2026","Male","White","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, significantly more attractive","Harvard","Dog person","Yes","Yes","5'10","Somewhat agree"
"2022/12/01 1:00:11 PM AST","2024","Female","Native American/Alaska Native;White","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, slightly more attractive","art school xoxo","Cat person","No","No","5'5","Somewhat agree"
"2022/12/01 1:00:36 PM AST","2024","Female","White","Humanities/Arts","Yes, in a state other than Rhode Island","No, significantly less attractive","Penn","Dog person","No","Yes","5'8","Somewhat agree"
"2022/12/01 1:00:47 PM AST","2026","Female","Middle Eastern or North African","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","hopkins?? ","Cat person","Yes","Yes","5'4","Strongly disagree"
"2022/12/01 1:04:46 PM AST","2025","Female","Asian","Life Sciences","Yes, in a state other than Rhode Island","No, slightly less attractive","None","Dog person","No","No","5'0","Somewhat agree"
"2022/12/01 1:10:59 PM AST","2026","Female","Middle Eastern or North African;White","Life Sciences;Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","Columbia","Dog person","No","Yes","5'7","Strongly agree"
"2022/12/01 1:11:04 PM AST","2026","Male","White","Life Sciences","Yes, in a state other than Rhode Island","No, slightly less attractive","columbia ","Cat person","Yes","Yes","6'1","Unsure"
"2022/12/01 1:11:11 PM AST","2025","Male","White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","No, slightly less attractive","honestly no idea","Dog person","No","Prefer not to answer","6'3","Somewhat agree"
"2022/12/01 1:12:34 PM AST","2024","Female","White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Yale University","Dog person","No","No","5'4","Strongly disagree"
"2022/12/01 1:12:53 PM AST","2025","Female","Middle Eastern or North African","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Prefer not to answer","nyu","Dog person","No","No","5'6","Strongly disagree"
"2022/12/01 1:13:27 PM AST","2025","Female","Asian","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","MIT","Dog person","Yes","Yes","5'3","Somewhat agree"
"2022/12/01 1:14:02 PM AST","2023","Male","Black","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, significantly more attractive","Penn","Dog person","No","Yes","6'0","Strongly agree"
"2022/12/01 1:16:47 PM AST","2025","Male","Hispanic","Humanities/Arts;Social Sciences (including economics, CLPS)","No","Yes, slightly more attractive","stanford ig lol","Dog person","No","No","5'10","Somewhat agree"
"2022/12/01 1:17:25 PM AST","2026","Female","Asian","Humanities/Arts","No","No, slightly less attractive","nyu","Cat person","No","No","5'1","Unsure"
"2022/12/01 1:18:02 PM AST","2023","Female","White","Humanities/Arts","Yes, in a state other than Rhode Island","No, slightly less attractive","Dartmouth","Dog person","No","Yes","5'3","Somewhat agree"
"2022/12/01 1:18:19 PM AST","2026","Female","White","Life Sciences","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Stanford","Cat person","No","Yes","6'0","Unsure"
"2022/12/01 1:22:07 PM AST","2025","Female","Asian;White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","Princeton","Dog person","No","No","5'2","Strongly agree"
"2022/12/01 1:22:26 PM AST","2025","Female","Black","Physical Sciences (including math, computer science)","I am not eligible to vote","No, significantly less attractive","MIT","Cat person","Prefer not to answer","Yes","5'7","Strongly agree"
"2022/12/01 1:22:53 PM AST","2026","Male","White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Columbia","Dog person","Yes","Yes","6'0","Somewhat disagree"
"2022/12/01 1:23:14 PM AST","2025","Female","Hispanic","Physical Sciences (including math, computer science)","No","Prefer not to answer","rice","Dog person","Prefer not to answer","No","5'5","Strongly agree"
"2022/12/01 1:23:35 PM AST","2025","Male","Asian","Physical Sciences (including math, computer science)","I am not eligible to vote","Prefer not to answer","Yale","Dog person","No","Yes","5'11","Somewhat agree"
"2022/12/01 1:24:56 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","I am not eligible to vote","Yes, slightly more attractive","Harvard","Dog person","No","Yes","5'9","Unsure"
"2022/12/01 1:25:03 PM AST","2025","Male","Asian","Life Sciences;Physical Sciences (including math, computer science)","No","No, slightly less attractive","Stanford","Cat person","No","Yes","5'8","Unsure"
"2022/12/01 1:27:06 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","No","Prefer not to answer","LSE","Dog person","No","No","5'10","Unsure"
"2022/12/01 1:27:52 PM AST","2024","Female","Asian;White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Prefer not to answer","Stanford","Dog person","No","Yes","5'5","Strongly agree"
"2022/12/01 1:29:26 PM AST","2026","Female","White","Humanities/Arts","Yes, in a state other than Rhode Island","No, slightly less attractive","Yale","Dog person","No","Yes","5'9","Somewhat agree"
"2022/12/01 1:30:17 PM AST","2024","Female","White","Humanities/Arts","Yes, in a state other than Rhode Island","No, slightly less attractive","University of Chicago","Cat person","No","Yes","5'2","Strongly agree"
"2022/12/01 1:30:41 PM AST","2025","Male","Asian","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Harvard","Dog person","No","No","5'9","Somewhat agree"
"2022/12/01 1:31:36 PM AST","2025","Male","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Yale","Dog person","No","Prefer not to answer","6'2","Somewhat agree"
"2022/12/01 1:32:44 PM AST","2025","Male","White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","No, slightly less attractive","UChicago","Cat person","No","No","5'8","Strongly disagree"
"2022/12/01 1:33:28 PM AST","2023","Female","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","MIT","Cat person","No","Yes","5'0","Somewhat agree"
"2022/12/01 1:33:35 PM AST","2026","Male","White","Humanities/Arts","I am not eligible to vote","No, slightly less attractive","Stanford","Cat person","No","Yes","5'5","Somewhat agree"
"2022/12/01 1:35:26 PM AST","2024","Female","Hispanic","Humanities/Arts;Life Sciences","No","Yes, slightly more attractive","Harvard","Cat person","Yes","Yes","5'0","Unsure"
"2022/12/01 1:36:08 PM AST","2026","Female","Asian;Hispanic;White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Columbia University","Dog person","No","Yes","5'4","Somewhat agree"
"2022/12/01 1:36:13 PM AST","2026","Female","Black","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","UVA","Dog person","Yes","Yes","5'7","Somewhat agree"
"2022/12/01 1:36:25 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","No","No, slightly less attractive","MIT","Dog person","No","Yes","5'9","Somewhat disagree"
"2022/12/01 1:36:32 PM AST","2023","Female","Hispanic;White","Life Sciences","I am not eligible to vote","Prefer not to answer","John Hopkins","Dog person","Prefer not to answer","No","5'5","Unsure"
"2022/12/01 1:38:11 PM AST","2024","Female","Asian","Physical Sciences (including math, computer science)","No","No, slightly less attractive","Yale","Cat person","No","Yes","5'7","Somewhat agree"
"2022/12/01 1:38:59 PM AST","2023","Female","Asian","Humanities/Arts","No","No, slightly less attractive","Columbia","Cat person","Prefer not to answer","Yes","5'5","Somewhat agree"
"2022/12/01 1:39:18 PM AST","2023","Female","White","Humanities/Arts","Yes, in a state other than Rhode Island","No, slightly less attractive","Williams College","Dog person","No","Yes","5'8","Strongly agree"
"2022/12/01 1:40:44 PM AST","2023","Female","Asian","Humanities/Arts;Life Sciences","Yes, in a state other than Rhode Island","Prefer not to answer","Harvard","Cat person","No","Yes","5'5","Somewhat agree"
"2022/12/01 1:42:00 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Tufts","Cat person","No","Yes","5'11","Somewhat agree"
"2022/12/01 1:47:30 PM AST","2024","Questioning or unsure","White","Life Sciences;Social Sciences (including economics, CLPS)","No","Yes, slightly more attractive","Rice University","Dog person","No","Yes","5'7","Strongly agree"
"2022/12/01 1:47:35 PM AST","2024","Female","Hispanic","Life Sciences","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Yale","Dog person","No","Yes","5'0","Strongly agree"
"2022/12/01 1:47:40 PM AST","2024","Male","Asian;Middle Eastern or North African","Physical Sciences (including math, computer science)","No","Yes, significantly more attractive","Yale","Prefer not to answer","No","No","5'6","Strongly disagree"
"2022/12/01 1:47:45 PM AST","2024","Female","Black","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, significantly more attractive","UCLA","Cat person","No","Yes","6'0","Strongly agree"
"2022/12/01 1:52:01 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Stanford","Dog person","No","Yes","6'0","Strongly agree"
"2022/12/01 1:52:10 PM AST","2024","Female","White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Idk ","Cat person","No","Yes","5'6","Strongly agree"
"2022/12/01 1:54:58 PM AST","2025","Female","Hispanic;White","Humanities/Arts","No","No, slightly less attractive","Yale University","Cat person","Yes","Yes","5'6","Somewhat agree"
"2022/12/01 1:55:48 PM AST","2024","Female","Black","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","Stanford","Dog person","Yes","Yes","5'3","Somewhat agree"
"2022/12/01 1:57:39 PM AST","2023","Female","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","Cornell","Dog person","No","Prefer not to answer","5'3","Somewhat agree"
"2022/12/01 1:59:54 PM AST","2026","Male","White","Humanities/Arts","No","Yes, significantly more attractive","Harvard","Dog person","Yes","Yes","5'11","Somewhat agree"
"2022/12/01 2:00:12 PM AST","2023","Non-binary","Asian;White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, significantly more attractive","Boston University","Cat person","No","Yes","6'3","Somewhat agree"
"2022/12/01 2:02:03 PM AST","2025","Male","White","Humanities/Arts;Social Sciences (including economics, CLPS)","I am not eligible to vote","Yes, slightly more attractive","harvard ig idk","Dog person","Yes","Prefer not to answer","5'8","Strongly agree"
"2022/12/01 2:04:18 PM AST","2025","Female","White;Central asian","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Tufts","Dog person","Yes","Yes","5'7","Somewhat disagree"
"2022/12/01 2:06:09 PM AST","2026","Female","Hispanic","Life Sciences","Yes, in Rhode Island, which is not my home state","Prefer not to answer","None","Dog person","No","Yes","5'4","Strongly agree"
"2022/12/01 2:06:41 PM AST","2026","Female","Black;White","Humanities/Arts;Physical Sciences (including math, computer science)","I am not eligible to vote","Prefer not to answer","Tulane","Cat person","Prefer not to answer","No","5'5","Strongly agree"
"2022/12/01 2:10:34 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","none","Dog person","No","Yes","6'0","Somewhat agree"
"2022/12/01 2:10:44 PM AST","2024","Female","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","None","Dog person","No","Yes","5'6","Somewhat agree"
"2022/12/01 2:12:31 PM AST","2024","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Prefer not to answer","yale","Dog person","No","Yes","5'8","Somewhat agree"
"2022/12/01 2:15:05 PM AST","2024","Female","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Yale","Dog person","No","Yes","5'11","Somewhat agree"
"2022/12/01 2:15:11 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","No","No, slightly less attractive","Cornell","Dog person","No","No","5'10","Strongly disagree"
"2022/12/01 2:15:55 PM AST","2023","Male","Asian","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Duke","Dog person","Yes","Yes","6'1","Somewhat agree"
"2022/12/01 2:17:12 PM AST","2025","Female","White","Humanities/Arts","No","No, slightly less attractive","Middlebury ","Dog person","No","Yes","5'6","Somewhat agree"
"2022/12/01 2:18:31 PM AST","2025","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","No","Yes, slightly more attractive","Pamona","Dog person","Yes","Yes","5'7","Strongly agree"
"2022/12/01 2:19:34 PM AST","2025","Female","Asian","Social Sciences (including economics, CLPS)","No","No, slightly less attractive","Harvard","Dog person","Yes","Yes","5'4","Somewhat agree"
"2022/12/01 2:19:52 PM AST","2025","Female","Black","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Brown/Yale","Dog person","No","Yes","5'9","Somewhat agree"
"2022/12/01 2:23:19 PM AST","2026","Male","Hispanic","Physical Sciences (including math, computer science)","I am not eligible to vote","Prefer not to answer","Standford","Dog person","No","No","5'8","Unsure"
"2022/12/01 2:24:21 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","Yes, in Rhode Island, which is my home state","Yes, significantly more attractive","Wesleyan","Prefer not to answer","No","Yes","6'4","Somewhat disagree"
"2022/12/01 2:25:00 PM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Prefer not to answer","University of Washington ","Cat person","No","No","5'10","Unsure"
"2022/12/01 2:26:58 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","No","Yes, slightly more attractive","Northwestern ","Cat person","Yes","Yes","5'5","Somewhat disagree"
"2022/12/01 2:30:15 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science)","No","No, slightly less attractive","Uiuc ","Dog person","No","Yes","5'3","Unsure"
"2022/12/01 2:32:37 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science)","I am not eligible to vote","Prefer not to answer","University of Cambridge","Dog person","Yes","No","5'5","Strongly agree"
"2022/12/01 2:34:13 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science)","I am not eligible to vote","No, slightly less attractive","Yale ","Dog person","Yes","Yes","5'1","Somewhat agree"
"2022/12/01 2:34:38 PM AST","2026","Male","Asian","Life Sciences","I am not eligible to vote","Yes, slightly more attractive","Yale University","Dog person","No","Yes","5'11","Strongly agree"
"2022/12/01 2:35:20 PM AST","2026","Male","White","Life Sciences","Yes, in a state other than Rhode Island","Prefer not to answer","Penn","Dog person","No","Yes","5'10","Somewhat disagree"
"2022/12/01 2:37:07 PM AST","2025","Female","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","I am not eligible to vote","Prefer not to answer","Stanford","Dog person","No","Yes","5'5","Somewhat agree"
"2022/12/01 2:39:07 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","No","No, slightly less attractive","Harvard","Dog person","No","No","5'10","Somewhat disagree"
"2022/12/01 2:40:11 PM AST","2024","Female","Asian;White","Humanities/Arts;Life Sciences","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Stanford","Dog person","Yes","Yes","5'1","Somewhat agree"
"2022/12/01 2:41:30 PM AST","2025","Male","Asian","Social Sciences (including economics, CLPS)","No","Prefer not to answer","Usafa","Cat person","Yes","No","5'4","Somewhat disagree"
"2022/12/01 2:43:00 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No","No, significantly less attractive","University of Texas","Dog person","Prefer not to answer","No","5'6","Somewhat agree"
"2022/12/01 2:43:38 PM AST","2026","Male","Hispanic;White","Physical Sciences (including math, computer science)","No","Yes, slightly more attractive","University of Florida","Dog person","Yes","Yes","6'1","Unsure"
"2022/12/01 2:44:13 PM AST","2023.5","Male","White","Social Sciences (including economics, CLPS)","No","Yes, slightly more attractive","Stanford","Dog person","No","Prefer not to answer","5'7","Somewhat disagree"
"2022/12/01 2:47:24 PM AST","2025","Female","Black","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, significantly more attractive","none tbh","Cat person","No","Yes","5'1","Somewhat agree"
"2022/12/01 2:47:59 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","I am not eligible to vote","Yes, slightly more attractive","Harvard","Dog person","No","Yes","5'11","Unsure"
"2022/12/01 2:48:52 PM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Stanford","Dog person","No","No","6'0","Strongly disagree"
"2022/12/01 2:49:09 PM AST","2026","Male","Asian;White","Physical Sciences (including math, computer science)","No","Yes, significantly more attractive","UPenn","Dog person","No","No","6'2","Unsure"
"2022/12/01 2:53:07 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science)","I am not eligible to vote","Prefer not to answer","umich","Dog person","No","Yes","5'7","Strongly agree"
"2022/12/01 2:53:35 PM AST","2025","Female","White","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Yale","Dog person","Yes","Yes","5'3","Somewhat agree"
"2022/12/01 2:55:03 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","I am not eligible to vote","Yes, slightly more attractive","NYU","Dog person","No","Prefer not to answer","6'0","Unsure"
"2022/12/01 2:55:08 PM AST","2024","Female","Asian","Physical Sciences (including math, computer science)","No","No, slightly less attractive","mit","Dog person","Prefer not to answer","Prefer not to answer","5'4","Prefer not to answer"
"2022/12/01 2:55:10 PM AST","2026","Male","White","Humanities/Arts","No","Yes, slightly more attractive","harvard, yale","Dog person","No","Yes","5'9","Unsure"
"2022/12/01 2:56:49 PM AST","2025","Male","Hispanic;Middle Eastern or North African","Life Sciences;Social Sciences (including economics, CLPS)","Yes, in Rhode Island, which is not my home state","Yes, significantly more attractive","Yale","Dog person","Yes","Yes","6'2","Somewhat agree"
"2022/12/01 2:59:08 PM AST","2024","Female","Asian","Life Sciences","No","Prefer not to answer","Amherst","Dog person","No","Yes","5'5","Somewhat agree"
"2022/12/01 2:59:24 PM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Prefer not to answer","Yale","Dog person","Yes","Yes","5'8","Strongly disagree"
"2022/12/01 2:59:39 PM AST","2024","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, in Rhode Island, which is my home state","No, slightly less attractive","University of Southern California ","Dog person","No","Yes","5'0","Strongly agree"
"2022/12/01 3:01:28 PM AST","2026","Male","South Asian","Physical Sciences (including math, computer science)","I am not eligible to vote","Prefer not to answer","Stanford","Dog person","No","Prefer not to answer","5'8","Strongly agree"
"2022/12/01 3:02:07 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","No","Yes, slightly more attractive","Wesleyan university","Dog person","No","Yes","5'7","Strongly agree"
"2022/12/01 3:05:26 PM AST","2025","Non-binary","White","Physical Sciences (including math, computer science)","No","Yes, significantly more attractive","Stanford","Dog person","No","Yes","6'1","Strongly agree"
"2022/12/01 3:10:39 PM AST","2025","Female","White","Life Sciences;Social Sciences (including economics, CLPS)","Yes, in Rhode Island, which is my home state","Yes, slightly more attractive","Queens University ","Dog person","No","Yes","5'3","Somewhat disagree"
"2022/12/01 3:12:20 PM AST","2025","Female","Hispanic","Life Sciences","Yes, in a state other than Rhode Island","Yes, slightly more attractive","UC Davis","Dog person","No","Yes","5'4","Somewhat agree"
"2022/12/01 3:13:55 PM AST","2026","Non-binary","Asian;White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","No, slightly less attractive","MIT","Cat person","Yes","Yes","5'8","Somewhat agree"
"2022/12/01 3:16:03 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","I am not eligible to vote","No, significantly less attractive","na","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2022/12/01 3:17:40 PM AST","2024","Female","Hispanic","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, slightly more attractive","University of Florida","Dog person","No","Yes","5'4","Strongly agree"
"2022/12/01 3:21:05 PM AST","2024","Male","Hispanic;White","Life Sciences","No","Yes, slightly more attractive","Harvard","Dog person","Yes","Yes","5'9","Strongly agree"
"2022/12/01 3:23:22 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No","Yes, slightly more attractive","Stanford","Dog person","No","Yes","5'8","Prefer not to answer"
"2022/12/01 3:24:36 PM AST","2026","Non-binary","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","idk","Dog person","No","No","6'2","Somewhat agree"
"2022/12/01 3:25:40 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","No","No, significantly less attractive","Stanford","Dog person","No","No","5'8","Somewhat agree"
"2022/12/01 3:26:38 PM AST","2025","Female","White","Life Sciences","No","Yes, slightly more attractive","Yale","Cat person","No","Yes","5'4","Somewhat disagree"
"2022/12/01 3:29:11 PM AST","2024","Male","Asian","Life Sciences;Physical Sciences (including math, computer science)","No","Yes, slightly more attractive","MIT","Dog person","No","No","5'10","Somewhat agree"
"2022/12/01 3:30:37 PM AST","2025","Female","Native American/Alaska Native","Prefer not to answer","Yes, in Rhode Island, which is not my home state","Yes, slightly more attractive","jjlhkbroiwn","Cat person","No","Prefer not to answer","5'2","Unsure"
"2022/12/01 3:34:53 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","No","Prefer not to answer","I wouldn't go to college","Dog person","No","Prefer not to answer","5'11","Strongly agree"
"2022/12/01 3:35:35 PM AST","2025","Female","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","No","Yes, slightly more attractive","Harvard","Dog person","Yes","Yes","5'5","Somewhat agree"
"2022/12/01 3:39:13 PM AST","2025","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Prefer not to answer","Amherst College","Cat person","No","Yes","5'8","Somewhat agree"
"2022/12/01 3:40:19 PM AST","2025","Female","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, in a state other than Rhode Island","Yes, significantly more attractive","I need Brown.","Cat person","No","Yes","5'3","Strongly agree"
"2022/12/01 3:47:20 PM AST","2025","Female","Black;Hispanic","Life Sciences","No","Prefer not to answer","Stanford","Dog person","No","No","5'4","Somewhat disagree"
"2022/12/01 3:48:49 PM AST","2026","Female","White","Physical Sciences (including math, computer science)","I am not eligible to vote","Yes, slightly more attractive","Stanford","Dog person","Prefer not to answer","No","5'10","Unsure"
"2022/12/01 3:50:30 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, slightly more attractive","princeton","Cat person","No","Prefer not to answer","5'11","Somewhat agree"
