"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","How old are you?","How has your political ideology changed since coming to Brown?","What do you think is the median household income in the U.S.?","To what extent do you agree with the following statement: 
Shared religious beliefs are important for a successful romantic relationship.","Do you want to get married?","Do you want to be a stay-at-home parent?","How many siblings do you have?","Check all that apply:","What is the maximum age of a person you would be in a romantic relationship with?","Have you ever been physically intimate with someone in a non-dorm Brown building?","Consider the following hypothetical scenario:
A runaway trolley is headed down a railway track. On its current path, it will run over and kill 5 people. If you pull a lever, you can divert its path to run over and kill 1 person instead.
What do you do?"
"2024/04/10 2:41:54 PM AST","2024","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","","I have become more liberal","","Somewhat disagree","Yes","I don't plan to be a parent","2","I have (an) older sibling(s);I have (a) younger sibling(s)","","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 2:46:56 PM AST","2027","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science)","19","I have become more conservative","70000","Somewhat agree","No","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:47:02 PM AST","2025","Woman","White","Humanities/Arts","21","My political ideology has not changed","","Somewhat disagree","Unsure","Unsure","2","I have (a) younger sibling(s)","25","Yes","Unsure"
"2024/04/10 2:48:07 PM AST","2027","Man","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","21","My political ideology has not changed","38000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","25","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 2:48:53 PM AST","2027","Woman","White","Humanities/Arts","19","I have become more liberal","250","Unsure","Yes","No","1","I have (a) younger sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:50:06 PM AST","2027","Man","Asian","Social Sciences (including economics, CLPS)","18","I have become more conservative","80000","Somewhat disagree","Yes","No","2","I have (a) younger sibling(s)","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:52:01 PM AST","2027","Man","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","19","My political ideology has not changed","","Somewhat agree","Yes","I don't plan to be a parent","2","I have (an) older sibling(s);I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:52:03 PM AST","2024","Man","Hispanic or Latino","Social Sciences (including economics, CLPS)","22","My political ideology has not changed","40000","Strongly agree","Yes","No","2","I have (a) younger sibling(s)","27","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:53:47 PM AST","2024","Man","White","Social Sciences (including economics, CLPS)","21","I have become more liberal","60000","Strongly agree","Yes","No","1","I have (an) older sibling(s)","24","Yes","Unsure"
"2024/04/10 2:54:11 PM AST","2027","Man","White","Life Sciences;Physical Sciences (including math, computer science)","18","My political ideology has not changed","70000","Somewhat disagree","Yes","No","2","I have (a) younger sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:54:29 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","20","I have become more liberal","50000","Somewhat disagree","Yes","Yes","1","I have (a) younger sibling(s)","23","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 2:56:08 PM AST","2026","Woman","Asian","Life Sciences","20","I have become more conservative","70000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:58:37 PM AST","2026","Man","Asian;White","Physical Sciences (including math, computer science)","19","I have become more liberal","50000","Somewhat disagree","Yes","Unsure","0","I have no siblings","21","No","Unsure"
"2024/04/10 2:59:26 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","20","Unsure","30000","Strongly agree","Yes","No","0","I have no siblings","23","No","Unsure"
"2024/04/10 2:59:46 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","20","My political ideology has not changed","57000","Unsure","Yes","No","0","I have no siblings","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:01:15 PM AST","2024","Man","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","","My political ideology has not changed","60000","Strongly agree","Yes","No","2","I have (a) younger sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:03:44 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","21","My political ideology has not changed","55000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","23","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 3:04:42 PM AST","2024","Woman","Asian","Physical Sciences (including math, computer science)","22","My political ideology has not changed","","Unsure","Yes","No","1","I have (a) younger sibling(s)","30","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:06:20 PM AST","2024","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","22","My political ideology has not changed","75000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:08:31 PM AST","2026","Woman","Asian;White","Physical Sciences (including math, computer science)","19","My political ideology has not changed","12000","Somewhat agree","Yes","Unsure","1","I have (an) older sibling(s)","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:10:47 PM AST","2027","Woman","Middle Eastern or North African","Physical Sciences (including math, computer science)","19","My political ideology has not changed","60000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","21","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:14:01 PM AST","2027","Man","White","Social Sciences (including economics, CLPS)","18","My political ideology has not changed","60000","Strongly disagree","Yes","I don't plan to be a parent","1","I have (a) younger sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:14:06 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","19","Unsure","90000","Somewhat agree","Yes","No","3","I am a twin or triplet;I have (an) older sibling(s);I have (a) younger sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:16:58 PM AST","2027","Woman","White","Physical Sciences (including math, computer science)","19","My political ideology has not changed","80000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:17:06 PM AST","2027","Woman","Asian;Native Hawaiian or Pacific Islander","Physical Sciences (including math, computer science)","19","My political ideology has not changed","90000","Somewhat agree","Unsure","No","0","I have no siblings","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:27:18 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","20","Unsure","40000","Somewhat disagree","Yes","Yes","1","I have (an) older sibling(s)","","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:29:24 PM AST","2027","Woman","Asian","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science)","19","I have become more conservative","80000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","22","No","Unsure"
"2024/04/10 3:29:28 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","","I have become more liberal","80000","Strongly agree","Yes","No","2","I am a twin or triplet;I have (a) younger sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:31:28 PM AST","2027","Woman","Asian","Humanities/Arts","18","My political ideology has not changed","7000","Strongly agree","Yes","No","0","I have no siblings","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:33:34 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","17","My political ideology has not changed","72000","Somewhat agree","Yes","No","0","I have no siblings","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:37:09 PM AST","2024","Woman","Hispanic or Latino","Life Sciences","22","I have become more liberal","70000","Unsure","Yes","No","1","I have (an) older sibling(s)","25","No","Unsure"
"2024/04/10 3:41:13 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","20","My political ideology has not changed","100000","Somewhat agree","Yes","I don't plan to be a parent","1","I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:43:04 PM AST","2027","Man","Hispanic or Latino","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","19","My political ideology has not changed","70000","Unsure","Yes","No","1","I have (a) younger sibling(s)","21","No","Unsure"
"2024/04/10 3:46:10 PM AST","2026","Non-binary","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","40000","Strongly disagree","No","No","0","I have no siblings","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 3:48:37 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","20","I have become more conservative","50000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 10:17:34 AM AST","2027","Woman","White","Life Sciences","18","My political ideology has not changed","50000","Strongly agree","Yes","No","1","I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 10:19:31 AM AST","2027","Woman","White","Life Sciences","18","My political ideology has not changed","50000","Somewhat agree","Yes","No","3","I am a twin or triplet;I have (an) older sibling(s);I have (a) younger sibling(s)","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 10:19:44 AM AST","2027","Woman","Hispanic or Latino;White","Life Sciences","19","My political ideology has not changed","","Somewhat agree","Yes","No","2","I have (a) younger sibling(s)","21","No","Unsure"
"2024/04/11 10:21:01 AM AST","2024","Woman","Asian","Life Sciences;Physical Sciences (including math, computer science)","21","My political ideology has not changed","70000","Strongly agree","Yes","Unsure","0","I have no siblings","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 10:22:26 AM AST","2027","Woman","White","Life Sciences","19","My political ideology has not changed","60000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 10:24:39 AM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","80000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","23","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 10:25:58 AM AST","2025","Woman","Asian","Social Sciences (including economics, CLPS)","20","Unsure","90000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","25","No","Unsure"
"2024/04/11 10:27:22 AM AST","2026","Woman","Asian","Humanities/Arts","19","My political ideology has not changed","60000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 10:28:53 AM AST","2025","Woman","White","Humanities/Arts","20","My political ideology has not changed","50000","Somewhat disagree","Yes","Yes","2","I have (a) younger sibling(s)","40","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 10:31:03 AM AST","2025","Woman","White","Social Sciences (including economics, CLPS)","21","I have become more liberal","60000","Somewhat agree","Yes","No","0","I have no siblings","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:06:14 AM AST","2027","Man;Non-binary","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","18","I have become more liberal","","Somewhat agree","Unsure","No","0","I have no siblings","21","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 11:08:57 AM AST","2025","Woman","Asian","Physical Sciences (including math, computer science)","","I have become more conservative","50000","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:10:41 AM AST","2025","Woman","Middle Eastern or North African;White","Social Sciences (including economics, CLPS)","20","My political ideology has not changed","50000","Somewhat agree","Yes","No","2","I am a twin or triplet;I have (a) younger sibling(s)","35","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:15:49 AM AST","2027","Man","Asian","Life Sciences;Social Sciences (including economics, CLPS)","18","My political ideology has not changed","80000","Somewhat disagree","Yes","No","1","I am a twin or triplet","20","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:16:11 AM AST","2025","Man","Prefer not to answer","Physical Sciences (including math, computer science)","20","My political ideology has not changed","50000","Somewhat agree","Yes","Unsure","2","I have (a) younger sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:18:29 AM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","45000","Somewhat disagree","Yes","No","0","I have no siblings","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:23:49 AM AST","2024","Woman","White","Life Sciences;Physical Sciences (including math, computer science)","22","My political ideology has not changed","5","Strongly agree","Yes","Unsure","1","I have (an) older sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:27:29 AM AST","2026","Man","Asian;Black;White","Humanities/Arts;Physical Sciences (including math, computer science)","20","I have become more liberal","57000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:33:50 AM AST","2024.5","Woman","Black","Life Sciences","22","I have become more liberal","65000","Strongly agree","Yes","No","0","I have no siblings","26","No","Unsure"
"2024/04/11 11:38:38 AM AST","2026","Man","White","Life Sciences","19","My political ideology has not changed","40000","Strongly disagree","Yes","No","1","I have (a) younger sibling(s)","21","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 11:42:09 AM AST","2025","Man","Asian;White","Humanities/Arts;Physical Sciences (including math, computer science)","21","My political ideology has not changed","35000","Strongly disagree","Yes","No","1","I have (a) younger sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:42:17 AM AST","2026","Woman","White","Physical Sciences (including math, computer science)","21","I have become more conservative","","Somewhat agree","Yes","Yes","3","I have (an) older sibling(s);I have (a) younger sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:44:09 AM AST","2026","Woman","Black","Physical Sciences (including math, computer science)","","Prefer not to answer","75000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:46:20 AM AST","2025","Woman","Asian","Life Sciences;Social Sciences (including economics, CLPS)","20","I have become more liberal","30000","Unsure","Yes","No","2","I have (an) older sibling(s)","25","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 11:49:38 AM AST","2026","Woman","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","20","My political ideology has not changed","65000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:50:35 AM AST","2027","Man","White","Physical Sciences (including math, computer science)","20","My political ideology has not changed","55000","Somewhat agree","Yes","Unsure","0","I have no siblings","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:51:53 AM AST","2026","Man","White","Physical Sciences (including math, computer science)","","My political ideology has not changed","40000","Strongly disagree","Unsure","I don't plan to be a parent","3","I have (an) older sibling(s)","25","No","Prefer not to answer"
"2024/04/11 11:52:10 AM AST","2024","Man","White","Physical Sciences (including math, computer science)","23","I have become more liberal","45000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","30","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:54:10 AM AST","2025","Woman","White","Physical Sciences (including math, computer science)","21","My political ideology has not changed","41000","Somewhat agree","Yes","No","2","I have (a) younger sibling(s)","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:54:10 AM AST","2027","Man","Asian","Prefer not to answer","","Prefer not to answer","","Unsure","Yes","Unsure","1","I have (a) younger sibling(s)","","Prefer not to answer","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:54:20 AM AST","2027","Woman","Asian","Life Sciences","18","I have become more liberal","60000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","19","No","Unsure"
"2024/04/11 11:54:34 AM AST","2025","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","20","I have become more conservative","55000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s)","23","Yes","Prefer not to answer"
"2024/04/11 11:55:23 AM AST","2024","Man","White","Social Sciences (including economics, CLPS)","21","I have become more conservative","60000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","30","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:56:06 AM AST","2026","Woman","Asian","Physical Sciences (including math, computer science)","","My political ideology has not changed","","Strongly agree","Yes","No","1","I have (an) older sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:57:31 AM AST","2027","Man","White","Social Sciences (including economics, CLPS)","18","I have become more conservative","58000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:58:23 AM AST","2027","Man","Black","Humanities/Arts","19","I have become more liberal","85000","Somewhat disagree","Unsure","No","5+","I have (an) older sibling(s);I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 11:59:03 AM AST","2026","Non-binary","Hispanic or Latino","Physical Sciences (including math, computer science)","19","I have become more liberal","","Somewhat disagree","Yes","I don't plan to be a parent","0","I have no siblings","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:00:02 PM AST","2024","Woman","White","Physical Sciences (including math, computer science)","21","My political ideology has not changed","36000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:00:51 PM AST","2024","Man","Asian","Physical Sciences (including math, computer science)","22","My political ideology has not changed","42000","Strongly agree","Yes","Unsure","1","I have (an) older sibling(s)","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:01:57 PM AST","2025","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","20","My political ideology has not changed","70000","Somewhat disagree","Yes","Unsure","0","I have no siblings","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:03:04 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","21","My political ideology has not changed","30000","Somewhat agree","Yes","Unsure","1","I have (an) older sibling(s)","28","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 12:04:35 PM AST","2027","Woman","White","Social Sciences (including economics, CLPS)","18","My political ideology has not changed","80000","Somewhat agree","Unsure","No","0","I have no siblings","21","No","Prefer not to answer"
"2024/04/11 12:05:18 PM AST","2027","Woman","Asian;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","20","Prefer not to answer","50000","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","25","No","Unsure"
"2024/04/11 12:09:33 PM AST","2025","Non-binary","White","Humanities/Arts","20","I have become more liberal","40000","Somewhat agree","Unsure","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:11:26 PM AST","2025","Non-binary","Hispanic or Latino;White","Humanities/Arts","21","I have become more liberal","40000","Somewhat disagree","Unsure","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:11:27 PM AST","2025","Woman","White","Social Sciences (including economics, CLPS)","21","I have become more liberal","60000","Somewhat disagree","Yes","No","2","I have (a) younger sibling(s)","24","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 12:21:26 PM AST","2025","Woman","Asian","Life Sciences","20","Unsure","","Somewhat agree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","29","Yes","Unsure"
"2024/04/11 12:23:16 PM AST","2024","Woman","Asian","Life Sciences","22","My political ideology has not changed","60000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","25","No","Unsure"
"2024/04/11 12:25:24 PM AST","2027","Woman","Asian","Humanities/Arts","19","My political ideology has not changed","40000","Somewhat agree","Unsure","I don't plan to be a parent","2","I am a twin or triplet;I have (an) older sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:25:56 PM AST","2027","Man","Asian","Life Sciences","19","My political ideology has not changed","60000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","21","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 12:27:56 PM AST","2027","Man","Middle Eastern or North African;White","Life Sciences","19","I have become more liberal","50000","Strongly agree","Yes","I don't plan to be a parent","1","I have (a) younger sibling(s)","25","No","Unsure"
"2024/04/11 12:30:38 PM AST","2026","Woman","Asian;Hispanic or Latino","Humanities/Arts","19","My political ideology has not changed","60000","Somewhat agree","Yes","No","3","I have (a) younger sibling(s)","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:32:51 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","18","My political ideology has not changed","60000","Somewhat disagree","Yes","No","2","I am a twin or triplet;I have (an) older sibling(s);I have (a) younger sibling(s)","20","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 12:35:58 PM AST","2027","Man","Black","Social Sciences (including economics, CLPS)","18","My political ideology has not changed","45000","Somewhat agree","Yes","No","5+","I have (an) older sibling(s);I have (a) younger sibling(s)","24","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 12:36:13 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","18","Unsure","50000","Strongly agree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","20","No","Prefer not to answer"
"2024/04/11 12:41:10 PM AST","2027","Man","Middle Eastern or North African","Physical Sciences (including math, computer science)","18","My political ideology has not changed","60000","Somewhat agree","Yes","Unsure","1","I have (an) older sibling(s)","21","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 12:42:24 PM AST","2024","Non-binary","Black","Humanities/Arts","22","Unsure","75000","Somewhat disagree","Unsure","No","4","I have (an) older sibling(s)","27","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:42:34 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","18","My political ideology has not changed","100000","Strongly disagree","Yes","No","1","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:50:06 PM AST","2024","Woman","Middle Eastern or North African","Life Sciences","22","I have become more liberal","60000","Somewhat agree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","27","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:52:14 PM AST","2026","Woman","Asian;Black;White","Life Sciences;Physical Sciences (including math, computer science)","19","I have become more conservative","50000","Somewhat agree","Unsure","Unsure","2","I have (a) younger sibling(s)","21","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 12:52:17 PM AST","2026","Man","Asian","Life Sciences","19","Unsure","75000","Strongly agree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","20","Prefer not to answer","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:53:16 PM AST","2025","Man","Asian","Life Sciences","20","I have become more liberal","75000","Somewhat agree","Yes","Yes","2","I have (an) older sibling(s)","","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:56:12 PM AST","2024","Man","White","Life Sciences;Social Sciences (including economics, CLPS)","21","My political ideology has not changed","56000","Somewhat agree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:56:48 PM AST","2024","Woman","White","Social Sciences (including economics, CLPS)","23","My political ideology has not changed","70000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","28","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 12:58:27 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","","My political ideology has not changed","","Strongly agree","Yes","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:00:01 PM AST","2027","Woman","White","Humanities/Arts","18","I have become more liberal","38000","Somewhat agree","Unsure","I don't plan to be a parent","2","I have (an) older sibling(s);I have (a) younger sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:00:46 PM AST","2024","Woman","Native American or Alaska Native;White","Social Sciences (including economics, CLPS)","23","My political ideology has not changed","80000","Strongly agree","Yes","No","1","I have (an) older sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:02:52 PM AST","2027","Man","Asian;White","Humanities/Arts;Physical Sciences (including math, computer science)","19","I have become more conservative","200000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","21","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 1:03:02 PM AST","2024","Woman","Asian","Humanities/Arts;Life Sciences","22","I have become more liberal","60000","Somewhat disagree","Unsure","Unsure","3","I have (an) older sibling(s)","30","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:05:34 PM AST","2026","Woman","Middle Eastern or North African","Life Sciences","20","My political ideology has not changed","65000","Strongly agree","Yes","Unsure","1","I have (a) younger sibling(s)","25","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 1:06:43 PM AST","2025","Man","White","Life Sciences;Social Sciences (including economics, CLPS)","21","I have become more liberal","34000","Unsure","Yes","No","0","I have no siblings","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:08:28 PM AST","2024","Woman","Black","Humanities/Arts","22","I have become more liberal","60000","Somewhat agree","No","I don't plan to be a parent","1","I am a twin or triplet","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:13:15 PM AST","2025","Woman","White","Humanities/Arts","21","My political ideology has not changed","52000","Unsure","Yes","No","2","I have (an) older sibling(s)","24","No","Prefer not to answer"
"2024/04/11 1:19:18 PM AST","2024","Man","White","Humanities/Arts","22","I have become more liberal","60000","Somewhat disagree","Unsure","No","1","I am a twin or triplet","24","Yes","Unsure"
"2024/04/11 1:19:21 PM AST","2024","Woman","White","Humanities/Arts","21","Unsure","40000","Somewhat agree","Yes","No","3","I am a twin or triplet;I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:21:09 PM AST","2025.5","Man","Asian","Physical Sciences (including math, computer science)","","Unsure","","Strongly agree","No","No","2","I have (a) younger sibling(s)","","No","Unsure"
"2024/04/11 1:21:15 PM AST","2026","Woman","White","Life Sciences","20","I have become more liberal","100000","Strongly agree","Yes","Unsure","3","I have (an) older sibling(s);I have (a) younger sibling(s)","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:21:58 PM AST","2027","Man","Asian;White","Physical Sciences (including math, computer science)","19","My political ideology has not changed","80000","Somewhat agree","Yes","Unsure","1","I have (an) older sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:22:39 PM AST","2027","Man","White","Social Sciences (including economics, CLPS)","19","My political ideology has not changed","80000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","30","Prefer not to answer","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:23:47 PM AST","2027","Man","Asian","Life Sciences","","My political ideology has not changed","","Somewhat disagree","Yes","I don't plan to be a parent","1","I have (a) younger sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:26:43 PM AST","2024","Non-binary","Hispanic or Latino;White","Physical Sciences (including math, computer science)","21","I have become more liberal","40000","Strongly disagree","No","I don't plan to be a parent","2","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:26:53 PM AST","2025","Man","Asian;White","Physical Sciences (including math, computer science)","21","I have become more liberal","60000","Somewhat disagree","Yes","Unsure","1","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:29:13 PM AST","2024","Woman","Asian","Humanities/Arts","23","Unsure","75000","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","28","Yes","I would pull the lever, diverting the trolley’s path"
