"Timestamp","What is your current graduation year?","What is your (intended) concentration area(s)?","How would you describe your gender identity? Check all that apply.","Which of the following do you consider yourself to be?","How would you describe your race and ethnicity? Check all that apply.","Do you participate in athletics at Brown? Select all that apply.","How would you describe your political views?","Would you drop out of Brown for a million dollars? (You cannot enroll elsewhere)","To what extent do you agree with the following statement: Our country needs to reduce political correctness and cancel culture.","Which would you rather have guaranteed upon graduation?","Have you ever ended a friendship over a difference in political opinion?","Do you consider yourself neurodivergent?","How serious a problem do you think illegal immigration is for the United States right now?","To what extent do you agree with the following statement: I feel satisfied with my social experience at Brown.","Would you rather die now or live forever?"
"2024/11/20 12:13:08 PM EST","2027","Humanities/Arts;Physical Sciences (including math, computer science)","Man","Straight","Asian","Yes, club athletics","Moderate","Yes","Somewhat agree","Dream job","Unsure","Unsure","Unsure","Somewhat agree","Live forever"
"2024/11/20 12:13:57 PM EST","2027","Social Sciences (including economics, CLPS)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Prefer not to answer"
"2024/11/20 12:16:25 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly disagree","Die now"
"2024/11/20 12:16:54 PM EST","2027","Life Sciences","Man","Gay","Middle Eastern or North African;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Yes","Yes","Not at all serious","Somewhat agree","Live forever"
"2024/11/20 12:17:25 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Asian;White","No, I do not participate in varsity or club athletics","Moderate","No","Strongly agree","Ideal romantic partner","No","No","Not at all serious","Somewhat agree","Live forever"
"2024/11/20 12:18:31 PM EST","2025","Life Sciences","Woman","Straight","Asian;Black;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","Yes","No","Not too serious","Strongly agree","Prefer not to answer"
"2024/11/20 12:18:57 PM EST","2027","Life Sciences","Woman","Bisexual","Asian;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Yes","No","Somewhat serious","Somewhat agree","Live forever"
"2024/11/20 12:20:37 PM EST","2025","Life Sciences;Social Sciences (including economics, CLPS)","Woman","Straight","Asian;White","Yes, club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Very serious","Somewhat agree","Live forever"
"2024/11/20 12:36:58 PM EST","2026","Physical Sciences (including math, computer science)","Woman","Straight;Questioning","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","Unsure","Yes","Not too serious","Somewhat agree","Die now"
"2024/11/20 12:38:28 PM EST","2028","Life Sciences;Physical Sciences (including math, computer science)","Woman","Prefer not to answer","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Unsure","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 12:39:12 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Bisexual","Asian;Native Hawaiian or Pacific Islander;White","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/20 12:40:08 PM EST","2028","Humanities/Arts","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Strongly disagree","Dream job","No","No","Somewhat serious","Somewhat agree","Prefer not to answer"
"2024/11/20 12:40:14 PM EST","2028","Social Sciences (including economics, CLPS)","Man","Straight","Asian","Yes, club athletics","Conservative","No","Strongly agree","Dream job","No","No","Unsure","Strongly agree","Live forever"
"2024/11/20 12:41:08 PM EST","2026","Physical Sciences (including math, computer science)","Man","Straight","Black","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/20 12:42:36 PM EST","2026","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Yes","Yes","Not too serious","Somewhat agree","Live forever"
"2024/11/20 12:43:45 PM EST","2027","Humanities/Arts;Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","Yes","Unsure","Somewhat agree","Die now"
"2024/11/20 12:44:07 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Conservative","No","Somewhat agree","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Live forever"
"2024/11/20 12:44:12 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Prefer not to answer"
"2024/11/20 12:47:28 PM EST","2028","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian;White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","No","No","Not at all serious","Strongly agree","Die now"
"2024/11/20 12:50:53 PM EST","2027","Social Sciences (including economics, CLPS)","Woman","Bisexual","Middle Eastern or North African;White","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Dream job","No","Yes","Not at all serious","Strongly agree","Live forever"
"2024/11/20 12:52:42 PM EST","2028","Humanities/Arts;Social Sciences (including economics, CLPS)","Man","Straight","Black","Yes, club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 12:53:19 PM EST","2027","Life Sciences;Social Sciences (including economics, CLPS)","Man","Gay","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Unsure","Yes","Very serious","Somewhat agree","Die now"
"2024/11/20 12:54:08 PM EST","2027","Physical Sciences (including math, computer science)","Woman","Straight","Asian;Hispanic or Latino","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","Yes","No","Not at all serious","Strongly agree","Die now"
"2024/11/20 12:54:42 PM EST","2026","Physical Sciences (including math, computer science)","Woman","Bisexual;Questioning","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Die now"
"2024/11/20 12:55:30 PM EST","2027","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Strongly disagree","Ideal romantic partner","No","No","Not at all serious","Somewhat agree","Live forever"
"2024/11/20 12:56:35 PM EST","2028","Physical Sciences (including math, computer science)","Man","Bisexual","Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Unsure","No","Somewhat disagree","Ideal romantic partner","No","Yes","Very serious","Somewhat agree","Live forever"
"2024/11/20 12:57:14 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","Yes","Somewhat agree","Dream job","No","Unsure","Not too serious","Somewhat agree","Die now"
"2024/11/20 12:57:36 PM EST","2027","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Live forever"
"2024/11/20 12:58:00 PM EST","2028","Prefer not to answer","Man","Straight","Asian","Yes, club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Somewhat serious","Strongly agree","Prefer not to answer"
"2024/11/20 12:58:03 PM EST","2028","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","Prefer not to answer","Somewhat agree","Dream job","No","Unsure","Somewhat serious","Somewhat agree","Live forever"
"2024/11/20 12:58:40 PM EST","2027","Physical Sciences (including math, computer science)","Woman","Bisexual","Asian","No, I do not participate in varsity or club athletics","Moderate","Yes","Somewhat agree","Dream job","No","Yes","Somewhat serious","Somewhat disagree","Live forever"
"2024/11/20 12:59:05 PM EST","2028","Humanities/Arts","Woman","Straight","Hispanic or Latino","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Somewhat serious","Strongly agree","Prefer not to answer"
"2024/11/20 12:59:07 PM EST","2028","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian","Yes, club athletics","Very liberal","No","Somewhat disagree","Dream job","Unsure","No","Not too serious","Strongly agree","Die now"
"2024/11/20 1:00:27 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Black","Yes, club athletics","Very conservative","Yes","Strongly agree","Dream job","No","No","Very serious","Somewhat agree","Live forever"
"2024/11/20 1:01:52 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat disagree","Ideal romantic partner","No","Unsure","Not too serious","Strongly agree","Die now"
"2024/11/20 1:07:36 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","No","Strongly agree","Dream job","No","No","Very serious","Somewhat agree","Live forever"
"2024/11/20 1:08:09 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/20 1:15:34 PM EST","2028","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Unsure","No","Prefer not to answer","Dream job","No","Unsure","Unsure","Unsure","Live forever"
"2024/11/20 1:16:03 PM EST","2028","Humanities/Arts;Physical Sciences (including math, computer science)","Non-binary","Bisexual;Queer","Asian","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","Unsure","Unsure","Not at all serious","Strongly agree","Live forever"
"2024/11/20 1:26:19 PM EST","2028","Life Sciences","Man","Straight","White","No, I do not participate in varsity or club athletics","Very conservative","No","Strongly agree","Ideal romantic partner","No","Unsure","Very serious","Strongly disagree","Live forever"
"2024/11/20 1:28:45 PM EST","2028","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2024/11/20 1:31:15 PM EST","2027","Life Sciences;Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Somewhat serious","Strongly agree","Die now"
"2024/11/20 1:32:11 PM EST","2028","Humanities/Arts;Life Sciences","Woman","Straight","Middle Eastern or North African","Yes, club athletics","Conservative","Yes","Strongly agree","Dream job","No","Unsure","Not too serious","Somewhat disagree","Live forever"
"2024/11/20 1:36:47 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","Yes","Yes","Not too serious","Somewhat disagree","Prefer not to answer"
"2024/11/20 1:36:48 PM EST","2028","Life Sciences","Non-binary","Bisexual","Asian;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","Yes","No","Not too serious","Strongly agree","Die now"
"2024/11/20 1:39:49 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman;Non-binary","Straight","Black","No, I do not participate in varsity or club athletics","Very liberal","No","Strongly disagree","Ideal romantic partner","Yes","Yes","Not too serious","Somewhat agree","Die now"
"2024/11/20 1:40:23 PM EST","2028","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Questioning","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","Unsure","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 1:45:47 PM EST","2028","Humanities/Arts","Woman","Straight","White","Yes, club athletics","Moderate","No","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/20 1:47:12 PM EST","2026","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Black;White","Yes, club athletics","Liberal","No","Somewhat disagree","Ideal romantic partner","Unsure","Yes","Not too serious","Strongly agree","Die now"
"2024/11/20 1:51:10 PM EST","2028","Humanities/Arts","Man","Straight","Asian;Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","No","No","Somewhat serious","Strongly agree","Die now"
"2024/11/20 1:52:44 PM EST","2028","Life Sciences","Woman","Prefer not to answer","White","Yes, club athletics","Moderate","Yes","Strongly agree","Dream job","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/20 1:53:09 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","No","Yes","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 1:55:45 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Conservative","No","Strongly agree","Ideal romantic partner","No","No","Not too serious","Strongly agree","Die now"
"2024/11/20 1:55:52 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","No","No","Not too serious","Strongly agree","Die now"
"2024/11/20 1:56:30 PM EST","2028","Prefer not to answer","Man","Prefer not to answer","White","No, I do not participate in varsity or club athletics","Very liberal","No","Strongly agree","Dream job","No","Yes","Not too serious","Somewhat disagree","Live forever"
"2024/11/20 1:56:59 PM EST","2028","Life Sciences","Prefer not to answer","Bisexual","Asian","Yes, varsity athletics","Liberal","Yes","Strongly agree","Dream job","Unsure","Yes","Somewhat serious","Somewhat agree","Prefer not to answer"
"2024/11/20 1:57:03 PM EST","2026","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","No","Unsure","Not at all serious","Somewhat agree","Live forever"
"2024/11/20 1:57:39 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","No","No","Not too serious","Somewhat disagree","Live forever"
"2024/11/20 1:58:02 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","Yes","Yes","Not at all serious","Strongly agree","Die now"
"2024/11/20 1:59:12 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Somewhat serious","Somewhat disagree","Live forever"
"2024/11/20 1:59:38 PM EST","2027","Humanities/Arts;Physical Sciences (including math, computer science)","Man","Straight","Middle Eastern or North African","No, I do not participate in varsity or club athletics","Conservative","No","Strongly agree","Dream job","No","Yes","Unsure","Strongly agree","Live forever"
"2024/11/20 2:07:37 PM EST","2027","Humanities/Arts;Life Sciences","Woman","Queer","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","Yes","Unsure","Unsure","Strongly agree","Live forever"
"2024/11/20 2:07:44 PM EST","2028","Humanities/Arts","Man","Bisexual","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","Yes","No","Not too serious","Strongly agree","Live forever"
"2024/11/20 2:08:07 PM EST","2025","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Lesbian;Queer","Hispanic or Latino","No, I do not participate in varsity or club athletics","Very liberal","No","Strongly disagree","Prefer not to answer","Yes","No","Not at all serious","Somewhat agree","Die now"
"2024/11/20 2:10:29 PM EST","2026","Life Sciences;Physical Sciences (including math, computer science)","Woman","Bisexual;Queer","White","Yes, club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","Unsure","Yes","Somewhat serious","Somewhat agree","Live forever"
"2024/11/20 2:10:54 PM EST","2025","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Conservative","Yes","Strongly agree","Ideal romantic partner","No","No","Somewhat serious","Somewhat agree","Prefer not to answer"
"2024/11/20 2:11:33 PM EST","2026","Humanities/Arts;Physical Sciences (including math, computer science)","Woman","Prefer not to answer","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","No","Unsure","Not at all serious","Somewhat agree","Live forever"
"2024/11/20 2:14:44 PM EST","2027","Life Sciences","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 2:14:56 PM EST","2027","Life Sciences","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/20 2:17:14 PM EST","2028","Physical Sciences (including math, computer science)","Woman;Non-binary","Bisexual","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Ideal romantic partner","Unsure","Yes","Not at all serious","Strongly agree","Die now"
"2024/11/20 2:18:51 PM EST","2027","Humanities/Arts","Woman","Pansexual","White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat agree","Prefer not to answer","Unsure","No","Not at all serious","Somewhat agree","Prefer not to answer"
"2024/11/20 2:21:05 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","Hispanic or Latino","Yes, club athletics","Moderate","No","Somewhat disagree","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Live forever"
"2024/11/20 2:21:58 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","Native Hawaiian or Pacific Islander;White","Yes, club athletics","Moderate","Yes","Strongly agree","Dream job","No","Unsure","Somewhat serious","Strongly agree","Live forever"
"2024/11/20 2:23:46 PM EST","2026.5","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Straight","Black","Yes, club athletics","Liberal","No","Somewhat disagree","Dream job","No","No","Not at all serious","Somewhat disagree","Live forever"
"2024/11/20 2:29:30 PM EST","2025","Prefer not to answer","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Unsure","No","Strongly agree","Ideal romantic partner","No","No","Very serious","Unsure","Prefer not to answer"
"2024/11/20 2:32:16 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Straight","Asian;White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","No","No","Very serious","Strongly agree","Live forever"
"2024/11/20 2:33:28 PM EST","2027","Humanities/Arts;Life Sciences","Woman","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/20 2:33:45 PM EST","2027","Social Sciences (including economics, CLPS)","Woman","Straight","White","Yes, club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","Unsure","No","Not too serious","Strongly agree","Live forever"
"2024/11/20 2:35:51 PM EST","2026","Social Sciences (including economics, CLPS)","Woman","Bisexual","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","Yes","No","Not too serious","Somewhat agree","Live forever"
"2024/11/20 2:40:58 PM EST","2027","Life Sciences;Physical Sciences (including math, computer science)","Woman","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","Unsure","No","Not too serious","Strongly agree","Live forever"
"2024/11/20 2:51:38 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Dream job","No","No","Prefer not to answer","Strongly agree","Die now"
"2024/11/20 2:52:59 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Live forever"
"2024/11/20 2:53:15 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Ideal romantic partner","No","Unsure","Not too serious","Strongly disagree","Die now"
"2024/11/20 2:55:21 PM EST","2026","Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","Yes","Not at all serious","Strongly agree","Live forever"
"2024/11/20 2:55:21 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","No","Somewhat disagree","Ideal romantic partner","No","Unsure","Not too serious","Somewhat agree","Live forever"
"2024/11/20 2:55:26 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Bisexual","Hispanic or Latino","No, I do not participate in varsity or club athletics","Very liberal","No","Strongly agree","Dream job","No","No","Not at all serious","Somewhat agree","Live forever"
"2024/11/20 2:55:44 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","No","Unsure","Not too serious","Strongly agree","Live forever"
"2024/11/20 2:56:34 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","Yes","Somewhat agree","Dream job","No","No","Not at all serious","Strongly agree","Die now"
"2024/11/20 2:57:24 PM EST","2027","Physical Sciences (including math, computer science)","Woman","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Unsure","Somewhat agree","Prefer not to answer"
"2024/11/20 2:57:29 PM EST","2025","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Straight","Asian;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/20 2:57:49 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Dream job","No","No","Somewhat serious","Strongly agree","Die now"
"2024/11/20 2:59:07 PM EST","2024.5","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Strongly disagree","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/20 2:59:48 PM EST","2026","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","White","Yes, club athletics","Very liberal","No","Somewhat disagree","Ideal romantic partner","No","No","Not at all serious","Somewhat agree","Die now"
"2024/11/20 3:00:14 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Die now"
"2024/11/20 3:03:44 PM EST","2027","Humanities/Arts","Man","Queer","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","Yes","No","Not too serious","Strongly agree","Live forever"
"2024/11/20 3:03:56 PM EST","2027","Humanities/Arts;Social Sciences (including economics, CLPS)","Man","Gay;Bisexual","Asian;White","Yes, club athletics","Moderate","Yes","Strongly agree","Ideal romantic partner","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 3:07:06 PM EST","2025","Social Sciences (including economics, CLPS)","Woman","Queer","Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/20 3:07:47 PM EST","2025","Humanities/Arts","Non-binary","Queer","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Dream job","No","Unsure","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 3:10:31 PM EST","2028","Physical Sciences (including math, computer science)","Man","Bisexual","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Strongly agree","Dream job","No","Unsure","Not at all serious","Strongly agree","Live forever"
"2024/11/20 3:10:44 PM EST","2028","Humanities/Arts;Social Sciences (including economics, CLPS)","Man","Straight","Asian;Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Moderate","No","Strongly agree","Ideal romantic partner","No","Yes","Very serious","Somewhat agree","Live forever"
"2024/11/20 3:12:17 PM EST","2025","Humanities/Arts;Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/20 3:12:21 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","Black","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/20 3:12:23 PM EST","2027","Humanities/Arts;Physical Sciences (including math, computer science)","Woman","Straight","White","Yes, club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Unsure","Somewhat agree","Live forever"
"2024/11/20 3:15:03 PM EST","2025","Humanities/Arts;Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Strongly agree","Dream job","No","Unsure","Not too serious","Strongly agree","Live forever"
"2024/11/20 3:19:08 PM EST","2028","Humanities/Arts","Woman","Bisexual","Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat agree","Ideal romantic partner","Yes","No","Not too serious","Somewhat agree","Die now"
"2024/11/20 3:19:43 PM EST","2026","Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/20 3:24:18 PM EST","2027","Social Sciences (including economics, CLPS)","Woman","Bisexual","Asian;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Yes","No","Not too serious","Somewhat agree","Live forever"
"2024/11/20 3:25:47 PM EST","2025.5","Social Sciences (including economics, CLPS)","Man","Straight","Hispanic or Latino","No, I do not participate in varsity or club athletics","Liberal","Yes","Strongly agree","Dream job","No","Yes","Somewhat serious","Strongly agree","Die now"
"2024/11/20 3:27:11 PM EST","2027","Physical Sciences (including math, computer science)","Woman","Lesbian","White","Yes, varsity athletics","Very liberal","No","Somewhat agree","Ideal romantic partner","Unsure","No","Not at all serious","Strongly agree","Live forever"
"2024/11/20 3:27:12 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Asian;Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat disagree","Ideal romantic partner","No","No","Not at all serious","Strongly agree","Die now"
"2024/11/20 3:29:00 PM EST","2025","Social Sciences (including economics, CLPS)","Man;Non-binary","Bisexual;Queer","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Ideal romantic partner","Unsure","Unsure","Not at all serious","Strongly agree","Live forever"
"2024/11/20 3:29:16 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","No","Somewhat disagree","Dream job","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/20 3:30:12 PM EST","2026","Social Sciences (including economics, CLPS)","Man","Gay","Asian","No, I do not participate in varsity or club athletics","Moderate","Yes","Somewhat agree","Ideal romantic partner","No","No","Unsure","Somewhat agree","Live forever"
"2024/11/20 3:31:11 PM EST","2026","Physical Sciences (including math, computer science)","Woman","Straight","Black;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","Yes","No","Not too serious","Somewhat agree","Die now"
"2024/11/20 3:32:10 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","Unsure","No","Not too serious","Somewhat agree","Live forever"
"2024/11/20 3:32:48 PM EST","2028","Humanities/Arts;Life Sciences","Man","Straight","Asian","Yes, club athletics","Conservative","Yes","Somewhat agree","Dream job","No","No","Somewhat serious","Somewhat agree","Die now"
