"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Do you participate in athletics at Brown? Select all that apply.","To what extent are you informed about the Israel-Hamas War?","To what extent do you think the average Brown student is informed about the Israel-Hamas War?","Which of the following statements do you most agree with?","Have you ever considered transferring from Brown to another undergraduate institution? ","Do you have access to a credit or debit card that is paid for by a parent/guardian?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my religion on Brown’s campus.","Which of the following statements comes closest to your view?","How likely are you to donate money to Brown University or an affiliated organization in the future?","Would you date a first-year student at Brown?"
"2023/10/18 3:07:25 PM AST","2024","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Prefer not to answer","Somewhat unlikely","No"
"2023/10/18 3:08:45 PM AST","2026","Female","White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, varsity athletics","Somewhat informed","Very informed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:09:07 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is in decline","No","Yes","Somewhat disagree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","No"
"2023/10/18 3:09:32 PM AST","2026","Male","Hispanic","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics;Prefer not to answer","Somewhat informed","Somewhat informed","The United States of America is in decline","No","No","I do not actively practice a religion","Unsure","Somewhat likely","Yes"
"2023/10/18 3:11:20 PM AST","2024","Female","Middle Eastern or North African;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:11:49 PM AST","2024","Female","White","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, club athletics","Very informed","Very uninformed","The United States of America is not in decline","No","Yes","Strongly disagree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/18 3:13:16 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","Yes, club athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","Yes","Yes","Strongly disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/18 3:14:13 PM AST","2025","Female","Black;White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:15:16 PM AST","2026","Female","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/18 3:15:35 PM AST","2026","Male","Asian","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:17:16 PM AST","2026","Female","Middle Eastern or North African","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Very informed","Very uninformed","The United States of America is in decline","No","Yes","Somewhat disagree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:17:47 PM AST","2027","Female","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","Unsure","No","Yes","I do not actively practice a religion","Unsure","Somewhat likely","Yes"
"2023/10/18 3:19:00 PM AST","2026","Female","White","Physical Sciences (including math, computer science)","Yes, club athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","Unsure"
"2023/10/18 3:20:16 PM AST","2026","Female","Asian","Humanities/Arts","Yes, club athletics","Somewhat informed","Very informed","The United States of America is in decline","Yes","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:25:30 PM AST","2027","Female","Asian","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","Yes"
"2023/10/18 3:27:33 PM AST","2026","Female","White","Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Prefer not to answer","Somewhat likely","Unsure"
"2023/10/18 3:28:37 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:28:45 PM AST","2024","Female","Asian","Life Sciences;Social Sciences (including economics, CLPS)","Yes, club athletics","Somewhat informed","Very informed","The United States of America is in decline","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/18 3:28:59 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Somewhat uninformed","The United States of America is not in decline","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/18 3:33:09 PM AST","2025","Non-binary","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:34:10 PM AST","2026","Female","Asian","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:35:25 PM AST","2026","Female","Asian;White","Humanities/Arts;Life Sciences","Yes, club athletics","Somewhat uninformed","Somewhat uninformed","Unsure","No","Yes","Strongly agree","Unsure","Somewhat likely","No"
"2023/10/18 3:36:00 PM AST","2026","Female","Asian;Black","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:38:11 PM AST","2025","Male","Asian","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat informed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:43:05 PM AST","2026","Female","Black;White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat informed","Unsure","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:43:47 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics;Yes, intramural athletics","Somewhat uninformed","Very uninformed","The United States of America is in decline","No","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:43:53 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Very informed","Prefer not to answer","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:44:46 PM AST","2027","Female","Hispanic","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","Unsure","No","Yes","Strongly agree","Unsure","Unsure","Yes"
"2023/10/18 3:44:59 PM AST","2026","Male","Asian","Life Sciences;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:47:33 PM AST","2026","Male","White","Humanities/Arts;Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","No","Yes","I do not actively practice a religion","Unsure","Somewhat likely","Yes"
"2023/10/18 3:48:29 PM AST","2026","Male","White","Humanities/Arts","Yes, varsity athletics","Very informed","Very uninformed","Unsure","No","Yes","Somewhat disagree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Yes"
"2023/10/18 3:48:33 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics","Somewhat informed","Somewhat informed","Unsure","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/18 3:50:45 PM AST","2027","Male","Asian","Life Sciences","Yes, club athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","Unsure","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/18 3:51:18 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics","Very informed","Somewhat uninformed","The United States of America is not in decline","No","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/18 3:51:25 PM AST","2027","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat informed","Unsure","Yes","No","I do not actively practice a religion","Unsure","Somewhat unlikely","No"
"2023/10/18 3:52:55 PM AST","2025","Female","White","Humanities/Arts","Yes, intramural athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","Yes","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:55:55 PM AST","2024","Female","Asian","Humanities/Arts;Life Sciences","Yes, intramural athletics","Very uninformed","Somewhat uninformed","The United States of America is in decline","No","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 3:58:28 PM AST","2026","Male","Prefer not to answer","Life Sciences","Yes, club athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 3:58:57 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","Yes","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 10:11:51 AM AST","2027","Female","Asian","Life Sciences;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Very uninformed","Unsure","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/19 10:14:04 AM AST","2023.5","Male","Hispanic","Physical Sciences (including math, computer science)","Yes, intramural athletics","Somewhat informed","Very uninformed","The United States of America is in decline","No","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","Unsure"
"2023/10/19 10:17:48 AM AST","2027","Male","Black","Social Sciences (including economics, CLPS)","Yes, varsity athletics","Unsure","Very informed","Unsure","No","Yes","Strongly agree","Unsure","Somewhat unlikely","Yes"
"2023/10/19 10:20:07 AM AST","2027","Female","Hispanic","Life Sciences","Yes, intramural athletics","Somewhat uninformed","Somewhat informed","Unsure","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","Yes"
"2023/10/19 10:20:13 AM AST","2027","Female","Hispanic","Life Sciences","Yes, intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Yes"
"2023/10/19 10:21:16 AM AST","2024","Female","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","No"
"2023/10/19 10:21:33 AM AST","2024","Female","White","Life Sciences","Yes, varsity athletics","Very uninformed","Somewhat uninformed","The United States of America is in decline","Yes","Yes","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 10:22:29 AM AST","2024","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, club athletics;Yes, intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 10:23:16 AM AST","2027","Female","Black;Hispanic","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 10:24:40 AM AST","2027","Female","Native American or Alaska Native;White","Physical Sciences (including math, computer science)","Yes, club athletics","Very informed","Somewhat uninformed","Unsure","No","No","I do not actively practice a religion","Unsure","Very unlikely","Yes"
"2023/10/19 10:25:31 AM AST","2027","Male","Middle Eastern or North African","Life Sciences;Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","Prefer not to answer","No","Yes","Somewhat agree","Unsure","Very unlikely","Unsure"
"2023/10/19 10:26:36 AM AST","2027","Male","White","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat informed","The United States of America is not in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","Yes"
"2023/10/19 10:26:46 AM AST","2026","Male","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, club athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/19 10:27:57 AM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Very uninformed","The United States of America is in decline","No","No","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 10:28:46 AM AST","2024","Male","Black","Physical Sciences (including math, computer science)","Yes, club athletics","Very uninformed","Somewhat uninformed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/19 10:29:46 AM AST","2024","Male","Black;White","Humanities/Arts","Yes, varsity athletics","Very informed","Somewhat informed","The United States of America is not in decline","No","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 10:31:30 AM AST","2027","Male","Asian;Hispanic;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/19 10:36:42 AM AST","2025","Female","Asian","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","No","No","Somewhat agree","Unsure","Very unlikely","No"
"2023/10/19 10:40:31 AM AST","2026","Female","Asian;White","Life Sciences;Physical Sciences (including math, computer science)","Yes, varsity athletics","Somewhat uninformed","Somewhat informed","The United States of America is not in decline","No","No","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Unsure"
"2023/10/19 10:54:12 AM AST","2026","Female","Asian","Humanities/Arts;Life Sciences","Yes, club athletics","Somewhat uninformed","Somewhat informed","The United States of America is in decline","Yes","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 10:54:23 AM AST","2025","Female","White","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 11:07:22 AM AST","2025","Male","Middle Eastern or North African","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat informed","The United States of America is not in decline","No","No","Somewhat disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 11:09:06 AM AST","2026","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","Yes","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 11:09:53 AM AST","2026","Female","Asian","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Somewhat informed","The United States of America is not in decline","Yes","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 11:10:14 AM AST","2027","Male","Asian","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Very uninformed","The United States of America is in decline","Yes","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/19 11:12:52 AM AST","2027","Female","White","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat informed","Unsure","Yes","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","Yes"
"2023/10/19 11:13:46 AM AST","2027","Male","White","Social Sciences (including economics, CLPS)","Yes, club athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/19 11:15:34 AM AST","2027","Male","White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, intramural athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is in decline","No","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","Yes"
"2023/10/19 11:21:01 AM AST","2026","Female","Asian;Black","Life Sciences","Yes, varsity athletics;Yes, club athletics","Somewhat uninformed","Somewhat informed","Unsure","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 11:38:09 AM AST","2026","Female","Asian;White","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Very uninformed","The United States of America is not in decline","No","Yes","Somewhat agree","Unsure","Very unlikely","No"
"2023/10/19 11:44:53 AM AST","2026","Male","Asian","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/19 11:47:20 AM AST","2027","Male","Hispanic;White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/19 11:49:25 AM AST","2024","Male","Asian;Hispanic;White","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is not in decline","Yes","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Unsure"
"2023/10/19 11:49:29 AM AST","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2023/10/19 11:51:42 AM AST","2027","Female","White","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Very uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","Yes"
"2023/10/19 11:52:05 AM AST","2027","Male","Asian","Life Sciences;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Unsure","The United States of America is in decline","No","Yes","I do not actively practice a religion","Unsure","Somewhat unlikely","Yes"
"2023/10/19 11:52:58 AM AST","2026","Male","Black;White","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Somewhat uninformed","The United States of America is not in decline","Unsure","Unsure","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 11:53:33 AM AST","2026","Female","White","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 11:54:29 AM AST","2024.5","Female","White","Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","Unsure","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/19 11:54:32 AM AST","2026","Male","Black","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Somewhat uninformed","Unsure","Yes","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/19 11:56:11 AM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics","Very uninformed","Somewhat uninformed","Unsure","No","No","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/19 11:57:34 AM AST","2024","Female","Black","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, club athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/19 11:58:37 AM AST","2026","Non-binary","White","Humanities/Arts;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","Unsure","Yes","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/19 12:02:54 PM AST","2027","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Very uninformed","Unsure","No","Yes","Strongly agree","Unsure","Somewhat likely","Yes"
"2023/10/19 12:03:05 PM AST","2024","Male","White","Humanities/Arts;Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","Yes","Yes","Strongly agree","Unsure","Somewhat unlikely","No"
"2023/10/19 12:05:28 PM AST","2025","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, intramural athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","Yes","No","Somewhat disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Unsure"
"2023/10/19 12:06:49 PM AST","2027","Male","Asian;Black;White","Physical Sciences (including math, computer science)","Yes, club athletics","Very uninformed","Somewhat informed","The United States of America is not in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/19 12:06:59 PM AST","2025","Female","Asian;White","Humanities/Arts;Life Sciences","Yes, intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/19 12:08:08 PM AST","2023.5","Male","White","Humanities/Arts","Yes, club athletics","Very informed","Somewhat informed","The United States of America is in decline","Unsure","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/19 12:10:00 PM AST","2024","Non-binary","Middle Eastern or North African;White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/19 12:10:04 PM AST","2025","Male","White","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","No","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","Unsure"
"2023/10/19 12:12:38 PM AST","2024","Female","White","Physical Sciences (including math, computer science)","Yes, varsity athletics","Somewhat uninformed","Somewhat informed","Unsure","Unsure","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Unsure"
"2023/10/19 12:12:43 PM AST","2027","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, club athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/19 12:15:30 PM AST","2027","Male","Asian;Hispanic;White","Humanities/Arts","Yes, club athletics","Somewhat informed","Somewhat uninformed","The United States of America is not in decline","No","Yes","Strongly agree","Unsure","Somewhat unlikely","Yes"
"2023/10/19 12:16:58 PM AST","2024","Male","Prefer not to answer","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat informed","Unsure","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/19 12:17:02 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat uninformed","Unsure","No","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
