"Timestamp","What gender do you identify with?","What race do you identify with?","What graduation class are you?","What is your (intended) field of study?","How responsive do you think the Brown administration is to student movements in general?","Which of the following statements best describes your experience with online and in-person classes at Brown?","When you watch a recorded lecture, what speed do you watch it on?","What aspects of online learning do you want in your own classes as we transition back to fully in-person learning?","Overall, how would you rate your mental health?","This semester, do you feel that your professors have taken your mental health into account?","What is the capital of Canada?","Have you purposely stolen from Brown dining halls/cafes?","Should Brown mandate Covid-19 booster shots for undergraduates?"
"2021/12/03 3:58:44 PM AST","Female","Black","2022","STEM","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","2x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Quebec","Never","Yes"
"2021/12/03 4:00:12 PM AST","Female","White","2024","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.75x","Take-home exams","Okay","Unsure","","Never","Yes"
"2021/12/03 4:02:42 PM AST","Female","Asian","2022","Humanities","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","2x","Asynchronous classes;Recorded lectures;Online office hours","Good","Yes","Ontario","Yes, a few times","No"
"2021/12/03 4:03:57 PM AST","Non-binary","White","2023.5","Social Sciences","Somewhat unresponsive","Unsure","1.25x","Recorded lectures","Good","Yes","Montreal","Yes, once","Yes"
"2021/12/03 4:04:14 PM AST","Female","Asian","2024","Social Sciences","Unsure","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","Unsure","","Never","No"
"2021/12/03 4:04:33 PM AST","Female","White","2021.5","Humanities","Very unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Poor","Unsure","","Yes, many times","Yes"
"2021/12/03 4:06:05 PM AST","Male","White","2025","STEM","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Poor","Yes","Ottawa","Never","Unsure"
"2021/12/03 4:06:40 PM AST","Non-binary","White","2025","STEM","Somewhat unresponsive","Prefer not to answer","1.75x","Take-home exams","Poor","Yes","Ottowa","Yes, a few times","Yes"
"2021/12/03 4:07:06 PM AST","Female","White","2025","Prefer not to answer","Somewhat unresponsive","Online classes are much more difficult than in-person classes","1.25x","Recorded lectures","Good","Prefer not to answer","","Never","Yes"
"2021/12/03 4:09:16 PM AST","Female","White","2023","Humanities","Somewhat responsive","Unsure","1.25x","Recorded lectures;Take-home exams;Online office hours","Poor","Yes","Ottowa","Yes, a few times","Yes"
"2021/12/03 4:09:17 PM AST","Female","Asian","2024","STEM","Neither responsive nor unresponsive","Online classes are much less difficult than in-person classes","1.25x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Poor","No","idk :( toronto?","Never","Unsure"
"2021/12/03 4:09:18 PM AST","Non-binary","Black;Non-white Hispanic","2021.5","Arts","Very unresponsive","Online classes are much less difficult than in-person classes","2x","Unsure","Very poor","No","","Yes, many times","No"
"2021/12/03 4:09:38 PM AST","Female","Asian","2022","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Very good","Yes","","Never","Yes"
"2021/12/03 4:10:10 PM AST","Male","American Indian/Alaska Native;Black","2022","Humanities","Very unresponsive","Online classes are about as difficult as in-person classes","1.75x","Zoom sections","Prefer not to answer","Yes","","Yes, a few times","Yes"
"2021/12/03 4:10:20 PM AST","Male","Asian","2022","STEM","Somewhat unresponsive","Online classes are much less difficult than in-person classes","2x","Asynchronous classes;Recorded lectures;Take-home exams","Very good","Unsure","Alberta","Prefer not to answer","Yes"
"2021/12/03 4:11:19 PM AST","Male","White","2025","Social Sciences","Neither responsive nor unresponsive","Unsure","1.75x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Quebec","Yes, a few times","Yes"
"2021/12/03 4:11:33 PM AST","Female","Asian","2022","STEM","Unsure","Online classes are about as difficult as in-person classes","2x","Recorded lectures;Take-home exams","Very good","Yes","","Never","Unsure"
"2021/12/03 4:12:37 PM AST","Female","Asian","2022","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.75x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Okay","Yes","","Yes, a few times","Yes"
"2021/12/03 4:13:13 PM AST","Female","Black;Non-white Hispanic","2025","STEM","Unsure","Unsure","1.50x","Recorded lectures;Take-home exams","Good","Yes","honestly idk","Unsure","Yes"
"2021/12/03 4:16:51 PM AST","Non-binary","White","2024","STEM","Neither responsive nor unresponsive","Online classes are about as difficult as in-person classes","2x","Recorded lectures;Take-home exams","Poor","Yes","Toronto","Yes, a few times","Yes"
"2021/12/03 4:17:01 PM AST","Female","White","2022","STEM","Somewhat unresponsive","Online classes are about as difficult as in-person classes","1.75x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Ottowa","Yes, a few times","Yes"
"2021/12/03 4:17:49 PM AST","Female","Black;Non-white Hispanic","2024","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.75x","Recorded lectures;Take-home exams;Online office hours","Okay","Unsure","Toronto?","Never","Unsure"
"2021/12/03 4:18:30 PM AST","Male","Asian;Black","2024","STEM","Somewhat responsive","Online classes are about as difficult as in-person classes","1.25x","Recorded lectures;Take-home exams","Okay","Yes","Ottawa","Yes, a few times","Yes"
"2021/12/03 4:19:59 PM AST","Female","Asian","2022","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures","Very good","Yes","","Never","Yes"
"2021/12/03 4:20:18 PM AST","Female","Asian","2024","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1x","Asynchronous classes;Take-home exams","Good","No","Ontario","Never","Yes"
"2021/12/03 4:21:13 PM AST","Male","White","2024","STEM","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Ottawa (I think?)","Never","Yes"
"2021/12/03 4:22:24 PM AST","Male","Asian","2022","Humanities","Neither responsive nor unresponsive","Online classes are much less difficult than in-person classes","1.25x","Asynchronous classes;Recorded lectures;Take-home exams","Okay","Yes","Ottawa","Never","Yes"
"2021/12/03 4:22:33 PM AST","Male","White","2024","Social Sciences","Very unresponsive","Online classes are much less difficult than in-person classes","2x","Take-home exams","Good","Yes","ottawa","Yes, a few times","Yes"
"2021/12/03 4:23:14 PM AST","Female","White","2024","Social Sciences","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","Yes","Toronto? ","Never","Yes"
"2021/12/03 4:24:34 PM AST","Female","White","2025","Arts","Somewhat responsive","Unsure","2x","Asynchronous classes;Recorded lectures","Good","Yes","","Unsure","Yes"
"2021/12/03 4:26:53 PM AST","Female","White","2023","Humanities","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams","Very poor","Unsure","Ottawa","Never","Yes"
"2021/12/03 4:30:31 PM AST","Female","Asian","2024","STEM","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Okay","Unsure","","Never","Yes"
"2021/12/03 4:30:35 PM AST","Female","White","2025","Humanities","Somewhat responsive","Online classes are much less difficult than in-person classes","Unsure","Recorded lectures;Take-home exams;Zoom sections","Poor","No","quebec ","Never","Yes"
"2021/12/03 4:30:55 PM AST","Female","White","2025","Humanities","Very responsive","Unsure","1x","Unsure","Very good","Unsure","","Never","Yes"
"2021/12/03 4:31:56 PM AST","Male","White","2025","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","Unsure","","Yes, a few times","Yes"
"2021/12/03 4:32:20 PM AST","Female","White","2024","Humanities","Very unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Okay","Yes","","Unsure","Yes"
"2021/12/03 4:32:37 PM AST","Male","Black;Non-white Hispanic","2025","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Online office hours;Zoom sections","Very good","Yes","","Never","No"
"2021/12/03 4:34:36 PM AST","Female","Asian","2022","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Okay","Unsure","","Never","Yes"
"2021/12/03 4:38:20 PM AST","Female","Asian","2024","Humanities","Somewhat unresponsive","Online classes are much less difficult than in-person classes","2x","Recorded lectures","Okay","Unsure","","Never","Yes"
"2021/12/03 4:44:24 PM AST","Female","White","2025","STEM","Somewhat responsive","Online classes are much less difficult than in-person classes","2x","Asynchronous classes;Recorded lectures;Take-home exams","Good","No","montreal or that other one that starts with T","Never","Yes"
"2021/12/03 4:45:15 PM AST","Male","White","2023.5","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Asynchronous classes;Recorded lectures;Take-home exams","Good","Unsure","Toronto ","Yes, many times","No"
"2021/12/03 4:46:20 PM AST","Female","Asian","2024","STEM","Somewhat responsive","Online classes are about as difficult as in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Poor","No","","Never","Yes"
"2021/12/03 4:48:15 PM AST","Female","White","2024","Humanities","Somewhat unresponsive","Online classes are much less difficult than in-person classes","1.50x","Take-home exams;Online office hours","Okay","No","Ontario","Never","Yes"
"2021/12/03 4:48:24 PM AST","Male","White","2023.5","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","2x","Take-home exams","Good","Unsure","Ottawa","Yes, a few times","Yes"
"2021/12/03 4:50:38 PM AST","Male","White","2024","STEM","Somewhat responsive","Online classes are much less difficult than in-person classes","1x","Recorded lectures","Good","Yes","Winnipeg","Yes, a few times","Yes"
"2021/12/03 4:51:10 PM AST","Female","Non-white Hispanic","2023","Social Sciences","Very unresponsive","Online classes are much more difficult than in-person classes","1.50x","Recorded lectures","Good","No","Toronto","Unsure","Yes"
"2021/12/03 4:52:11 PM AST","Female","White","2022","Social Sciences","Somewhat unresponsive","Online classes are much less difficult than in-person classes","1.25x","Take-home exams;Online office hours","Poor","Yes","Ottawa","Yes, many times","Yes"
"2021/12/03 4:53:38 PM AST","Male","Asian","2024","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Online office hours","Okay","Yes","","Yes, many times","Yes"
"2021/12/03 4:54:39 PM AST","Female","Black;White","2024","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams","Poor","Unsure","","Never","Yes"
"2021/12/03 4:54:55 PM AST","Female","Asian","2024","STEM","Very unresponsive","Online classes are somewhat more difficult than in-person classes","1.75x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Okay","No","nah","Yes, a few times","Yes"
"2021/12/03 4:56:17 PM AST","Female","Black","2023","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Good","Yes","","Unsure","Yes"
"2021/12/03 4:57:00 PM AST","Female","Non-white Hispanic;White","2023","STEM","Unsure","Online classes are much more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Poor","No","idk","Yes, a few times","Yes"
"2021/12/03 5:00:29 PM AST","Male","White","2024","Humanities","Somewhat responsive","Online classes are much less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Zoom sections","Good","No","Vancouver","Yes, a few times","Yes"
"2021/12/03 5:00:32 PM AST","Female","Non-white Hispanic","2022","Social Sciences","Very unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Poor","Unsure","","Yes, many times","Yes"
"2021/12/03 5:01:21 PM AST","Male","Black;White","2023","Social Sciences","Somewhat responsive","Online classes are much more difficult than in-person classes","1.25x","Recorded lectures;Take-home exams","Poor","Prefer not to answer","Ontario","Yes, a few times","Yes"
"2021/12/03 5:02:02 PM AST","Female","Asian","2025","Social Sciences","Somewhat unresponsive","Unsure","Unsure","Recorded lectures;Online office hours;Zoom sections","Poor","Yes","Ontario","Never","Yes"
"2021/12/03 5:02:08 PM AST","Female","White","2022","STEM","Neither responsive nor unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","No","Ontario","Never","Yes"
"2021/12/03 5:04:16 PM AST","Female","White","2022","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","Unsure","Quebec","Never","Yes"
"2021/12/03 5:06:27 PM AST","Female","White","2025","STEM","Neither responsive nor unresponsive","Online classes are much more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Very poor","Yes","Montreal?","Yes, once","No"
"2021/12/03 5:06:39 PM AST","Male","Asian","2024","Arts","Very unresponsive","Online classes are much more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","Yes","Ontario","Yes, many times","Yes"
"2021/12/03 5:08:21 PM AST","Male","White","2024","STEM","Very responsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams","Good","Yes","ottawa","Never","Yes"
"2021/12/03 5:10:10 PM AST","Male","White","2025","STEM","Somewhat responsive","Unsure","1.50x","Recorded lectures;Online office hours;Zoom sections","Good","Yes","idk","Yes, a few times","Yes"
"2021/12/03 5:11:05 PM AST","Male","White","2025","STEM","Somewhat responsive","Online classes are much less difficult than in-person classes","1x","Recorded lectures;Take-home exams","Very good","Yes","Montreal","Yes, a few times","Unsure"
"2021/12/03 5:11:12 PM AST","Male","Asian;White","2025","STEM","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","1.75x","Take-home exams","Good","Yes"," Ottawa","Yes, a few times","Yes"
"2021/12/03 5:12:21 PM AST","Male","Black","2025","Humanities","Somewhat responsive","Unsure","1x","Recorded lectures","Okay","Yes","Toronto","Yes, many times","Unsure"
"2021/12/03 5:13:03 PM AST","Female","White","2024","Humanities","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1x","Recorded lectures;Take-home exams;Online office hours","Okay","No","Toronto","Yes, once","Yes"
"2021/12/03 5:13:09 PM AST","Male","White","2025","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","2x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","No","Ottowa","Yes, many times","Yes"
"2021/12/03 5:14:23 PM AST","Female","Asian","2022","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.25x","Take-home exams","Good","No","","Yes, a few times","Yes"
"2021/12/03 5:14:38 PM AST","Male","Black","2025","STEM","Unsure","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures","Good","No","Ontario","Yes, many times","No"
"2021/12/03 5:14:57 PM AST","Male","White","2023","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures","Okay","Yes","","Never","Yes"
"2021/12/03 5:15:30 PM AST","Female","Black","2022","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","quebec","Yes, a few times","Yes"
"2021/12/03 5:18:27 PM AST","Male","White","2024","Arts","Very unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams","Good","Yes","Ontario","Never","Yes"
"2021/12/03 5:19:17 PM AST","Female","Asian","2023","STEM","Somewhat unresponsive","Online classes are about as difficult as in-person classes","2x","Asynchronous classes;Recorded lectures","Very good","Unsure","","Never","Unsure"
"2021/12/03 5:20:58 PM AST","Female","White","2025","Prefer not to answer","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","No","","Never","Yes"
"2021/12/03 5:22:39 PM AST","Female","American Indian/Alaska Native;Non-white Hispanic","2024","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.75x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Poor","Unsure","Ontario","Yes, a few times","Yes"
"2021/12/03 5:22:43 PM AST","Male","Asian","2025","Social Sciences","Unsure","Online classes are much less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures","Okay","No","Ottawa","Never","Yes"
"2021/12/03 5:23:05 PM AST","Male","Asian","2024","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","Yes","","Never","Yes"
"2021/12/03 5:25:11 PM AST","Female","White","2025","Humanities","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","1.25x","Online office hours","Very good","Unsure","Ontario","Yes, many times","Yes"
"2021/12/03 5:26:48 PM AST","Female","White","2022","Social Sciences","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Poor","No","Montreal OR Ottawa","Never","Yes"
"2021/12/03 5:27:26 PM AST","Male","White","2024","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Good","Yes","","Never","Unsure"
"2021/12/03 5:30:53 PM AST","Male","Asian","2023","STEM","Somewhat unresponsive","Unsure","1.75x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Prefer not to answer","Yes","ottawa","Yes, a few times","Yes"
"2021/12/03 5:31:16 PM AST","Female","Asian","2022.5","Social Sciences","Very unresponsive","Online classes are somewhat less difficult than in-person classes","1.75x","Zoom sections","Good","Yes","Ottawa","Yes, many times","Yes"
"2021/12/03 5:32:50 PM AST","Female","Black","2025","Humanities","Somewhat unresponsive","Unsure","Prefer not to answer","Recorded lectures;Online office hours","Poor","No","","Yes, a few times","Yes"
"2021/12/03 5:33:28 PM AST","Prefer not to answer","Asian","2025","Humanities","Very unresponsive","Unsure","1.50x","Recorded lectures;Take-home exams;Online office hours","Okay","Yes","","Unsure","Unsure"
"2021/12/03 5:34:26 PM AST","Male","Asian","2024","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.75x","Recorded lectures;Online office hours","Good","Yes","Ontario","Never","Yes"
"2021/12/03 5:34:58 PM AST","Male","Black;Non-white Hispanic","2022.5","STEM","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Zoom sections","Good","Yes","?","Never","Yes"
"2021/12/03 5:36:15 PM AST","Female","Asian","2022","Humanities","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Poor","Unsure","","Never","Yes"
"2021/12/03 5:37:13 PM AST","Prefer not to answer","White","2023","Humanities","Very unresponsive","Online classes are about as difficult as in-person classes","1.50x","Recorded lectures;Take-home exams;Unsure","Poor","Unsure","","Yes, many times","Yes"
"2021/12/03 5:38:16 PM AST","Female","White","2024","Humanities","Somewhat unresponsive","Online classes are much less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Zoom sections","Okay","No","","Never","Yes"
"2021/12/03 5:39:15 PM AST","Prefer not to answer","Asian;White","2023.5","Social Sciences","Very unresponsive","Unsure","1.50x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Very poor","Yes","Ottowa","Yes, many times","Yes"
"2021/12/03 5:39:16 PM AST","Male","Black","2024","STEM","Somewhat unresponsive","Online classes are much more difficult than in-person classes","1.75x","Take-home exams","Poor","Yes","Ottowa","Yes, many times","Yes"
"2021/12/03 5:40:48 PM AST","Female","Prefer not to answer","2025","Social Sciences","Unsure","Online classes are somewhat more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Good","Unsure","Toronto","Never","Unsure"
"2021/12/03 5:43:55 PM AST","Female","Asian","2023","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","2x","Asynchronous classes;Recorded lectures;Take-home exams","Poor","Unsure","Ontario?","Yes, many times","Yes"
"2021/12/03 5:45:44 PM AST","Female","Black","2024","STEM","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","Unsure","Toronto?","Never","Yes"
"2021/12/03 5:48:31 PM AST","Female","Black;White","2024","Humanities","Very responsive","Online classes are somewhat less difficult than in-person classes","1.75x","Zoom sections","Very poor","Yes","toronto","Never","Yes"
"2021/12/03 5:48:54 PM AST","Female","White","2021.5","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","Unsure","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Unsure","Okay","Yes","","Yes, many times","Yes"
"2021/12/03 5:50:40 PM AST","Female","White","2024","STEM","Unsure","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","Unsure","Toronto","Yes, once","Yes"
"2021/12/03 5:52:05 PM AST","Female","White","2024","STEM","Somewhat unresponsive","Online classes are about as difficult as in-person classes","2x","Recorded lectures;Take-home exams","Okay","Unsure","Ontario?","Never","Yes"
"2021/12/03 5:53:17 PM AST","Male","Prefer not to answer","2022","Social Sciences","Somewhat responsive","Online classes are about as difficult as in-person classes","1x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","Yes","","Never","Yes"
"2021/12/03 5:54:42 PM AST","Female","White","2024","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Online office hours;Zoom sections","Good","No","","Never","Unsure"
"2021/12/03 5:55:04 PM AST","Male","White","2025","STEM","Unsure","Online classes are about as difficult as in-person classes","2x","Recorded lectures;Take-home exams","Very good","Yes","London","Never","No"
"2021/12/03 5:55:08 PM AST","Male","Non-white Hispanic","2025","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Online office hours","Good","Yes","Montreal","Yes, once","Yes"
"2021/12/03 5:55:44 PM AST","Male","White","2023.5","Humanities","Very unresponsive","Prefer not to answer","2x","Prefer not to answer","Good","Yes","","Yes, once","Prefer not to answer"
"2021/12/03 5:58:31 PM AST","Male","White","2022","Humanities","Very responsive","Online classes are much less difficult than in-person classes","1.25x","Take-home exams","Okay","Yes","Quebec","Never","No"
"2021/12/03 6:00:42 PM AST","Male","Non-white Hispanic;White","2025","Humanities","Unsure","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Very good","Unsure","ottowa","Yes, many times","Yes"
"2021/12/04 1:26:45 PM AST","Male","White","2025","Social Sciences","Somewhat responsive","Unsure","1.50x","Recorded lectures","Poor","Yes","Ottowa ","Never","No"
