"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Which of the following do you consider yourself to be?","Are you currently in a relationship?","Who do you think will win the 2024 US Presidential election?","How often do you use marijuana?","Who is primarily responsible for paying your college tuition (that is not covered by financial aid)?","Have you ever used ChatGPT (or other generative AI) in violation of a course policy?","Are your parents currently married (to each other) ?","How often do you have sex?","Do you usually lock the door when you leave your dorm, suite, or house/apartment?","If you could be President of the US at some point in your life, would you want the job?","Do you think you have more sex than the average Brown student?"
"2024/10/09 3:46:40 PM AST","2026","Man","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Unsure","Once a month","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","No","No, somewhat less"
"2024/10/09 3:46:45 PM AST","2026","Man","Hispanic or Latino","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Once a month","No","No","No, somewhat less"
"2024/10/09 3:47:51 PM AST","2027","Man","White","Humanities/Arts","Bisexual","No","Kamala Harris","Once a month","My tuition is fully covered by financial aid/grants/scholarships","No","No, divorced or separated","Once a month","No","No","About average"
"2024/10/09 3:51:19 PM AST","2025","Woman","Asian","Life Sciences","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","Yes","No","Yes, somewhat more"
"2024/10/09 3:52:06 PM AST","2028","Non-binary","White","Physical Sciences (including math, computer science)","Transgender;Queer","Yes","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","No","Other","Once a month","Yes","Yes","About average"
"2024/10/09 3:52:12 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Prefer not to answer","Unsure","Unsure","Unsure","Yes","Unsure","Unsure","No","Unsure"
"2024/10/09 3:53:26 PM AST","2026","Non-binary","Black","Humanities/Arts","Pansexual","Yes","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","No, never married","2-3 times per month","No","Yes","Yes, somewhat more"
"2024/10/09 3:54:45 PM AST","2028","Man","Black","Physical Sciences (including math, computer science)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/09 3:55:08 PM AST","2028","Woman","Asian","Physical Sciences (including math, computer science)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 3:55:36 PM AST","2025","Woman","White","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","No","No, significantly less"
"2024/10/09 3:56:40 PM AST","2028","Man","Asian;White","Humanities/Arts","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","No, divorced or separated","I have never had sex","No","Yes","No, somewhat less"
"2024/10/09 3:58:10 PM AST","2025","Man","Prefer not to answer","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","No, divorced or separated","Once a week","Yes","Yes","Unsure"
"2024/10/09 3:58:40 PM AST","2025","Woman","Asian;Native Hawaiian or Pacific Islander;White","Physical Sciences (including math, computer science)","Straight","Yes","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","Yes","No","Yes, significantly more"
"2024/10/09 3:59:18 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","4-5 times per week","No","Yes","Yes, somewhat more"
"2024/10/09 3:59:37 PM AST","2028","Woman","Asian;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/09 4:00:04 PM AST","2028","Man;Non-binary","Black;Hispanic or Latino","Physical Sciences (including math, computer science)","Gay","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","Less than once a month","Yes","No","No, significantly less"
"2024/10/09 4:01:03 PM AST","2027","Man","Middle Eastern or North African;White","Life Sciences","Straight","Yes","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","Yes","No, significantly less"
"2024/10/10 10:06:36 AM AST","2027","Man","Middle Eastern or North African","Physical Sciences (including math, computer science)","Straight","No","Unsure","Less than once a month","I pay all of my tuition","Yes","Yes","Less than once a month","No","Yes","Yes, somewhat more"
"2024/10/10 10:07:46 AM AST","2026","Man","White","Physical Sciences (including math, computer science)","Straight","No","Unsure","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2024/10/10 10:08:16 AM AST","2026","Man","White","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Unsure","Yes","Yes","No, significantly less"
"2024/10/10 10:08:17 AM AST","2027","Man","Hispanic or Latino","Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","No","No, significantly less"
"2024/10/10 10:08:46 AM AST","2025","Man","Middle Eastern or North African","Physical Sciences (including math, computer science)","Straight","No","Prefer not to answer","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Unsure","Yes","Prefer not to answer","No","Yes","Prefer not to answer"
"2024/10/10 10:11:00 AM AST","2026","Woman","White","Physical Sciences (including math, computer science)","Lesbian","Yes","Kamala Harris","2-3 times per month","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","2-3 times per week","Yes","No","About average"
"2024/10/10 10:11:06 AM AST","2026","Woman","White","Life Sciences","Bisexual","Yes","Unsure","2-3 times per week","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","No","About average"
"2024/10/10 10:12:06 AM AST","2026","Man","Asian","Life Sciences","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 10:14:06 AM AST","2028","Woman","Black;White","Humanities/Arts","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/10 10:14:57 AM AST","2028","Man","Black;Hispanic or Latino;White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 10:15:05 AM AST","2025","Woman","Hispanic or Latino","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/10 10:16:21 AM AST","2028","Woman","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 10:16:28 AM AST","2026","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","2-3 times per week","I pay all of my tuition","No","No, divorced or separated","2-3 times per week","Yes","No","Yes, significantly more"
"2024/10/10 10:19:37 AM AST","2028","Woman","Asian;Middle Eastern or North African","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/10 10:20:40 AM AST","2028","Woman","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","No","No, somewhat less"
"2024/10/10 10:21:25 AM AST","2026","Woman","Black","Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/10 10:22:03 AM AST","2026","Man","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a week","Yes","No","About average"
"2024/10/10 10:22:22 AM AST","2025","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","Straight","No","Donald Trump","Once a week","My parents or guardians pay all of my tuition","Yes","Yes","Once a month","No","Yes","About average"
"2024/10/10 10:24:58 AM AST","2025","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Bisexual","Yes","Unsure","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","2-3 times per week","No","No","Yes, significantly more"
"2024/10/10 10:25:17 AM AST","2028","Woman","White","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","No, never married","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 10:25:22 AM AST","2026","Man","White","Life Sciences","Straight","No","Donald Trump","I have never used marijuana","I pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 10:27:00 AM AST","2026","Woman","White","Social Sciences (including economics, CLPS)","Bisexual;Asexual;Queer","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/10 10:27:20 AM AST","2025","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","Unsure","Yes","Once a month","Yes","No","No, somewhat less"
"2024/10/10 10:27:29 AM AST","2025","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","Yes","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","4-5 times per week","Yes","Yes","Yes, significantly more"
"2024/10/10 10:30:43 AM AST","2026","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","4-5 times per week","Yes","No","Yes, somewhat more"
"2024/10/10 10:31:32 AM AST","2028","Man","Black;Hispanic or Latino","Life Sciences;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Gay;Bisexual","Unsure","Kamala Harris","Daily or almost daily","My tuition is fully covered by financial aid/grants/scholarships","Yes","No, never married","2-3 times per week","Yes","Yes","Yes, significantly more"
"2024/10/10 10:39:24 AM AST","2025","Woman","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","Once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","4-5 times per week","Yes","No","No, somewhat less"
"2024/10/10 10:39:49 AM AST","2025","Man","Asian","Humanities/Arts","Straight","No","Donald Trump","Prefer not to answer","My parents or guardians pay all of my tuition","Yes","No, never married","I have never had sex","No","No","Prefer not to answer"
"2024/10/10 10:43:25 AM AST","2028","Woman","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Bisexual","No","Prefer not to answer","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","No, divorced or separated","Once a week","Yes","No","Yes, somewhat more"
"2024/10/10 10:45:10 AM AST","2026","Man","Asian","Life Sciences","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 10:51:16 AM AST","2026","Woman","Asian;White","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","Yes","Prefer not to answer"
"2024/10/10 11:01:49 AM AST","2028","Woman","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Straight","No","Unsure","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 11:03:33 AM AST","2027","Woman","Asian;Black;White","Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","2-3 times per week","My parents or guardians pay all of my tuition","No","Yes","2-3 times per month","No","No","About average"
"2024/10/10 11:12:09 AM AST","2025.5","Man;Non-binary","White","Physical Sciences (including math, computer science)","Bisexual;Transgender;Queer","Yes","Unsure","Daily or almost daily","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","2-3 times per month","Yes","No","No, significantly less"
"2024/10/10 11:14:45 AM AST","2025","Woman","White","Life Sciences;Physical Sciences (including math, computer science)","Bisexual","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","Yes","No","About average"
"2024/10/10 11:15:31 AM AST","2026","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a month","Yes","No","About average"
"2024/10/10 11:21:35 AM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Prefer not to answer","Prefer not to answer","Kamala Harris","I have never used marijuana","Prefer not to answer","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/10 11:21:47 AM AST","2028","Woman","White","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","No, divorced or separated","Less than once a month","No","No","No, somewhat less"
"2024/10/10 11:25:08 AM AST","2028","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","4-5 times per week","My parents or guardians pay all of my tuition","No","Yes","2-3 times per month","No","Yes","Yes, significantly more"
"2024/10/10 11:25:39 AM AST","2027","Woman","Asian;White","Humanities/Arts","Prefer not to answer","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/10 11:27:12 AM AST","2026","Non-binary","Hispanic or Latino","Life Sciences","Lesbian;Transgender;Queer","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Unsure","Yes","2-3 times per month","Yes","No","No, somewhat less"
"2024/10/10 11:30:33 AM AST","2027","Woman","Asian","Humanities/Arts","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 11:33:44 AM AST","2025","Woman","White","Life Sciences;Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Unsure","No, never married","2-3 times per week","No","Yes","About average"
"2024/10/10 11:37:48 AM AST","2026","Woman","Hispanic or Latino","Physical Sciences (including math, computer science)","Bisexual","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Unsure","No, divorced or separated","Less than once a month","Yes","No","About average"
"2024/10/10 11:38:37 AM AST","2028","Non-binary","Asian;White","Life Sciences","Bisexual;Transgender","No","Prefer not to answer","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 11:45:23 AM AST","2026","Woman","Black;White","Physical Sciences (including math, computer science)","Bisexual","Unsure","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","Yes","No, somewhat less"
"2024/10/10 11:45:55 AM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","Bisexual","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Prefer not to answer","Yes","No","No, somewhat less"
"2024/10/10 11:50:07 AM AST","2028","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","2-3 times per month","Yes","No","About average"
"2024/10/10 11:50:51 AM AST","2028","Man","Prefer not to answer","Humanities/Arts;Social Sciences (including economics, CLPS)","Prefer not to answer","No","Kamala Harris","I have never used marijuana","Prefer not to answer","No","Yes","Less than once a month","Yes","Yes","No, somewhat less"
"2024/10/10 11:51:44 AM AST","2028","Man","Asian","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, somewhat less"
"2024/10/10 11:52:14 AM AST","2027","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","Straight","No","Unsure","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","Once a month","No","No","About average"
"2024/10/10 11:54:23 AM AST","2028","Woman","Middle Eastern or North African","Humanities/Arts;Physical Sciences (including math, computer science)","Questioning","No","Unsure","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","No, divorced or separated","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/10 11:54:40 AM AST","2028","Woman","Native Hawaiian or Pacific Islander","Humanities/Arts","Bisexual;Prefer not to answer","Unsure","Unsure","Daily or almost daily","Unsure","Yes","Yes","2-3 times per month","Yes","Prefer not to answer","No, somewhat less"
"2024/10/10 11:55:04 AM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","Bisexual;Straight","Yes","Unsure","I have never used marijuana","I pay all of my tuition","Yes","Yes","Once a week","No","No","About average"
"2024/10/10 11:55:07 AM AST","2027","Man","White","Humanities/Arts","Straight","Yes","Kamala Harris","Daily or almost daily","My parents or guardians pay all of my tuition","No","Yes","2-3 times per month","No","Yes","No, somewhat less"
"2024/10/10 11:56:14 AM AST","2026","Man","Asian","Life Sciences","Straight","Yes","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","No","Yes","Once a week","No","No","Yes, somewhat more"
"2024/10/10 11:56:19 AM AST","2026","Man","Hispanic or Latino","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","Yes","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per month","No","No","Yes, significantly more"
"2024/10/10 11:56:28 AM AST","2026","Woman","Asian","Life Sciences;Physical Sciences (including math, computer science)","Queer","No","Kamala Harris","4-5 times per week","My parents or guardians pay all of my tuition","Prefer not to answer","Other","Prefer not to answer","No","No","Prefer not to answer"
"2024/10/10 11:57:19 AM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Unsure","2-3 times per month","I pay part of my tuition and my parents or guardians pay part of my tuition","Unsure","Yes","I have never had sex","No","No","No, somewhat less"
"2024/10/10 11:58:01 AM AST","2026","Man","Asian","Humanities/Arts;Life Sciences","Gay","No","Kamala Harris","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","Once a month","No","Yes","About average"
"2024/10/10 11:59:05 AM AST","2027","Woman","Asian","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","Once a month","I pay all of my tuition","Unsure","Yes","Less than once a month","No","Yes","About average"
"2024/10/10 11:59:30 AM AST","2025","Woman","Asian","Physical Sciences (including math, computer science)","Bisexual","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Unsure","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 12:00:27 PM AST","2026","Non-binary","Asian","Physical Sciences (including math, computer science)","Bisexual;Transgender;Queer","Yes","Unsure","Once a week","My parents or guardians pay all of my tuition","No","No, divorced or separated","2-3 times per week","Yes","No","Yes, somewhat more"
"2024/10/10 12:03:07 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","2-3 times per week","Yes","No","Yes, somewhat more"
"2024/10/10 12:06:57 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a month","No","No","About average"
"2024/10/10 12:08:43 PM AST","2028","Man","Asian","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/10 12:10:03 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 12:12:14 PM AST","2025","Woman","White","Life Sciences;Physical Sciences (including math, computer science)","Bisexual;Pansexual;Queer","Yes","Unsure","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","Prefer not to answer","No, never married","2-3 times per week","Yes","No","Yes, somewhat more"
"2024/10/10 12:12:45 PM AST","2027","Man","Black","Social Sciences (including economics, CLPS)","Straight","No","Unsure","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Less than once a month","No","No","No, somewhat less"
"2024/10/10 12:13:59 PM AST","2026","Man","White","Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Unsure","No, divorced or separated","4-5 times per week","Yes","No","Yes, significantly more"
"2024/10/10 12:15:42 PM AST","2026","Man","White","Humanities/Arts;Life Sciences","Straight;Questioning","Unsure","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","Once a month","No","No","No, somewhat less"
"2024/10/10 12:21:05 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","Yes","No, significantly less"
"2024/10/10 12:35:04 PM AST","2028","Woman","Asian","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/10 12:37:44 PM AST","2026","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","No","No, divorced or separated","Once a week","Yes","No","About average"
"2024/10/10 12:41:28 PM AST","2028","Woman","Asian","Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","I have never used marijuana","I pay all of my tuition","Yes","Yes","Less than once a month","Yes","Yes","No, significantly less"
"2024/10/10 12:45:31 PM AST","2026.5","Man","White","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","I have never used marijuana","I pay all of my tuition","Yes","Yes","Once a week","No","Yes","About average"
"2024/10/10 12:46:27 PM AST","2027","Woman","Middle Eastern or North African","Life Sciences","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","Yes","No, significantly less"
"2024/10/10 12:48:47 PM AST","2026","Woman","White","Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","Yes","Yes","Unsure","Yes","No","No, somewhat less"
"2024/10/10 12:48:50 PM AST","2028","Woman","Asian","Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 12:51:13 PM AST","2027","Man","White","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Unsure","No, divorced or separated","Less than once a month","Yes","Yes","No, somewhat less"
"2024/10/10 12:53:33 PM AST","2028","Man","White","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Prefer not to answer","Yes","Yes","Unsure"
"2024/10/10 1:03:02 PM AST","2026","Woman","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","Bisexual","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Unsure","Yes","Once a week","Yes","No","No, somewhat less"
"2024/10/10 1:04:53 PM AST","2028","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Unsure","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","Yes","No, somewhat less"
"2024/10/10 1:07:32 PM AST","2027","Woman","White","Physical Sciences (including math, computer science)","Bisexual","No","Donald Trump","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","Less than once a month","No","Yes","No, significantly less"
"2024/10/10 1:07:49 PM AST","2026","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Gay","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Unsure","Yes","Less than once a month","No","No","About average"
"2024/10/10 1:12:36 PM AST","2027","Man","Black","Life Sciences","Straight","No","Donald Trump","Once a week","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","No","Unsure"
"2024/10/10 1:12:48 PM AST","2027","Man","Black","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Once a week","No","No","Yes, somewhat more"
"2024/10/10 1:14:50 PM AST","2027","Man","Black;White","Physical Sciences (including math, computer science)","Straight","No","Unsure","Once a month","I pay all of my tuition","No","No, divorced or separated","Less than once a month","No","No","About average"
"2024/10/10 1:14:57 PM AST","2027","Woman","Asian","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/10 1:16:04 PM AST","2028","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Gay","No","Unsure","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","No, divorced or separated","I have never had sex","Yes","Yes","No, somewhat less"
"2024/10/10 1:18:11 PM AST","2025","Man","White","Life Sciences","Gay","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Unsure","Yes","Less than once a month","No","No","No, somewhat less"
"2024/10/10 1:19:07 PM AST","2026","Man","White","Social Sciences (including economics, CLPS)","Gay","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per month","No","Yes","About average"
"2024/10/10 1:20:45 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Unsure","No","Yes","No, significantly less"
"2024/10/10 1:20:55 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","Bisexual","Yes","Kamala Harris","Once a week","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","2-3 times per month","No","Yes","No, somewhat less"
"2024/10/10 1:26:23 PM AST","2027","Man","Asian","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Gay","No","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","Yes","About average"
"2024/10/10 1:28:18 PM AST","2026","Man","White","Life Sciences;Physical Sciences (including math, computer science)","Gay","No","Kamala Harris","2-3 times per month","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/10 1:28:40 PM AST","2026","Man","Asian;Hispanic or Latino;White","Physical Sciences (including math, computer science)","Gay","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","Once a week","No","No","Yes, somewhat more"
"2024/10/10 1:30:58 PM AST","2028","Man","Asian","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Yes, somewhat more"
"2024/10/10 1:33:47 PM AST","2027","Man","Black","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","2-3 times per week","My tuition is fully covered by financial aid/grants/scholarships","Unsure","No, divorced or separated","Less than once a month","No","No","No, significantly less"
